type	Epi	Fib	B	NK	CD4T	CD8T	Mono	Neutro	Eosino
Control	0.641660377831574	0	0.0467989761026263	0.0652461515685536	0.0536956378966479	0	0.0487704447244871	0.143828411876111	0
BRCA2	0.305643009431856	0.0581775668802255	0.0404576624374681	0.0534271420713062	0.0386225299454135	0	0.0432364035391761	0.460435685694555	0
Control	0.266127197463734	0.0651993483646188	0.0376145503420083	0.0516116715593823	0.0344275928738942	0	0.0499432730863408	0.495076366310021	0
BRCA2	0.346470432318638	0.0458314105278248	0.055491660136067	0.0718661240550844	0.0549769590383899	0	0.0586374156466127	0.366725998277383	0
Control	0.652817860476619	0	0.0408927396665622	0.0579507435556871	0.0480103732321637	0	0.0594365437356653	0.140891739333303	0
BRCA2	0.271461647345989	0.0488343870294061	0.0401442195079296	0.0491206754341638	0.0418401306185742	0	0.039334577761574	0.509264362302363	0
Control	0.331629436884742	0.0532116034591854	0.0454718547297872	0.0584519156732313	0.0451154461059342	0	0.0494094020787356	0.416710341068384	0
BRCA2	0.332770494652625	0.0645692989251977	0.0459185111451383	0.0600673120869996	0.0509983655462508	0	0.0842174893899118	0.361458528253877	0
Control	0.180782468853843	0.0772122132521619	0.0713234836587904	0.0943176692016696	0.0839993016143325	0	0.0880663552150497	0.404298508204153	0
BRCA2	0.222558633969604	0.0564604531406964	0.0448549482172505	0.051123766041195	0.0363181118345471	0	0.0666419071456143	0.522042179651093	0
Control	0.664175678937944	0	0.0507832937391974	0.0626093630494509	0.049983444082845	0	0.0490947888714119	0.123353431319151	0
Control	0.286349250096728	0.0594569015003697	0.048343418398253	0.0597681545510921	0.0427700728676608	0	0.0866102409943526	0.416701961591544	0
Control	0.179367609806632	0.0425514803051196	0.0260850678789223	0.0371295270309338	0.0265225191360421	0	0.059123126439848	0.629220669402503	0
BRCA2	0.26235763093761	0.048690199147561	0.0341659931773197	0.0451231930988946	0.0329523470223013	0	0.0442391706794846	0.532471465936828	0
Control	0.709008242759827	0.00163100969877226	0.0465972296293918	0.0599314173798755	0.0501023808064439	0	0.0516754209246438	0.0676538106223355	0.0134004881787101
BRCA2	0.0587517859772426	0.0207009960025709	0.0110007459182838	0.0059785445878457	0.0105636439869679	0	0	0.893004283527089	0
Control	0.0945588935525952	0.0443856046828839	0.0163426586392659	0.0224279277827582	0.0230085507488996	0	0.00580932311559882	0.793467041477998	0
Control	1	0	0	0	0	0	0	0	0
Control	0.0731953510897252	0.0186590364365513	0.00133598627647641	0.00206692961211057	0.0041562073232465	0	0	0.90058648926189	0
Control	0.403567982982738	0.00193520392855221	0.058898221571301	0.0776045851814168	0.0573270992038237	0	0.0913030979109342	0.309363809221234	0
Control	0.243101832166266	0.0387350023258263	0.0337456734319303	0.0392447289881022	0.0271024855615446	0	0.0256971806865035	0.592373096839827	0
Control	1	0	0	0	0	0	0	0	0
Control	0.216521593643937	0.0586282577507615	0.0281797460663274	0.0361676108443038	0.0305754424165904	0	0.0302630585785193	0.599664290699561	0
Control	0.877437842750759	0	0.0207392373332669	0.0283579400089304	0.0218616151348611	0	0.0234089755053295	0.0238098597588708	0.00438452950798275
Control	0.900488798783267	0	0.0172520869714985	0.0221468797825555	0.0179574956371686	0	0.0212968494180881	0.0151431266238689	0.00571476278355357
Control	0.202581276977326	0.0731539501799178	0.016693111920788	0.032501479340463	0.025162830578472	0	0.0161541730512115	0.633753177951821	0
Control	0.15524958535761	0.0440757469676643	0.0203952094456886	0.0270718074540475	0.0112287129135093	0	0.0243179073645177	0.717661030496962	0
BRCA2	0.957659582721182	0	0.00723150022187361	0.0114491189299979	0.00833112937556638	0	0.00763552675327038	0.00570851156062626	0.00198463043748389
Control	0.329059345423844	0.0617025649788897	0.0374928319965823	0.0504054385565839	0.0356721870720394	0	0.0340234538760439	0.451644178096016	0
Control	0.0816941156893584	0.0259002323070312	0.0339099377933555	0.0346122329590981	0.0248186087554559	0	0.0123203780106061	0.786744494485095	0
Control	0.462144786281113	0.0278707625054661	0.0435653094794696	0.0617141180207845	0.0510597335199976	0	0.0414299495431322	0.312215340650037	0
Control	0.581434136018476	0.0271680230695533	0.0621106480250452	0.0774385670616193	0.0499769013977403	0	0.0640785639064938	0.131221827273911	0.00657133324716043
BRCA2	0.649224192993614	0	0.0500917319579979	0.0632403596022611	0.0457460551133256	0	0.0581906710706513	0.13350698926215	0
Control	0.997510983947662	0	0.000484623487859915	0.000592639333077912	0.000471164513507313	0	0.000476722454208222	0.000411157830427637	5.2708433256826e-05
Control	0.861373459946569	0	0.0250522953889166	0.0367270679057458	0.0291753453957132	0	0.0267959879717832	0.0143330410543206	0.00654280233695204
Control	0.899973896528061	0	0.0172422858040516	0.0237514999440179	0.0205658345624893	0	0.0162094241135986	0.0209798688208875	0.00127719022689414
Control	0.232632430841419	0.0508332895680657	0.0302399127463852	0.0373101500867207	0.0243990477231967	0	0.0308977211854196	0.593687447848793	0
Control	0.13752047424323	0.0588218962574377	0.0351751155475698	0.0345410156751503	0.0235160979714331	0	0.0387459068702755	0.671679493434903	0
Control	0.220166890212076	0.0499796028446284	0.0332312287398891	0.0452354148770158	0.0286550881535176	0	0.0186989394242278	0.604032835748645	0
BRCA2	0.209630067956153	0.0597093601541014	0.0304582137171621	0.0434102928013661	0.032508612687271	0	0.0250837018092695	0.599199750874677	0
BRCA2	0.196751048488297	0.0490969946556407	0.021225530813662	0.0280336388316636	0.0222999017978013	0	0.0190280891797306	0.663564796233205	0
Control	0.50971060687416	0.0220506578656637	0.054549160403099	0.0709694550783026	0.0545449188796428	0	0.050794512531628	0.237380688367504	0
Control	1	0	0	0	0	0	0	0	0
Control	0.324119984218839	0.0493530882669218	0.0718455277520016	0.0699566849137322	0.0323435613797005	0	0.0657941290732832	0.386587024395522	0
Control	0.343838566912888	0.0563872555084558	0.0647356863023998	0.0761878786518938	0.0545349365214766	0	0.0653044783655262	0.33901119773736	0
BRCA2	0.592166028682966	0	0.0439712689610009	0.0672834866032758	0.0513036762175136	0	0.0521578718463798	0.193117667688863	0
Control	0.118450701556844	0.0292419301457798	0.00731442607122365	0.00257646040480953	0	0	0.0344879627231949	0.807928519098148	0
Control	0.643690983904838	0.0419867567646607	0.0486576902462346	0.0649647794161494	0.051409170232619	0	0.0449582505262223	0.099974440401412	0.00435792850786342
Control	0.182346644838539	0.0377257123361839	0.0303654024121553	0.0408042002701692	0.0247394996156417	0	0.0192434259253989	0.664775114601912	0
BRCA2	0.277089083268861	0.037363843424324	0.00633006704087337	0.0326863491752924	0.022810183634732	0	0.0178864680706771	0.605834005385241	0
Control	0.0659061315529596	0.0124564506852127	0	0	0	0	0	0.921637417761828	0
BRCA2	0.736606413040376	0.00778345230034058	0.02967821710468	0.0455571822329984	0.0367448467260015	0	0.0550601564858055	0.0810649148694946	0.007504817240303
Control	0.84705625402828	0	0.018840509180573	0.03716585051502	0.0316651454616813	0	0.0293138239234009	0.0182746610753263	0.0176837558157185
Control	1	0	0	0	0	0	0	0	0
Control	1	0	0	0	0	0	0	0	0
Control	0.150011719471847	0.0327709110084341	0.0196040521077913	0.0207961441613473	0.0110390995031548	0	0.00372933982685689	0.762048733920569	0
BRCA2	0.692833894093296	0.0150255882959479	0.0422029823226312	0.0608385958532252	0.0410155486024759	0	0.0534983959622774	0.0940348743934102	0.000550120476736712
Control	0.63922926903358	0.0307307225415967	0.0464601204052514	0.0681661539891254	0.0584292389167063	0	0.045787311272257	0.106176689181857	0.00502049465962668
BRCA2	0.711295010463381	0	0.0422167656697678	0.0573692368962901	0.0444710870280475	0	0.0477965909211611	0.0968513090213526	0
Control	0.384901840909496	0.0618402813452027	0.0531641850973521	0.0718500320372293	0.0533198569721562	0	0.0566293880098667	0.318294415628697	0
BRCA2	0.167376405960933	0.0408151880613951	0.0189824408543332	0.0285594628445143	0.0231779134332774	0	0.0178951409240026	0.703193447921545	0
Control	0.53696876786845	0.0363651681106198	0.0606675754466667	0.0844661792655601	0.0677476667561882	0	0.0611650418114017	0.152619600741113	0
BRCA2	0.466509383837744	0.0541606220794746	0.0507272938559786	0.0751482321061455	0.0654379222839029	0	0.0783103165769772	0.209706229259778	0
Control	0.576336422795267	0.026938795451894	0.0501631940976665	0.0736726804257007	0.0546171220003303	0	0.0484701020163011	0.16980168321284	0
Control	0.374515488803333	0.0494311238806009	0.0542536856637498	0.0619119979222495	0.0459096722830891	0	0.0615817084330293	0.352396323013948	0
Control	0.85757277337304	0	0.0220566351353614	0.0319226607701795	0.0245326104423489	0	0.0276405491932408	0.0362747710858293	0
Control	0.516369449116792	0.0497961861469951	0.0596715148698212	0.0909836537396727	0.0689687192218806	0	0.065190455158087	0.147596519205693	0.0014235025410588
BRCA2	1	0	0	0	0	0	0	0	0
BRCA2	0.766324169340352	0	0.0365797089550728	0.0501823485441131	0.0389212835132089	0	0.0421072252737448	0.058587435002675	0.00729782937083377
Control	0.623424961154931	0.0152963830041571	0.0494211135448432	0.0624584488038191	0.0471180043638924	0	0.0547981097728635	0.147482979355494	0
Control	0.298751597547522	0.0532311142691082	0.038108624537514	0.0488591210051775	0.036083217081234	0	0.0338602102928779	0.491106115266567	0
Control	0.346292863498454	0.0540759531151295	0.0481459113845964	0.0681248048487269	0.0436447527886448	0	0.0773511987802635	0.362364515584185	0
Control	0.336527142268488	0.0168543917662884	0.0354270324429521	0.0892562573416365	0.0792491736394469	0	0.152910291404781	0.288670676402587	0.0011050347338199
Control	0.27879402180112	0.0468881749132733	0.0255224977934764	0.0423069141563117	0.0256154592735458	0	0.0521180787493441	0.528754853312928	0
BRCA2	0.590165209970979	0.0176889515983214	0.0435838894435394	0.0673436040672516	0.0518597862685469	0	0.0526172461270889	0.176741312524273	0
BRCA2	0.382990654485264	0.0398483664691733	0.0326766635770502	0.060072813279392	0.051683374646898	0	0.0372052357687926	0.39552289177343	0
Control	0.459697098304125	0.0460540789601226	0.0461617748664922	0.0738224142992575	0.0507769800262447	0	0.0649017893214821	0.258585864222276	0
Control	0.396620386604188	0.0556913119842678	0.0371964221014092	0.0594336766197367	0.051240329022372	0	0.0424455741564335	0.357372299511593	0
Control	0.814886829205975	0	0.0322286291182274	0.0452652918305183	0.0364557185591757	0	0.0328234639164153	0.0327818341776855	0.00555823319200247
Control	0.320004927273448	0.0249302146015085	0.0388624778089345	0.0486755726527486	0.0358038751986259	0	0.0425282424862335	0.489194689978501	0
BRCA2	0.556972374064926	0.0269270496779999	0.0537980722500026	0.0792963057284758	0.0642513118769516	0	0.062183732315808	0.156571154085836	0
Control	0.19787232958871	0.0455605328909383	0.0244733903335579	0.0341133080459836	0.0204450374245318	0	0.0335162713362448	0.644019130380034	0
BRCA2	0.467579966351997	0.028258959509523	0.0491408683532614	0.0676522944546896	0.0580479357171189	0	0.0663084559284377	0.263011519684973	0
Control	0.997706495271641	0	0.00041897796409031	0.000560556390390422	0.000438579449417857	0	0.000426575409610859	0.00033563065566642	0.000113184859183128
