type	Epi	Fib	B	NK	CD4T	CD8T	Mono	Neutro	Eosino
Control	0.756324754276283	0	0.0318909700642728	0.0458408380291502	0.0325752497092864	0	0.0622403317428646	0.07038768520016	0.000740170977983351
Control	0.880184051749068	0	0.0157711791054055	0.024215671238651	0.0164581509725723	0	0.0407994729693786	0.0158207633332623	0.00675071063166261
Control	0.552366768341761	0.0164419038876251	0.0390812903142059	0.0591426233687299	0.0452352298347874	0	0.0887205340300926	0.199011650222798	0
BRCA2	0.225065721445763	0.0354958212096829	0.0199785657400225	0.0239057510316249	0.00107732976995191	0	0.0662249685780113	0.628251842224943	0
BRCA2	0.800422233183367	0	0.0278067640928201	0.0343144827526048	0.0163945348469636	0	0.0591920254256296	0.0578108298882182	0.00405912981039626
BRCA2	0.964858330314607	0	0.00629194801625568	0.00844229991054477	0.00472522639450176	0	0.00947978204851384	0.00449252646179283	0.00170988685378434
Control	0.92001690944302	0	0.0114538435138625	0.0156474428284954	0.00483323788335079	0	0.0341741339833575	0.00936159207485968	0.00451284027305421
Control	0.664968155467013	0	0.0373189349026289	0.0572212807281309	0.0374672712241645	0	0.0835169465646152	0.119507411113448	0
Control	0.713001069721738	0	0.0296437206528666	0.0597442908714537	0.0354897933257561	0	0.0756950644484371	0.0737508199375693	0.0126752410421792
BRCA2	0.448149633504752	0.0209300346057645	0.0382566391660299	0.0747922228159572	0.0524111083566087	0	0.0931480119442774	0.272312349606611	0
Control	0.726364462690701	0	0.0316111439394914	0.0483879917775507	0.0359949390138479	0	0.0744090682600016	0.072925826302501	0.0103065680159068
BRCA2	0.741667190560519	0	0.0364675037752544	0.0478540047506222	0.0298328913361387	0	0.065533872086252	0.0687397814343262	0.00990475605688805
BRCA2	0.611346605436934	0.010552299506084	0.0394598979386247	0.0561062685642318	0.0417629081243404	0	0.0895197478581214	0.151252272571663	0
BRCA2	0.722408900611196	0	0.0285865169826794	0.0608769574686916	0.0401053182684544	0	0.0837848084220255	0.0640535699744351	0.000183928272517584
Control	0.734498493627321	0	0.0278318203807865	0.053821222837973	0.0374948700614562	0	0.0647443422028996	0.0640435632118453	0.0175656876777184
BRCA2	0.781015947646085	0	0.0301056973935544	0.0389381878821906	0.0218679091317734	0	0.066716459522803	0.0523055529879514	0.00905024543564277
Control	0.318976876765422	0.0351432305662913	0.0296425648851623	0.0505929284768843	0.0353798444493755	0	0.100680061693601	0.429584493163264	0
Control	0.557444880178657	0.0354018242425951	0.0305356299037821	0.0798367231430457	0.049641080230328	0	0.106432962256828	0.138141723698707	0.00256517634605703
BRCA2	0.764013188170739	0	0.0313892176932056	0.0437389850132125	0.0278727593429967	0	0.0578999997186069	0.0604042861595243	0.0146815639017154
Control	0.361650205247564	0.0127296356667968	0.0355102329806379	0.0611710686958918	0.0306815535307451	0	0.0622675645887562	0.435989739289608	0
BRCA2	0.753349608640183	0	0.0283341759204153	0.050096872881925	0.0273356690000506	0	0.0638147698523953	0.0740877178256388	0.0029811858793926
Control	0.931705026243222	0	0.0105426404995408	0.0163968437285733	0.00983224245503463	0	0.019866994498103	0.00806876381147579	0.00358748876404998
Control	0.808087091748273	0	0.0278043827016461	0.0399650051865759	0.0212567002243976	0	0.0540458242280998	0.0346218016961401	0.0142191942148674
Control	0.896432050406371	0	0.0126310164994797	0.0241338524013754	0.019005180791073	0	0.0322735706245097	0.00729862740998994	0.00822570186720166
BRCA2	0.793721525805889	0	0.032202181578562	0.0388638652994312	0.028265673927406	0	0.0482061419391305	0.0488562354395662	0.00988437601001543
BRCA2	0.789915289074315	0	0.0276037616676239	0.0384544906068157	0.0250624896200775	0	0.060793582954536	0.0467765591678817	0.0113938269087506
Control	0.900419739942331	0	0.0148399311661162	0.0216818842947371	0.0149686832861112	0	0.0332375187100288	0.0130094440223981	0.00184279857827764
Control	0.443233400732628	0.0116316540923031	0.0336768066098686	0.0714532543590877	0.0422960453151492	0	0.0984820927262437	0.29922674616472	0
Control	0.750633192165262	0	0.0306379067962963	0.0461805573727985	0.0304571281082342	0	0.0704328389622887	0.0512270519489258	0.020431324646195
BRCA2	0.566796643292705	0.0138400956226026	0.0399505496180752	0.0648685042545278	0.0344854141075776	0	0.113584431585165	0.166474361519347	0
Control	0.50583429527479	0.0116951687602873	0.0457911384932052	0.0628354870009252	0.0337378388173369	0	0.0859872130615907	0.254118858591865	0
Control	0.549226854833039	0.00694683733242584	0.0451188347824052	0.0703989924878892	0.0458414852534622	0	0.0881195180209579	0.166314203079876	0.0280332742099441
BRCA2	0.959123514915565	0	0.00843443021247937	0.00745249665091085	0.00482899173155685	0	0.0117451210912423	0.00641129354408862	0.00200415185415723
Control	0.708097235229972	0	0.0400311364765244	0.0398319756158358	0.0226136449695929	0	0.0712058362225678	0.0988457759998163	0.0193743954856906
Control	0.950515928340979	0	0.00795769861104908	0.011167435181869	0.00786328122682295	0	0.014433585753663	0.00376766721540966	0.00429440367020732
BRCA2	0.35155104616248	0.0123014564749715	0.0225607213541335	0.0302330549643636	0.0181530407811996	0	0.0565216120826196	0.508679068180232	0
Control	0.827366735948967	0	0.023822294766566	0.02900269883512	0.0202872667036823	0	0.0443049395733471	0.0390108781501478	0.01620518602217
Control	0.380978963359275	0.0195951187608704	0.0293191482392796	0.0432203160027129	0.0220512121139783	0	0.0483224163918818	0.456512825132002	0
Control	0.807411528337837	0	0.0273478859965287	0.0361600698061893	0.0239270368732503	0	0.0440183502908887	0.0544649883386599	0.00667014035664588
Control	0.685856779122884	0	0.0407490719970526	0.0451318821218365	0.0241798366897702	0	0.0828120599135127	0.104717490564873	0.016552879590071
Control	0.889867794708232	0	0.0141436292861897	0.0234917010167565	0.0194196413853231	0	0.029111366962212	0.0151149576145888	0.00885090902669806
Control	0.774030341093075	0	0.0307744349999393	0.0372655427070025	0.0249433448655962	0	0.0519038336667514	0.0645958663989278	0.0164866362687073
Control	0.562812703445973	0	0.0437062104605791	0.0550286183505581	0.0447122974398541	0	0.0636835542916336	0.217877355167726	0.0121792608436764
Control	0.493463152781166	0.0188452386694453	0.0419128738917927	0.0638840197810874	0.0408480339161758	0	0.0861900502392576	0.254856630721075	0
BRCA2	0.685072519077063	0	0.034764929232051	0.0458066093777619	0.0328910284668426	0	0.0534214589995667	0.134486348816798	0.0135571060299173
Control	0.703546669350929	0	0.0305559652093616	0.053079868145128	0.0409411801983743	0	0.0651275732635923	0.0933468990610084	0.0134018447716064
Control	0.477129400444722	0.00413691418829726	0.0494580009494874	0.0594275179137107	0.0353572496429245	0	0.0789650555731954	0.285935277209687	0.00959058407797491
Control	0.179505796056146	0.0226788644112919	0.0149837466014149	0.019300529518934	0.0106829849995473	0	0.02471172417483	0.728136354237836	0
BRCA2	0.422189657736699	0.00905936403165073	0.0611660789569466	0.0594045325197355	0.0517445794047897	0	0.0875396927514831	0.29937360539073	0.00952248920796562
Control	0.357300689253521	0.0227923336583367	0.0261508682244984	0.0509878900994279	0.0277497273274423	0	0.051744579713844	0.46327391172293	0
Control	0.746067003025519	0	0.032492446776705	0.0417446807861868	0.0252973129535347	0	0.0683432565811022	0.0654314330130117	0.0206238668639407
Control	0.487740761381889	0.00759020353080928	0.0413966685224943	0.0585812938573509	0.0371218973950863	0	0.0805833313092449	0.286985844003125	0
BRCA2	0.572829901143042	0	0.0398843415561717	0.050720382001036	0.0340030407830593	0	0.0598995592468702	0.241161113702506	0.00150166156731464
Control	0.95279072885334	0	0.00738090707957987	0.010678898578955	0.00837000081456193	0	0.012193621261484	0.00354356359493689	0.00504227981714229
BRCA2	0.63945405528422	0	0.0430975438925509	0.0523151950154665	0.0309768434915043	0	0.0600066034133761	0.174149758902883	0
Control	0.694201250235291	0	0.0332135253033779	0.0469042319576573	0.0307723996619276	0	0.058669723267965	0.122493244894284	0.0137456246794974
Control	0.579465757527199	0	0.027400604870037	0.0437757682353508	0.0223371347118046	0	0.0407135124420734	0.286307222213535	0
Control	0.352660790046011	0.0296236986234538	0.017067725488332	0.0195798037377354	0.007396304044681	0	0.038566358729225	0.535105319330562	0
Control	0.61270828238072	0	0.048325378887493	0.0586179821547163	0.0352581501790688	0	0.0699095289855605	0.165584761632666	0.00959591577977578
Control	0.33295614167136	0.0347882365563565	0.0349966436355366	0.0645667830498625	0.0574295803479695	0	0.104520842282159	0.370741772456756	0
Control	0.717740959922264	0	0.0391652133265655	0.0429094788093723	0.0268469661234452	0	0.059837265543028	0.106896313645662	0.00660380262966311
Control	0.571726712603232	0.00177294445612818	0.03855724121597	0.0538764689402284	0.0448507857202709	0	0.0732156665300722	0.216000180534098	0
Control	0.968988702451606	0	0.00490073161271517	0.00651081362166638	0.00427928009135583	0	0.0101333766776532	0.00457298938392644	0.000614106161076724
Control	0.873996851679742	0	0.0178165452879988	0.025283482583522	0.0219695279684426	0	0.0307323898922158	0.0214331082316809	0.00876809435639755
BRCA2	0.619074144734162	0	0.0410901475622769	0.0554465459310175	0.0449283182405953	0	0.0568658604984542	0.173305183408928	0.00928979962456611
Control	0.917530787387058	0	0.0119227585770861	0.0173450210918101	0.0169566810832586	0	0.0219432381323373	0.00696613910552589	0.00733537462292425
Control	0.388976464451251	0.0352563764794071	0.0214280715968325	0.0378202176018251	0.0296176792737325	0	0.059299768996253	0.427601421600699	0
Control	0.247468812849432	0.0289328968293347	0.0124934549143727	0.0195099666953645	0.0135881525558789	0	0.0394737202475648	0.638532995908052	0
Control	0.449619128082422	0.00561437878753338	0.0311560908118246	0.0457205286711671	0.036680110825124	0	0.0613320917686715	0.369877671053257	0
BRCA2	0.906464217555251	0	0.0144664686153131	0.0202085612659992	0.0151110965974539	0	0.0240610917801106	0.00857771733450898	0.0111108468513632
Control	0.862055303806132	0	0.0208983647157514	0.0244476657381415	0.01679672020583	0	0.0361585404278184	0.0316517685560766	0.00799163655025057
Control	0.967375783220325	0	0.00480752028567692	0.00718999797404746	0.00641239302058183	0	0.00836889927079791	0.00292186013771883	0.00292354609085239
Control	0.13663435134724	0.0283734603724016	0.00796467458745029	0.0141979782284208	0.00566978742239827	0	0.0156181007168971	0.791541647325192	0
Control	0.825945748086511	0	0.0233242303139647	0.0304327795501022	0.0229551982806102	0	0.0506413839712214	0.0367338010053979	0.00996685879219272
BRCA2	0.504663716448363	0.00573598046459178	0.0361536395901875	0.0668002188463441	0.0518739955821333	0	0.0701894208162153	0.264583028252165	0
Control	0.62377756444802	0	0.0325136118353147	0.0375836306611929	0.0246944023961358	0	0.0514996571575553	0.229931133501782	0
Control	0.49984950679604	6.83515719799998e-05	0.039440547491084	0.0625925770953782	0.0488530546073004	0	0.0747151618550693	0.263818604966254	0.0106621956168945
Control	0.528804591876115	0	0.0442728040494761	0.0529376689971201	0.0315554787689942	0	0.0675277163912565	0.272928245182214	0.00197349473482415
Control	0.984231544203121	0	0.00273031289350266	0.00333981187793459	0.00193971576543385	0	0.00519620267875821	0.00201040938182625	0.000552003199423721
Control	0.814558828992492	0	0.0251057637473642	0.0339906263412554	0.0236523821564439	0	0.0413078772345611	0.0390011731727016	0.0223833483551817
Control	0.436690354452091	0.00620017308245421	0.0319371825749703	0.0416905894367648	0.0276399012090531	0	0.0569648324542331	0.398876966790434	0
