type	Epi	Fib	B	NK	CD4T	CD8T	Mono	Neutro	Eosino
Ovarian cancer	0.413270423251673	0.0410743124653349	0.0523460480965507	0.069695907782972	0.0521180219106655	0	0.0708341989886184	0.300661087504186	0
Ovarian cancer	0.0709762342489915	0.023467811142078	0.00318637252456114	0.0033807082011954	0.00626579959585799	0	0.0112484503337599	0.881474623953556	0
Ovarian cancer	0.895993523944548	0	0.0172972695686105	0.0243177575897193	0.0202025696264762	0	0.0190359090950862	0.0206309793397406	0.0025219908358195
Ovarian cancer	0.0973731433489811	0.0183463885259018	0.00949926917215541	0.00679529792828819	0.0102086486630574	0	0.0490772152651396	0.808700037096477	0
Ovarian cancer	0.670345245921108	0	0.0550329834731777	0.0760096263290437	0.0638703886110683	0	0.0590244099193812	0.0696602253093799	0.00605712043684079
Ovarian cancer	0.114029064067884	0.0257977087768289	0.0247697156296613	0.0200466637738085	0.0118992524806118	0	0.0210614788244163	0.782396116446789	0
Ovarian cancer	0.908392848185109	0	0.0151201298437015	0.0250983247938723	0.0219400960598545	0	0.0176646811371999	0.0102669402944391	0.00151697968582395
Ovarian cancer	0.642147835645649	0	0.0474811238066277	0.0664439029800605	0.0491681815128984	0	0.0640565939349624	0.130702362119802	0
Ovarian cancer	1	0	0	0	0	0	0	0	0
Ovarian cancer	0.640544534612878	0	0.0499953382185257	0.0712018103020384	0.0460904780856175	0	0.0767013197040407	0.102226384776927	0.0132401342999721
Ovarian cancer	0.574126474376128	0.024245010015417	0.0568385193534688	0.0825676924169847	0.0620932652036022	0	0.0628646863157948	0.130183070151724	0.00708128216688101
Ovarian cancer	0.883295250542829	0	0.0224478731966279	0.0269057540153191	0.0190079793480752	0	0.023917024726832	0.0188171546400361	0.00560896353028105
Ovarian cancer	0.511597782496249	0.0463599616849058	0.0827679904665305	0.0995248620353982	0.104270330939801	0	0.0738784526673999	0.0747263837133313	0.00687423599638467
Ovarian cancer	0.380320644000762	0.0422424485180853	0.0531964827732689	0.0679810060924821	0.0539757507550499	0	0.0686597457816513	0.3336239220787	0
Ovarian cancer	0.141415070249078	0.0309474150156173	0.0299260690196339	0.0223353834007615	0.0181089895648657	0	0.0371766869177566	0.720090385832287	0
Ovarian cancer	0.44058021815013	0.0221399459420303	0.0656226877796991	0.109429702553911	0.097070145660846	0	0.101547057005084	0.1636102429083	0
Ovarian cancer	1	0	0	0	0	0	0	0	0
Ovarian cancer	0.440946206532983	0.0350603248541522	0.0506668551093243	0.0735461870850113	0.0513415626384659	0	0.0695891811550285	0.278849682625035	0
Ovarian cancer	0.725729161749097	0	0.0445196532991654	0.0660011422431794	0.0508795640852225	0	0.0567255736274873	0.0505098262488616	0.00563507874698654
Ovarian cancer	0.0846394532882209	0.0155784931608439	0.0166832743259483	0.0203700687186533	0.014607905041351	0	0.0291248959191181	0.818995909545865	0
Ovarian cancer	0.0653303031689061	0.0245753946198978	0.014973579136855	0.0161083121786229	0.0179231745349941	0	0	0.861089236360724	0
Ovarian cancer	0.899372195904003	0	0.0156809761899147	0.0250786582667846	0.0190920153414691	0	0.0209519976899012	0.0191275238799831	0.000696632727944572
Ovarian cancer	0.676430698244581	0.00808552722487132	0.0436110683135516	0.0615769549908652	0.0448200049315177	0	0.05628853801461	0.109187208280003	0
Ovarian cancer	0.902360615995052	0	0.0159595365943481	0.0245354834707599	0.0172246956772758	0	0.0200355898728317	0.016691785392731	0.00319229299700113
