type	Epi	Fib	B	NK	CD4T	CD8T	Mono	Neutro	Eosino
Control	0.111834926933094	0.0515907063313793	0.0268828019447907	0.0389728828394626	0.0282012268064727	0	0.0366934024231885	0.705824052721613	0
Control	0.611742694036685	0.00660813529753048	0.0552791885692105	0.0738779258335093	0.0459502656793481	0	0.0634165608951703	0.143125229688546	0
Control	1	0	0	0	0	0	0	0	0
Control	0.245680320521096	0.0558523334960298	0.0407464809085373	0.0561971310733397	0.0360187731085062	0	0.0726116798778665	0.492893281014624	0
Control	0.465439919068177	0.315622411878248	0.0395826122630037	0.0649459284879676	0.0489650231586452	0	0.0359261825619738	0.0249768718163977	0.00454105076558658
Control	0.678235067157902	0	0.0494859918187784	0.0929302671457212	0.0737484489876945	0	0.0502579308064318	0.0508764899357198	0.00446580414775227
Control	0.949501495193303	0	0.00918814561845783	0.014384262634873	0.0119319838054527	0	0.00901259237922093	0.00241118104594183	0.00357033932275069
Control	0.877853784127161	0	0.020146238028376	0.0328730149776424	0.0296318234120503	0	0.0206085548728542	0.0153147492209468	0.00357183536096929
Control	0.274818071979666	0.0558393405082391	0.0359924847685004	0.0514093420672165	0.031966649084587	0	0.0497466931091813	0.50022741848261	0
Control	0.423909677921312	0.0325931585089941	0.0579995926167987	0.0761900162568739	0.0556897711832373	0	0.05277439752835	0.300843385984434	0
Control	0.826594781091402	0.0196759658193266	0.0335786738337262	0.0427180503693566	0.0359729822387558	0	0.0233347728491793	0.0175147865334503	0.00060998726480331
Control	0.231714704610328	0.0343526235211668	0.0547557096149941	0.0931922260545217	0.0707330045228618	0	0.0942453516510863	0.421006380025042	0
Control	0.617403770879051	0	0.0538376350636016	0.0743187260689192	0.0563515344672956	0	0.0828368558015439	0.114362851440355	0.000888626279233534
Control	0.533457414447274	0	0.0550345640466888	0.0718614963181895	0.0546612827372742	0	0.0592117106019779	0.225773531848596	0
Control	0.33038707414475	0.0552499615524982	0.039613921131506	0.0567869741485052	0.0444590052986397	0	0.0571045064151666	0.416398557308934	0
Control	0.792962410579012	0	0.032205341837378	0.0501879924627216	0.0368934566271262	0	0.0431982272963779	0.0401229394794314	0.00442963171795317
Control	0.353233645821003	0.0348109095195326	0.0437609152885583	0.0552314303156858	0.0386356615615244	0	0.047033302251952	0.427294135241744	0
Control	0.867146847796403	0	0.0250285837066163	0.0343805681661585	0.0248550549829656	0	0.0264567212747987	0.0192299221053529	0.00290230196770457
Control	0.457049346518689	0.0338702467529954	0.0501610845944641	0.0613054351467778	0.0469586625714547	0	0.0609105262503865	0.289744698165232	0
Control	0.658880201971492	0	0.048093907779193	0.0727731025126717	0.0554461824131045	0	0.0686419821642008	0.0961646231593384	0
Control	0.47887025794577	0.0194767758994351	0.0499255718212866	0.0655507752208812	0.0434608576316452	0	0.0635987750908348	0.279116986390147	0
Control	0.152359631342664	0.0418490815658255	0.0338096212220314	0.0440730582930741	0.0185445542950433	0	0.0543515838789868	0.655012469402375	0
Control	0.657923064112032	0	0.0492729508235718	0.0638014332674945	0.0432676222543892	0	0.0588252326802921	0.12690969686222	0
Control	0.0424048644255877	0.0178590761721298	0	0	0	0	0.009959128808204	0.929776930594079	0
Control	0.194743983703821	0.0364642593290311	0.0209137772750224	0.0360674549113589	0.0224523550632515	0	0.0344816202167162	0.654876549500799	0
Control	0.521572482465449	0.0080781163085245	0.0521179318005824	0.0670074736826718	0.050828986386101	0	0.0591695985629841	0.241225410793687	0
Control	0.0391356341785458	0.00813093199701418	0	0	0.00759166358257774	0	0.00450990644233644	0.940631863799526	0
Control	0.232741510678747	0.0675141802933362	0.0511871009834166	0.0645553000303853	0.0429001341721022	0	0.0915015268717597	0.449600246970253	0
Breast cancer	0.491725410451838	0.00416121421809046	0.0495889053976071	0.06398635761413	0.0463814259050311	0	0.046617486535298	0.297539199878005	0
Control	0.226194890569621	0.0612077153702096	0.0940682494702171	0.0969430774688029	0.0759373147369717	0	0.0870424759220918	0.358606276462086	0
Control	0.140277160916744	0.0348689755182124	0.0119685884048365	0.0192299052739833	0.00951575041653387	0	0.0342850675983626	0.749854551871327	0
Breast cancer	0.696614491444675	0	0.0459550962777685	0.0626866637496149	0.0428681326534201	0	0.0559699441800779	0.0927416255425927	0.00316404615185085
Control	0.352165911648496	0	0.032681806686431	0.0571766776298094	0.0483616142612146	0	0.0756882943719194	0.43392569540213	0
Control	0.3348582821877	0.0572819606411906	0.0647634068691529	0.081715384346105	0.0691356466737405	0	0.0872754138674947	0.304969905414616	0
Breast cancer	0.988696847222367	0	0.00205019700866677	0.00268832697432673	0.00225458506144708	0	0.00198626572193734	0.00213523370043475	0.000188544310820548
Breast cancer	0.0911838815855405	0.02582320556071	0	0.00463972291256715	0.010331875575526	0	0.0199031914895248	0.848118122876132	0
Control	0.44224825346209	0.0188822244027519	0.0438980666327189	0.0522249992654753	0.0335924659548274	0	0.0423960577372924	0.366757932544844	0
Breast cancer	0.343126765450837	0.039788087948265	0.0482109615937453	0.0651276315681679	0.0435230728893393	0	0.0430395646922721	0.417183915857374	0
Breast cancer	0.859678837292194	0	0.0234046052655577	0.0314878479507555	0.0238323711160026	0	0.0265593719561218	0.0322081085685185	0.00282885785085019
Control	0.432518327724651	0.0227388194135609	0.0590265724394153	0.087366949266826	0.0692807346935056	0	0.0790785585847116	0.241684509768821	0.00830552810850923
Breast cancer	0.557713111382347	0.0273829371395924	0.0498625694147785	0.072364283150425	0.0558421452492456	0	0.0513232799602975	0.185511673703314	0
Control	0.12705031953919	0.0384572163210962	0.0239198964856849	0.0305906461957345	0.0181723043491962	0	0.0315014530521284	0.73030816405697	0
Breast cancer	0.476662405014513	0	0.0645627580295862	0.0819368202097056	0.0424315858093123	0	0.078402452367327	0.256003978569556	0
Control	0.3639944221087	0.0375703488477675	0.0648245192017897	0.0858156266831821	0.0617304404487813	0	0.0944407150453085	0.291623927664471	0
Breast cancer	0.57022249290977	0.00422748231597764	0.0719486308454924	0.102312020965197	0.0734000486336712	0	0.0982444982602849	0.0603769888179483	0.0192678372516588
Control	1	0	0	0	0	0	0	0	0
Control	0.855985019637774	0.0124184521001977	0.0256074053731514	0.0336313895500603	0.0265831731994183	0	0.0247860063850399	0.0187120789687695	0.0022764747855893
Breast cancer	0.262960198385083	0.0468152417919202	0.0377834844473009	0.039848695930675	0.0257488858819167	0	0.038701820020209	0.548141673542895	0
Control	0.531562049854639	0	0.052168203926363	0.077739860475296	0.0466410441108854	0	0.0779061659202429	0.213982675712574	0
Breast cancer	0.465912899028228	0.0697378079219276	0.0643049907479774	0.0781889962530251	0.0553043908830338	0	0.0794657392993089	0.187085175866499	0
Control	0.995958739386314	0	0.000729651978817464	0.00112857283321378	0.000815259745190952	0	0.000690282326919792	0.000515378723515524	0.000162115006028201
Breast cancer	0.101540088542356	0.0283029573593754	0.00667047346389141	0.00802017138112852	0.00331263614547453	0	0.013321437650557	0.838832235457217	0
Control	0.475707262249513	0.0110137111369643	0.0528436354847025	0.0703674066341882	0.048149379705648	0	0.0644965933884881	0.277422011400496	0
Control	0.861927064035308	0	0.0303936559650641	0.0369147136181466	0.0340157719720175	0	0.0202432454028603	0.0165055490066038	0
Control	1	0	0	0	0	0	0	0	0
Control	1	0	0	0	0	0	0	0	0
Control	0.613046892154324	0	0.0510569382394233	0.0697929347565639	0.0511544273757917	0	0.0594944766301104	0.155454330843786	0
Control	0.535081116031733	0.0210924526190778	0.0569198531966447	0.0741007226991282	0.0588880792854837	0	0.072285656615257	0.181632119552676	0
Control	0.267756252569086	0.020799924610811	0.0453857209802504	0.059719787194711	0.0385412307891651	0	0.104486908443776	0.4633101754122	0
Control	0.10498255259646	0.0307895733559751	0.0142091954990615	0.0190520262765468	0.0190707495966726	0	0.0209859030788561	0.790909999596428	0
Control	0.0451609562182606	0.0159563651788174	0	0	0.00677987879190259	0	0.0106598355009529	0.921442964310066	0
Breast cancer	0.108298536380768	0.0287094347412976	0.00501156465261789	0.00525379506919607	0.00889829094501369	0	0.0516670567709337	0.792161321440173	0
Control	0.727202981027615	0	0.044793129097335	0.0685172284535067	0.0602512152284451	0	0.0733980432390257	0.0170582702304292	0.00877913272364382
Breast cancer	0.227206883882791	0.0446520368510312	0.0265292862898275	0.0413952327915042	0.0262931748831306	0	0.070740298937746	0.563183086363969	0
Control	0.223110744497915	0.0470563803782476	0.0280415327417613	0.044978887235984	0.0326496942970387	0	0.0695582434005848	0.554604517448468	0
Control	0.71139153734685	0	0.0422746513113347	0.056802302994881	0.0404827362107085	0	0.0583501604279859	0.0906986117082393	0
Breast cancer	0.19131687845537	0.0570437332946454	0.0359823039446223	0.0412679401739301	0.0291800075760591	0	0.0714103801039935	0.57379875645138	0
Breast cancer	0.590472613206008	0.0178535931950397	0.0577788487542343	0.0848674300120508	0.0763062065380636	0	0.0908046581939023	0.0819166501007018	0
Breast cancer	0.685253943766795	0	0.0485600103784896	0.0757445549922734	0.0509518990227568	0	0.0685168408050239	0.0611775361414004	0.00979521489326072
Breast cancer	0.58129028462589	0.0620485650873749	0.0521188209595615	0.0621036524648409	0.0501985754714355	0	0.0699867892525549	0.122253312138342	0
Control	0.167789951658854	0.0437214638515515	0.0271196321805318	0.0372742221681634	0.0395897883212209	0	0.130306289676416	0.554198652143262	0
Breast cancer	0.0798003425353075	0.021571146527584	0.00383281084854471	0.00666536381423048	0.0169820625400877	0	0.0577972391248527	0.813351034609393	0
Breast cancer	0.15619204562516	0.0322722053156539	0.0753815875228725	0.106152577356223	0.0793592860571931	0	0.166300691068114	0.384341607054783	0
Control	0.832197814822182	0	0.0296276498077639	0.0366697135871871	0.0267416276593055	0	0.0393283955914878	0.034000384542168	0.00143441398990579
Control	0.469367485087475	0	0.0592194394096721	0.072240706819342	0.046234501343204	0	0.0830507816892402	0.269887085651067	0
Control	0.433435048340723	0.0498735349877641	0.0635437749674297	0.0922100050124519	0.0774138552935169	0	0.107910904990216	0.175612876407899	0
Breast cancer	0.608275527726264	0	0.0487697776187238	0.0660153931052551	0.0514010054361014	0	0.0608393459786976	0.164698950134958	0
Control	0.608706574883513	0	0.0583797516870546	0.0705108706888234	0.048337971708634	0	0.0625465609201858	0.136435495611112	0.0150827745006766
Control	0.216971941128095	0.0804160539662619	0.0485899455224406	0.0577777902412879	0.0391096423430198	0	0.0835167811298629	0.473617845669032	0
Control	0.271536400435904	0.0514068122285199	0.0477895201714591	0.056619097879725	0.0361139426959104	0	0.0637741334028448	0.472760093185637	0
Breast cancer	0.517156856969735	0.00645186952170589	0.0574298293731957	0.075244219889643	0.0502451902115466	0	0.0771443117382894	0.216327722295884	0
Breast cancer	0.253770144407071	0	0.0418404952204747	0.0472556828352082	0.0305614831876054	0	0.0682364643393246	0.558335730010316	0
Control	0.25699241594018	0.048785928675474	0.0445453856180918	0.0540228379392307	0.0396854945002102	0	0.0470028115846919	0.508965125742122	0
Breast cancer	0.794282529231805	0	0.033390982266213	0.0434942382976701	0.0305776452018518	0	0.0411494118555154	0.0524501693542859	0.00465502379265869
Control	0.262380454598184	0.0528906733442211	0.0406822021195179	0.0427550768395948	0.0251556672581593	0	0.0681604445870658	0.507975481253257	0
Breast cancer	0.190975015198588	0.0366106515333037	0.0234038628413186	0.02533455836572	0.0101989216157247	0	0.0396270807504814	0.673849909694863	0
Control	0.711765476251636	0	0.0439872325472311	0.0656487847051732	0.0474074729773407	0	0.0617217812869687	0.0675393343954626	0.00192991783618756
Control	0.125396032774973	0.0235480920954052	0.0127068290659095	0.0147272745657018	0.00841355913786145	0	0.0168640977378066	0.798344114622343	0
Control	0.724646198909776	0	0.044176751488863	0.0536179860182081	0.0370518556428954	0	0.0569794998921092	0.0819847875357216	0.00154292051242718
Breast cancer	0.928532747647118	0	0.0134521339502129	0.0195128529067389	0.0126952572848407	0	0.0157072944003856	0.00782331666382468	0.00227639714687906
Control	0.666793552141945	0	0.045324581380898	0.0619680809074566	0.0488611700043202	0	0.0589556096666188	0.118097005898761	0
Control	1	0	0	0	0	0	0	0	0
Control	0.962000119034063	0	0.00645970922510512	0.0109914764793512	0.00688196549010862	0	0.00885992080604824	0.00441450936981056	0.000392299595513626
Control	0.807166108307722	0	0.0340481568476453	0.0444909051055239	0.0345335409517065	0	0.0361903495934667	0.043570939193936	0
Control	0.913825320658946	0	0.0111962965064899	0.0233129891391791	0.016658947290232	0	0.0196307070015337	0.0143871486886308	0.00098859071498875
Control	0.475670772641952	0.0104119196092942	0.05531393966826	0.0720155432742833	0.0480961571761946	0	0.0670929882960791	0.271398679333937	0
Control	0.154237364973456	0.0191081242965947	0.0201369969585662	0.0248805502442445	0.0189074157398167	0	0.0370195551241466	0.725709992663175	0
Control	0.167672630454786	0.0335230720446907	0.0230492557369172	0.0270672473227884	0.00712936639028984	0	0.0514641950227786	0.690094233027749	0
Control	0.133504101525433	0.0376688578831231	0.0227654923690994	0.0204734542973419	0.00903406539464979	0	0.0153292964646672	0.761224732065685	0
Control	0.9972824635413	0	0.000501799279723508	0.000735756836480102	0.000594287312404869	0	0.000618647951461712	0.000167508005975386	9.9537072654789e-05
Control	0.109950230122109	0.00987556608634929	0.0379479497014196	0.051870868462391	0.0436465576859166	0	0.24566579586007	0.501043032081745	0
Control	0.362258989700694	0.0338397744715128	0.0672228402926757	0.0846400529186655	0.0678408771015755	0	0.0957765489498243	0.288420916565052	0
Control	1	0	0	0	0	0	0	0	0
Control	0.176515078184907	0.0794288807238423	0.0453488065392496	0.0540856095613174	0.0384998006506596	0	0.0614891833059224	0.544632641034101	0
Control	0.238540172983204	0.0489384950299456	0.0532443984509438	0.0629576762328784	0.0436573657051348	0	0.0841311795107426	0.468530712087151	0
Control	0.939494817729553	0	0.010705692030913	0.0161419622483514	0.0109170625419621	0	0.0133048152622419	0.00795613201901795	0.00147951816796017
Breast cancer	1	0	0	0	0	0	0	0	0
Breast cancer	0.127051178851622	0.0310000268447286	0.0157452638199669	0.0224580110888874	0.0177122705852696	0	0.0294805128782234	0.756552735931302	0
Control	0.514542896383413	0.00908609221277045	0.056616832648078	0.0744932787448419	0.054487507328742	0	0.0769190561038098	0.213854336578345	0
Control	0.435461753876224	0.0497486561993673	0.0433191888525481	0.0728550442021774	0.0649515076793152	0	0.0938556817938893	0.239808167396479	0
Breast cancer	0.257719607068382	0.052977654948046	0.0249148946121335	0.0351369358502003	0.0244835458213886	0	0.057926573790792	0.546840787909057	0
Breast cancer	0.449363782809606	0.0309015161019815	0.0573885773194556	0.0698468043356017	0.0455282916115165	0	0.0638823664817063	0.283088661340132	0
Control	0.577680298819665	0	0.0570426737489141	0.0751972874299223	0.0544225322823351	0	0.0689384732192219	0.166718734499942	0
Control	0.554527929590431	0.0167916626796247	0.0516192818171723	0.0676419663275	0.0443514310523065	0	0.0718145060009458	0.19325322253202	0
Control	0.523847041013221	0.0482799385855299	0.0640194952034771	0.0762170433589092	0.0527973222791405	0	0.0661586463074604	0.168680513252262	0
Breast cancer	0.91776967294951	0	0.0160973135744345	0.0216191053479098	0.0134930087952642	0	0.0184453073458648	0.00684056160935919	0.00573503037765767
