WID-BC-index (epithelial omitted)	WID-BC-index (immune omitted)	WID-BC-index (shared omitted)	type
-2.56271224966062	-0.869850756212488	-1.14845488182998	Control
-3.84872540713836	-1.22532407239175	-1.41719295747451	Control
-3.57470269497717	-2.48576559324365	-2.65243426722121	Control
-3.48752933011599	-1.69449164727813	-1.37656986566135	Control
-2.7867006807202	-3.24295119330174	-3.11597236398949	Control
-2.91507247251612	-1.74021263714592	-1.43401343093388	Control
-3.29442695518635	-1.8731310758387	-1.79949384339992	Control
-3.37502285626199	-1.6815799485168	-1.5307652155849	Control
-2.94870308264232	-1.56645406240816	-1.51767308790824	Control
-3.30114967884935	-1.31441205821912	-1.2405202072492	Control
-3.07456785658834	-1.98304133983562	-2.16436813594464	Control
-3.37452057696828	-1.07263608978874	-1.29891325742279	Control
-2.68929816867981	-1.894393064501	-1.89351243528628	Control
-3.0960894654226	-1.47042033122896	-1.54664674608578	Control
-3.53952871456421	-1.27990216381186	-1.51381908371769	Control
-2.85992050555855	-2.20760125420635	-2.31789071656139	Control
-2.62758524477741	-2.04446796278263	-2.20915406086306	Control
-4.0459446109382	-1.46853687547266	-1.7544285301293	Control
-2.91199180879341	-1.68485186412047	-1.85444761073652	Control
-2.25962907100026	-1.12122523580807	-1.78730540046187	Control
-3.98346695902448	-1.78551195714128	-1.61206020300702	Control
-2.80797378258827	-0.911488746273544	-1.13195523773411	Control
-2.68078596188251	-1.04502937639319	-1.36092563718296	Control
-3.07970478351916	-0.891455638814094	-1.32538526480755	Control
-2.73793764198967	-1.31863129408689	-1.47662119381626	Control
-4.10730767584776	-1.47334046820491	-1.77005333742463	Control
-2.48929100758663	-1.16354192272696	-1.54779792368779	Control
-3.97279036176323	-1.47200681464612	-1.80799715735768	Control
-3.05792584241753	-1.53057402947344	-1.29552893711172	Control
-2.68361384256188	-1.06397143624795	-1.17869878828321	Control
-3.41066644222689	-0.994117222695219	-1.21353444653569	Control
-3.76625173634346	-1.26077740441544	-1.46013798388396	Control
-2.81562757652557	-1.10981755086395	-1.04676596397534	Control
-2.4336995244929	-1.1176011264676	-1.40641717503151	Control
-3.67307880055529	-1.62541967172774	-1.48880438593247	Control
-2.93644226854529	-2.00176357095552	-2.17449743102801	Control
-3.12453500363958	-2.51195544733945	-2.52526704337678	Control
-2.92099525642611	-1.57754274313149	-1.76916330801761	Control
-2.82829751871299	-0.746708622094743	-1.21444901518948	Control
-3.33010945893499	-1.5264068086794	-1.54140951829941	Control
-3.00105958533475	-1.8048966217985	-1.65004456652907	Control
-3.50526935668808	-1.17425585881868	-1.39881852176981	Control
-4.12850232621868	-1.82941600048743	-1.54575893241026	Control
-3.86864938660178	-2.40596544400901	-2.06912647124056	Control
-3.60745469111	-1.8381210592204	-1.65956716314998	Control
-3.25543308412006	-1.28634672312367	-1.29691188082771	Control
-3.05932110495963	-0.860452351342192	-1.19391322062636	Control
-2.84529392498274	-2.61159834990027	-2.34426938599912	Control
-3.27953655398492	-1.96160948553625	-1.78375309010073	Control
-2.27429595829274	-0.191534920070906	-0.383689832368118	Control
-3.32090441906839	-2.46428794452718	-2.33148767045964	Control
-2.26378160268825	-1.01589610561289	-1.28178997840624	Control
-3.37754715045917	-1.02000140826645	-1.27075297649724	Control
-3.24704754915124	-2.28775709371473	-2.09880490028818	Control
-3.17247119419582	-2.03852057266419	-1.99516831196432	Control
-3.69257957993136	-1.4346095290458	-1.40461836744702	Control
-3.38979302966947	-1.14204276146312	-1.26757646517674	Control
-3.50594477095616	-1.36315840190312	-1.58167939674837	Control
-3.14376672556762	-1.16715606820666	-1.54152370347692	Control
-2.39051159664241	-1.10666983694788	-1.33508800240279	Control
-3.71308793717583	-1.58801776243678	-1.56633695641328	Control
-2.89336063124814	-1.74748327518168	-1.91977234631411	Control
-3.74072145446208	-2.16726239514359	-1.93180033582494	Control
-3.68317613834644	-1.36836734623964	-1.40997771482631	Control
-4.0841969649637	-1.11006198442064	-1.87020059572094	Control
-3.41923306941719	-0.964464884119621	-1.23668541737366	Control
-3.93698231747378	-2.15082603252328	-1.95193176732451	Control
-2.89076892168128	-0.903091973475499	-1.00730541075046	Control
-3.46903281040206	-1.15097244473292	-1.23928647325506	Control
-3.70032355906961	-1.16435645066576	-1.26008055988441	Control
-3.93694586049452	-1.17637176970551	-1.42424618096227	Control
-3.18024678549946	-2.60460153491602	-2.48065204625929	Control
-2.42996920930446	-2.21827206692402	-2.1811698247595	Control
-3.602496641215	-1.21556543973223	-1.47990347603622	Control
-3.11509850112384	-1.5019483811878	-1.4231130479145	Control
-3.65956478248716	-1.63159835545952	-1.60731069751796	Control
-3.70988991948214	-1.29427658985709	-1.18577052385568	Control
-3.00223296190395	-1.8733775890124	-1.5272583416077	Control
-4.08691018705605	-1.54523357012706	-1.52979079456703	Control
-3.79961617482164	-1.35226205501209	-1.50167502543845	Control
-2.85320285674594	-1.76322928689747	-1.7881702067201	Control
-3.74445128498755	-1.39189749184743	-1.67839729484449	Control
-3.2652637476972	-1.60497620723855	-1.7702320159991	Control
-4.09622317393525	-1.65508558869555	-1.40088827771648	Control
-2.75435776412655	-1.71600592365461	-1.76884005037032	Control
-3.3880158228195	-1.76055098739053	-1.6704771563304	Control
-3.50285526223934	-1.47766229542396	-1.58939400265779	Control
-3.26860706743374	-1.04462297105166	-1.3549985123132	Control
-4.11232797860931	-1.45129318626382	-1.40580239642302	Control
-2.96863224832344	-1.45085040551409	-1.47281809796826	Control
-3.38524451595728	-1.72836741669887	-1.6923980428824	Control
-3.40068693529289	-1.57833209027284	-1.62155708170786	Control
-3.5200595686166	-1.10836992661261	-1.19978811308757	Control
-3.56963968465363	-0.893150341878915	-1.0215741603308	Control
-3.15643171852621	-1.60247917768097	-1.44320993017487	Control
-3.55884366468513	-1.21302170278728	-1.46737082737594	Control
-3.24283309673667	-1.40143452777242	-1.44195604579712	Control
-4.04649239068658	-1.49172461377907	-1.64113630714889	Control
-3.78203539095348	-1.10230834613465	-1.38649643565342	Control
-3.46743926686392	-1.48494637361255	-1.71896910381899	Control
-2.70252785377903	-0.957298478725405	-1.22228048061238	Control
-4.27598739516746	-1.6326659219419	-1.77122755867797	Control
-2.47411382238128	-1.97832351255552	-2.0308977486665	Control
-3.94786462873426	-1.93022746757795	-1.78270323760273	Control
-2.80767099662162	-2.44027992558144	-2.43199070008637	Control
-4.0091471778719	-1.56044039025145	-1.75615336274763	Control
-3.67206947368128	-1.9874444158905	-1.90123276078198	Control
-4.49273385345042	-1.4623146206514	-1.65599864114016	Control
-4.20939331354379	-1.48622163334227	-1.60400314636394	Control
-3.47760591140276	-2.10535279487027	-2.11784689545432	Control
-4.06412922682054	-2.14397843983146	-1.59837098603684	Control
-2.53186260021688	-2.06533130828131	-2.33898284551544	Control
-3.34906436357788	-1.88715542958974	-1.75165495580335	Control
-3.99072801202572	-1.28217354674378	-1.53326903190559	Control
-3.27810364556608	-1.85364908362454	-1.98414382876506	Control
-3.00883420649332	-2.15828524307908	-2.05119089325837	Control
-3.25259493720477	-1.95890404905113	-1.78547940215928	Control
-3.15818445758789	-0.976070606833127	-1.26644427308814	Control
-3.0163228115821	-1.75856015928624	-1.86663702260959	Control
-3.05431088097378	-1.28096720299156	-1.55805934013248	Control
-2.52083351148643	-1.5033723547318	-1.57273933607323	Control
-3.64556893171404	-1.95904326867088	-2.02282758189076	Control
-2.79726139901931	-2.05046417252491	-2.05395140994255	Control
-3.47320878731	-1.21323204350902	-1.39048504353089	Control
-3.26429687494323	-2.52928023729363	-2.32884158242301	Control
-4.46991526257018	-1.79646134697341	-2.03963272837904	Control
-4.27243692499469	-1.54023960880645	-1.88033928889501	Control
-2.74243028349843	-2.24150599197073	-2.34580399780825	Control
-3.28903010830278	-1.42794477208541	-1.61983961046789	Control
-3.24337882654346	-2.35692584095813	-2.22335929047784	Control
-3.20839076101277	-2.21547110777207	-2.25761677849792	Control
-4.57111080079544	-1.53377606167498	-2.08469631420041	Control
-4.11242845039068	-1.60935263454167	-1.70507582180789	Control
-3.948442853431	-1.8213916982618	-1.91351451091666	Control
-3.52505568887735	-1.60230470438178	-1.67415831034131	Control
-3.86055037576523	-2.13169396184242	-2.15239936761494	Control
-4.36852047741259	-2.06159348435225	-1.99603034600613	Control
-2.98179709946291	-0.982296637029996	-1.54914094535556	Control
-4.01006803937443	-1.60229004126845	-1.55106354924635	Control
-2.91217565909569	-2.5477026518686	-2.30726342786028	Control
-3.39556792455865	-1.11826187446528	-1.32001393420443	Control
-3.2305806489825	-1.75812266238746	-1.98808172912244	Control
-4.27136669467542	-2.35757060588763	-2.1205772446964	Control
-3.22061012272444	-1.72595634467183	-1.62634369537308	Control
-3.49865402133375	-1.82468668024733	-1.48487606657434	Control
-2.76769453770056	-1.95268055329399	-2.0349892763191	Control
-2.23289254520367	-1.2424300291568	-1.52445516188727	Control
-4.23291841499671	-1.76384970611599	-1.66910047306183	Control
-4.34063141629703	-1.86222113854406	-1.97546775818449	Control
-3.53624292532143	-1.55959067899243	-1.62428745666988	Control
-3.04287220144686	-1.40032531691852	-1.61776536841703	Control
-3.68660881209961	-1.32786462436106	-1.54144974387426	Control
-2.83380248879292	-1.19042185756388	-0.947079670910897	Control
-2.05760770263973	-0.710004366036595	-1.21475514121402	Control
-3.16799832422743	-1.61612152919217	-1.67124880669247	Control
-2.69438053441077	-1.6541759992807	-1.70923134671017	Control
-2.61572633403476	-2.37162260278186	-2.42638989946233	Control
-3.21278101745481	-2.65304783862797	-2.54930094799259	Control
-4.10590001781474	-1.68655556740452	-1.74702718012197	Control
-2.43270237241579	-1.41762785721983	-1.74334972780642	Control
-3.35024189991508	-1.78285186036565	-1.79360083994768	Control
-4.14698504793471	-1.66819429947248	-1.50841834490566	Control
-3.31612373986079	-1.72846317074428	-1.7947885390811	Control
-2.5230865777877	-1.41634734548024	-1.55374961825907	Control
-3.79030815554986	-1.34437486834873	-1.54455078444017	Control
-3.7513886280026	-1.55232918447201	-1.30467165852939	Control
-3.07579896719473	-1.06836671300635	-1.47909961633492	Control
-3.01100443091308	-2.03647237797318	-2.09491941255525	Control
-3.92842010245313	-1.51763542017667	-1.62393686694929	Control
-2.43159348375996	-1.46202747115819	-1.77918125425333	Control
-4.04852825325506	-1.90824870728363	-1.80881264683256	Control
-4.19829262133798	-1.44710675397694	-1.7984584893229	Control
-3.26032834796297	-1.85911261888092	-1.69976525194332	Control
-2.93719147911884	-1.93381195050943	-2.03069694026537	Control
-2.61793382438772	-0.733133476684917	-0.813053092666719	Control
-3.8469003012085	-1.97769494340757	-1.73703972514333	Control
-3.04393530158915	-0.861536406975905	-1.18029088381415	Control
-3.90400065062957	-1.53953727578765	-1.61397264197859	Control
-3.91072330082628	-1.27125171673982	-1.73480237783338	Control
-2.9413029945305	-1.54430175133154	-1.38651765173619	Control
-3.29684809565413	-1.31942002734156	-1.55481201325639	Control
-3.19496464043366	-1.95229986273328	-1.84905115093273	Control
-3.73265670972971	-1.25646464764767	-1.39540519589418	Control
-2.50786437721603	-1.105100088915	-1.45130255607872	Control
-2.99316229322727	-1.26098970382968	-1.39627214725982	Control
-2.29497566892819	-2.04217549837988	-2.30863996915819	Control
-3.88847529866236	-1.63010635200339	-1.9818553428283	Control
-3.43236727123012	-1.54169117811686	-1.42642585352566	Control
-2.35695352763784	-1.62236874428606	-1.99396320656223	Control
-3.32817104278462	-1.2531837406216	-1.48783058095938	Control
-2.71345278711472	-1.67038658338711	-1.97878227490751	Control
-4.39576576723852	-1.6440344022565	-1.52421284040737	Control
-3.70637344162121	-1.5112464037531	-1.76538161796925	Control
-2.97853369006078	-2.45488253375089	-2.35573612571261	Control
-3.30803458719076	-1.16417591891344	-1.43661478351298	Control
-3.88711620276668	-1.9060137807108	-1.52831002435193	Control
-2.48515387329282	-2.73479255300738	-2.89296085273575	Control
-3.2760998471776	-1.36798269191386	-1.4235111796491	Control
-3.35899311875444	-1.3849403838312	-1.52696224971705	Control
-3.735965010884	-1.57469362790766	-1.1849675786598	Control
-2.96204990831242	-1.44754518029037	-1.51013439085072	Control
-3.60454115947435	-1.56315270988051	-1.48770509730558	Control
-3.27742740861061	-1.43683501931518	-1.41249030973359	Control
-3.25480773547707	-1.05036743827142	-1.25412284792821	Control
-3.73386508769457	-1.95135168763748	-1.56452746997104	Control
-4.01705993583565	-1.562716471515	-1.37775414629765	Control
-4.00762034826073	-1.67898755740377	-1.6780073834181	Control
-2.92330754414691	-2.15192908187969	-2.16378771514237	Control
-3.3873711280369	-1.01827027484687	-1.00083446859148	Control
-3.96244542486767	-2.21270257223296	-1.72079310528793	Control
-2.90334374432932	-0.781423308457645	-1.0689479541863	Control
-3.55760371939209	-1.84098734937001	-1.53143238388576	Control
-3.82178420508863	-1.17599760461523	-1.59455514826853	Control
-4.10801700831431	-1.48761926601153	-1.53837215594895	Control
-4.15864444568227	-2.67211153324547	-2.10613690379514	Control
-3.74784336723607	-1.68790044762096	-1.54493114427073	Control
-3.21108687843732	-1.47884125533544	-1.66628385982701	Control
-2.65940755673112	-1.3542089787485	-1.67007937287058	Control
-3.95512480856925	-1.52330285569822	-1.77211526518713	Control
-3.71396627335449	-1.85417517714398	-1.55897542613817	Control
-3.15873395035086	-2.3859961767472	-2.44313146855695	Control
-3.63435925988012	-1.83085276253958	-1.64252806832136	Control
-2.93606423292211	-0.906044649176169	-1.14354255150464	Control
-2.9565759482228	-1.54673001294365	-1.77979626967889	Control
-3.30521509567625	-1.34890818894107	-1.49096239106542	Control
-2.54350029347693	-1.63060669714931	-1.84860137244522	Control
-3.82645245743795	-1.54086266475959	-1.71086810072118	Control
-2.96236876426945	-1.83589481433996	-1.83674544650009	Control
-3.34221917913684	-1.30500409958469	-1.35097519950977	Control
-2.47689755099411	-1.63068152082262	-1.70543393109841	Control
-3.60190762708847	-1.86837006836714	-1.62544925968793	Control
-3.29192764748797	-0.850369853701913	-1.34579696567663	Control
-3.21413567436557	-1.9099310171005	-1.84062129742817	Control
-3.0430938769342	-1.22105379584369	-1.6461664505502	Control
-4.00163807029805	-1.52041455563246	-1.72320864991633	Control
-3.07190247512383	-1.87686900672768	-2.0165495470774	Control
-4.31285333130314	-1.67859661171648	-1.90085847020067	Control
-3.832541004667	-1.95695124390598	-1.7392151321439	Control
-2.94400583687278	-1.87417027704772	-2.06160879372427	Control
-3.12372177091486	-1.76846914769403	-1.73085132829932	Control
-2.61338279841957	-1.00139739591273	-0.967875482901961	Control
-3.42967560222227	-1.22846523580519	-1.31697998836595	Control
-3.66081468620627	-2.32199354218701	-2.08729684031965	Control
-2.58238141163493	-0.76012325419532	-0.969575825359039	Control
-3.32789327833091	-2.15690201156234	-1.64093571716122	Control
-3.50818966831731	-1.74027651832761	-1.83067139544518	Control
-3.67438425098457	-1.69138559506585	-1.9127339467208	Control
-2.39521669995759	-1.24610262891002	-1.5085142601675	Control
-3.5130325614091	-1.27010463928087	-1.28500289190758	Control
