WID-BC-index	days	type
-0.366740759524238	52.18	Breast
0.455662727340545	49.18	Breast
-1.02737157448783	10.04	Breast
-0.18564669187087	41.85	Breast
-0.556727873678965	42.21	Breast
0.26397491386205	28.04	Breast
0.920520382035043	26.84	Breast
0.232952834300977	12.03	Breast
0.479377534330783	33.84	Breast
0.13910768978604	10.02	Breast
0.592106184215027	4.09	Breast
2.18944578127043	14.19	Breast
-0.0302263542388889	69.98	Breast
0.524863380728526	33.09	Breast
1.53574745269944	21.01	Breast
-0.230086837956877	48.94	Breast
0.180951689743864	71.97	Breast
-0.111546362791832	25.87	Breast
0.457657485511613	56.21	Breast
0.102849117322599	27.04	Breast
0.804357147072218	9.91	Breast
0.612701730882244	34.93	Breast
-0.0941679727290822	27.18	Breast
-0.0166555229722222	33.21	Breast
0.658201574550852	10.92	Breast
-0.0383366067054804	55.94	Breast
0.439571784400733	9.92	Breast
-0.743881363530076	3.83	Control
-0.882898440395577	24.8	Control
-0.237306241502074	1.19	Control
-0.612195691187768	30.15	Control
-0.0267491930335274	3.83	Control
0.312268431496757	20.21	Control
0.262743115103116	14.02	Control
0.277214939303598	14.08	Control
-0.567651777720604	9.96	Control
-0.478132135916309	19.77	Control
0.153254059805053	20.21	Control
-0.259502689664079	8.9	Control
-0.254679721080463	22.93	Control
-0.28494174190359	10.9	Control
-0.323283151200456	6.07	Control
-0.451586768621736	25.84	Control
-0.0844159129756592	28.97	Control
-0.274597121346044	13.08	Control
0.211569569953156	20.14	Control
-0.379721650543771	33.94	Control
-0.0522109816194738	39.78	Control
-0.385326749348871	8.03	Control
-0.731443103114823	39.78	Control
0.88954437359273	11.03	Control
-0.0366102591168435	1.19	Control
0.278638532811838	21.16	Control
0.0604934439672088	29.94	Control
0.574993038401107	14.86	Control
0.065748393641733	9.91	Control
-0.403991868881727	14.84	Control
-0.641367422819088	40.78	Control
0.365211437102559	6.08	Control
-0.732225991062564	11.05	Control
-0.434640683394424	10.19	Control
-1.09019380127999	4.13	Control
-0.131477994129874	11.03	Control
0.0767854867068647	27.98	Control
0.0738917845514497	20.14	Control
-0.00521169323805777	10.19	Control
-0.786521433181342	10.9	Control
-0.013367339384292	20.03	Control
0.0778190004101887	75.84	Control
-0.464256523674451	4.83	Control
-0.257555275182805	6.02	Control
0.919092972317711	9.03	Control
-1.49632255665899	13.85	Control
-0.814086903069808	29.08	Control
-0.875096541743326	25.04	Control
0.750794830153833	59.15	Control
-0.204317444496935	18.17	Control
-1.31514750371564	55.03	Control
-0.237991647522358	37.08	Control
-1.53150834500034	55.93	Control
-0.00334549629258175	8.21	Control
-0.442222163207109	11.92	Control
-0.252380236176464	25.04	Control
0.0248886575260189	55.21	Control
0.113262801846543	15.19	Control
-0.569684892178928	35.92	Control
0.16826881191547	67.06	Control
-0.197298060228166	19.03	Control
-0.0152744973632943	24.95	Control
-0.125321207041506	12.85	Control
-0.651402464157769	10.19	Control
-0.399299860206172	11.93	Control
-0.593151234264702	6.08	Control
-0.184341867819824	42.03	Control
0.457223920370279	18.17	Control
-0.64921578558101	116.13	Control
0.615594890707416	34.84	Control
0.497933286276048	98.99	Control
0.393030930434972	18.17	Control
0.27470870905896	63.21	Control
-0.634046966733274	7.86	Control
0.440988347004688	29.97	Control
-0.585093392878137	100.03	Control
0.0992893695040286	55.21	Control
0.578161740458859	20.85	Control
0.232144718276475	6.83	Control
-0.202279788316053	63.21	Control
0.555198228322949	14.04	Control
0.562444861009367	25.92	Control
-0.352347655102371	30.08	Control
-0.515047861259032	11.86	Control
-1.03957497317253	15.85	Control
-0.0925468797822283	61.17	Control
0.646576196006771	8.1	Control
-0.157659118951524	18.85	Control
-0.186696612825785	20.86	Control
0.00213190536709286	18.17	Control
-0.710534855552808	37.08	Control
-1.1305668769203	36.23	Control
-0.511267682734815	36.95	Control
0.121957929969653	34.79	Control
0.484460435541283	13.12	Control
-0.859277056435688	61.83	Control
-0.471145790805571	14.02	Control
1.61654341863949	7.03	Control
-1.01703624302223	24.8	Control
0.760569930651689	7.02	Control
0.207153006393948	2.03	Control
-0.775500997571701	29.98	Control
-0.561776265406792	31.8	Control
-0.224599964206712	41.97	Control
0.141597645850714	21.8	Control
-0.184087510798444	6.87	Control
0.115080525379773	5.97	Control
0.625169056008832	9	Control
-0.392417554007568	40.94	Control
-0.239004352366586	21.06	Control
-0.878588318709928	64.83	Control
-0.189456825700819	15.79	Control
-0.490925998547264	5.98	Control
0.23111208855014	46.97	Control
-0.978566284655411	26.06	Control
0.640720621051752	34.79	Control
0.111657909810362	37.01	Control
-0.0210765108045142	30.82	Control
-0.227478131575769	19.06	Control
-1.091446409332	32.96	Control
-0.373401776488614	11.9	Control
-0.107679004486352	64	Control
0.0212238088923058	10.07	Control
-0.407933143726947	46	Control
-0.0536647425920819	45.22	Control
-0.160130672256647	37.99	Control
-0.539663501869694	37.99	Control
-0.285472853630711	34.11	Control
-0.16099740117638	35.99	Control
-0.366069261834361	17.01	Control
-0.278932211462047	8.95	Control
-0.534794746168265	18.05	Control
-0.0782980950703662	11.05	Control
-0.368218209264839	38.99	Control
-0.243652006155173	23.2	Control
0.207189498606074	6.87	Control
-0.4434080066427	24.79	Control
0.0951533981024789	8.19	Control
-0.361701213763904	23.09	Control
-0.258984279631421	42.03	Control
0.127194969846988	52.03	Control
0.299121680573701	20.14	Control
-0.0597566391856471	39.2	Control
-0.0783143234188013	7.21	Control
-0.00180806114773298	15.99	Control
-0.54837288180189	11.01	Control
-0.0941163123653993	20.81	Control
-0.294373598142355	52.22	Control
0.60025036744697	23.09	Control
-0.798636663888287	6.85	Control
-0.200363767796272	18.2	Control
-0.789093892952099	61.87	Control
-0.798667037139339	49.02	Control
-0.621566691430113	39.2	Control
-0.739069551171503	36.86	Control
-0.764219783615614	66.07	Control
-0.608505272619626	73.07	Control
-0.809099026858295	60.88	Control
-0.861935552339043	61.88	Control
-0.426784603001436	79	Control
-0.45263360048011	79.99	Control
-0.361781521332167	67.02	Control
-0.516644504972459	44.02	Control
-0.567851397410015	104.03	Control
-0.457185420202218	105.03	Control
0.340954105250796	93.97	Control
-0.27945622273359	80.17	Control
0.0946350619564707	28.02	Control
0.242831172859644	39.2	Control
-0.772416117132466	24.81	Control
-0.409534716738011	21.02	Control
0.00284083683042109	49.2	Control
-1.01990557332456	68.04	Control
-1.11170089495594	67.02	Control
-0.805204137342698	29.2	Control
-0.623566362633326	17.99	Control
-0.127103471422663	93.02	Control
-0.870528204984338	64.03	Control
-0.799435549636001	84.98	Control
-1.05348781433004	105.03	Control
-0.672124679364744	84.99	Control
-0.800370757299353	71.07	Control
-0.359455577794845	87.03	Control
-1.03101807860591	83.98	Control
-1.17176837988011	93.97	Control
0.28468643308114	96.86	Control
-0.540407040939235	18.85	Control
-0.842267095406909	59.95	Control
0.124381907391191	25.92	Control
-0.447088746240826	20.97	Control
-1.33345349862435	18.94	Control
-0.245151307379304	4.12	Control
-0.362804610072337	49.93	Control
-0.336378409651446	69.84	Control
0.541414905881504	97.97	Control
-0.79163052308189	64.03	Control
-1.04785638250741	84.99	Control
-0.318756756486488	49.86	Control
0.010822330614171	42.96	Control
-0.236657816162087	63.02	Control
0.55565176537153	6.9	Control
1.0501201690602	99.81	Control
-0.186380556050657	69.84	Control
0.0124098338045531	91.98	Control
-0.665565644134098	27.97	Control
-1.16626112803231	44.01	Control
-0.728437608665239	40.93	Control
0.244463795284353	27.8	Control
-0.422043526108829	33.97	Control
-0.620495072151053	60.88	Control
-0.37838395083771	41.87	Control
0.29471200324187	36.77	Control
-0.298313130164006	41.01	Control
-0.262890961496628	22.95	Control
0.229671125737377	65.07	Control
-0.529894336715378	27.97	Control
-0.49369242078417	68.03	Control
0.204902669419634	19.97	Control
-0.84149102968025	50.97	Control
-0.680625158313535	19.94	Control
-0.36829933538823	19.94	Control
-0.409546410941447	39.12	Control
0.959243577135698	14.93	Control
-0.739513710874324	97.99	Control
0.498422477815776	83.24	Control
-0.487451510192532	68.04	Control
-0.417084923694365	84.99	Control
0.105242575206256	21.08	Control
-0.0442362941206668	111.97	Control
-0.456854053044462	36.03	Control
-0.150959502630402	40.95	Control
0.5091702629005	90.95	Control
0.21609170184699	76.81	Control
-0.281591794227754	2.04	Control
-0.708914722741649	7.23	Control
-0.158938377430944	73.07	Control
0.0546610347623123	110.08	Control
0.00671109182257911	92.95	Control
-0.140007048699289	110.08	Control
-0.740702730945822	105.03	Control
-0.450196957666406	37.01	Control
-0.853272400756767	83.98	Control
0.0868911291967856	85.03	Control
-0.619416229909323	17.18	Control
-1.0151498655126	18.21	Control
0.00750691463509397	9	Control
-0.0941441021459656	53.9	Control
-0.206509334720358	17.99	Control
0.0814390342786182	7.01	Control
-0.286395709324848	7.17	Control
-0.0220725948243167	39.98	Control
0.261654763167025	70.81	Control
-0.58356834864617	26.98	Control
-0.437461502818775	26.98	Control
-0.641003870535927	41.21	Control
-0.578208396579105	28.08	Control
0.338065838267753	50	Control
-0.906666777188903	15.21	Control
0.664446270518744	5.84	Control
-0.42370795231856	25.17	Control
-0.254864704980818	7.01	Control
-0.525700441132021	6.98	Control
-1.42714266735606	17.18	Control
-0.449033705558508	8.79	Control
-0.13680222279451	59.2	Control
0.199455819830279	38.19	Control
-0.58396769072192	73.1	Control
-0.522254664312944	39.02	Control
-0.952627023822131	43.18	Control
-0.512566271365154	27.07	Control
0.548478057203914	28.06	Control
-0.100247341417293	7.84	Control
-0.0312390638359914	34.81	Control
0.0299495924696459	33.83	Control
-0.497787837453984	45.98	Control
-0.276200738549374	32.17	Control
0.0422045348897261	7.77	Control
0.134797272547807	15.09	Control
-0.506559703566394	18.18	Control
0.297256540572118	23.03	Control
-0.441040220441743	19.98	Control
0.0861467123413297	15.16	Control
-0.581326863918045	17.99	Control
-0.441356740459078	2.04	Control
-0.904850432604768	28.02	Control
-0.723049916353067	20.84	Control
-0.39858867981701	6.9	Control
-0.27021734944873	6.06	Control
0.749975935388246	20.27	Control
0.0537433608086711	7	Control
-0.993748760351089	21.1	Control
0.885263528410732	11.83	Control
-0.521561729521858	33.09	Control
-0.498265017039676	11.91	Control
-0.597948122380237	18.06	Control
0.466386979487825	6.94	Control
0.00723372770659607	14.21	Control
