WID-BC-index	days	type
1.5542632382553	77.01	Breast
1.53670391552938	8.18	Breast
1.48948263169502	28.21	Breast
1.57486135194855	46.86	Breast
1.45108099938106	18.22	Breast
1.51088269833175	60.21	Breast
1.51948087017278	37.09	Breast
1.59413740702009	32.92	Breast
1.60124651825264	12.08	Breast
1.50474385449539	65.09	Breast
1.45706058844797	13.07	Breast
1.58860251648239	65.98	Breast
-0.950332830657837	23.09	Control
-0.764094210928525	19.77	Control
-0.240304170993373	46.78	Control
-0.610924005931907	29.08	Control
-0.465477438379908	17.86	Control
-0.873695655937891	3.83	Control
-0.72294254566222	28.84	Control
-0.857081053487682	20.14	Control
-0.488916788110228	26.08	Control
-0.941743468044687	4.06	Control
-0.519756233526913	17.96	Control
-0.645731515325901	21.14	Control
-0.569947556703748	3.17	Control
-0.844497418143022	10.1	Control
-0.859707029677294	9.06	Control
-0.717521659770729	30.15	Control
-0.603180432008759	21.21	Control
-0.604044813929537	10.91	Control
-0.41295163183814	21.84	Control
-0.597262970123656	13.05	Control
-0.405965804344157	7.99	Control
-0.433526470632438	13.05	Control
-0.581439515046464	6.89	Control
-1.19621942149767	2.01	Control
-0.432125328799936	29.94	Control
-0.316250098607861	5.94	Control
-0.36320904872131	28.17	Control
-0.398052389521428	6.07	Control
-0.499762748667878	17.86	Control
-0.849045667122388	7.06	Control
-0.881834132662639	13.07	Control
-0.441423730694722	3.02	Control
-0.634513643814729	22.13	Control
-0.15372563997521	7.01	Control
-0.403695646159123	19.77	Control
-0.757104183866309	29.94	Control
-0.406882070736054	18.06	Control
-0.576252026589382	24.1	Control
-0.420063657275237	21.14	Control
-0.478825203580464	20.21	Control
-0.342427861853615	12.01	Control
-0.555702013475387	28.77	Control
-0.336066157802016	21.14	Control
-0.787426871036672	6.08	Control
-0.317496245465327	22.09	Control
-0.652000793626951	2.04	Control
-0.853023739866625	21.84	Control
-0.355766366368989	6.15	Control
-0.400572973431036	30.15	Control
-0.268553721917425	38.26	Control
-0.543032973064679	20.14	Control
-0.544893723080552	13.92	Control
-0.451367612096205	34.77	Control
-0.548422578297718	21.15	Control
-0.291646235613907	13.92	Control
-0.245410975449739	89.03	Control
-0.440161587657287	23.19	Control
-0.691041912216347	18.03	Control
-0.699326999781454	69.94	Control
-0.379562348818688	75.86	Control
-0.27144375260158	21.01	Control
-0.220452818027789	4.91	Control
-0.687147200705269	16.19	Control
-0.234263451419192	54.21	Control
-0.76053209003903	9.99	Control
-0.822846817289319	10.19	Control
-0.34089466853078	11.92	Control
-1.1769128341095	43.23	Control
-0.254500771095961	29.19	Control
-0.778302153085047	42.23	Control
-0.656416453558917	16.19	Control
-0.698570714580552	14.19	Control
-1.20374592951416	55.94	Control
-0.343943402260116	43.04	Control
-0.462375334687637	62.06	Control
-0.438881358935674	8.03	Control
-0.717863163069766	15.16	Control
-0.333867781442769	30.19	Control
-0.581719838358878	20.03	Control
-1.14275570709724	43.24	Control
-0.523938213952313	8.21	Control
-0.913162780892282	21.03	Control
-0.343904201714957	11.92	Control
-0.800151868139343	18.03	Control
-0.665786829989689	53.04	Control
-0.274390986337232	15.17	Control
-0.583964003151157	12.02	Control
-0.850901125092415	10	Control
-0.319543950826338	52.02	Control
-0.422014963936542	36.23	Control
-0.456230731817293	109.92	Control
-0.482139407568463	10	Control
-0.273655079375059	35.18	Control
-0.800909099749451	77.92	Control
-1.31876932410337	74.07	Control
-0.987793041990351	61.16	Control
-0.373714981755185	49.96	Control
-1.20004198391855	77.17	Control
-0.700478615168798	61.06	Control
-0.793478940120838	30.19	Control
-0.704340148216913	51.03	Control
-0.449313031164674	31.2	Control
-0.415282283405545	14.2	Control
-0.519550135993995	28.22	Control
-0.86886284980848	33.22	Control
-0.780105049153913	7	Control
-0.751611601431825	30.2	Control
-0.50862812498201	31.2	Control
-0.847548469251554	23.19	Control
-0.501890841909375	15.19	Control
-0.659380901893883	25.95	Control
-1.15692100945077	18.03	Control
-1.77047632326154	8.22	Control
-0.996680541191989	27.22	Control
-0.741556281213467	71.01	Control
-0.998566083866632	47.23	Control
-0.407035575810034	19.93	Control
-0.624626327972243	7.22	Control
-0.342785286414782	95.11	Control
-0.430126099843796	32.08	Control
-0.329403395532205	57.18	Control
-0.299445248204409	11.92	Control
-0.255527742716054	4.84	Control
-0.310663572071335	13.85	Control
-0.446051183998297	6.91	Control
-0.488257099647249	11.85	Control
-0.327802881825887	55.21	Control
-0.711733785111911	83.85	Control
-0.826600874608846	19.85	Control
-0.521005669143425	1.01	Control
-0.503570749866337	48.83	Control
-0.320358714808039	33.79	Control
-0.764281612730721	16.2	Control
-0.242968424438962	15.94	Control
-0.986775839659578	11.02	Control
-0.620565910018051	100.03	Control
-0.645624953442129	8.1	Control
-0.742889583309488	42.87	Control
-0.53226459403772	11.85	Control
-0.594059538479015	6.84	Control
-0.735300949521349	44.03	Control
-0.919128395148741	21.86	Control
-0.374508485180802	98.99	Control
-0.183065055423238	15.94	Control
-0.68694149739166	64	Control
-0.461552807822753	70.97	Control
-0.426574040071425	19.81	Control
-0.29632662256038	18.85	Control
-0.310144520986901	8.84	Control
-0.775513454087498	48.97	Control
-0.432013143485475	59.16	Control
-0.598770925616693	74.07	Control
-0.334781307562156	63.21	Control
-0.472494654275289	100.03	Control
-1.36759936667481	15.85	Control
-0.719968462926516	2.11	Control
-0.731613030031392	19.96	Control
-0.308327598811178	14.85	Control
-0.404671131318381	27.8	Control
-0.786100153117092	43.23	Control
-0.50218355382888	43.04	Control
-0.50722668956285	56.05	Control
-0.446745935497987	4.01	Control
-0.434114186060854	63	Control
-1.1216059792296	32.24	Control
-0.420634067505989	18.03	Control
-0.912908621566125	22.93	Control
-0.536842873274049	7.84	Control
-0.60208344099097	48.97	Control
-0.240963007707885	68.06	Control
-0.375196450821387	59.15	Control
-0.365448572885456	20.86	Control
-0.37516116779527	30.96	Control
-1.26348089587888	80.99	Control
-0.283154363380469	6.83	Control
-0.343490041138826	61.06	Control
-0.468747349182132	60.94	Control
-0.325683421293653	66.95	Control
-0.423092646079664	6.91	Control
-0.646450743570937	9.04	Control
-0.80417359854468	56.94	Control
-0.431452583009156	107.22	Control
-0.491766827186604	33.97	Control
-0.458557609984919	8.84	Control
-0.653294460396728	29.19	Control
-0.790339798989519	89.03	Control
-0.715044530966616	97.16	Control
-0.501299896651801	101.03	Control
-0.331332763113801	19.81	Control
-0.983858467134352	51.02	Control
-0.551478341719614	28.07	Control
-0.499539878681552	62.83	Control
-0.465943926873742	18.05	Control
-0.705416493030142	18.05	Control
-0.324574442730754	12.11	Control
-1.19148412033991	54.82	Control
-0.438260990706715	37.01	Control
-0.517851848485091	10.07	Control
-1.33952581106979	11.91	Control
-0.324706039272644	24.05	Control
-0.584356773206742	25.06	Control
-0.771793316174265	11.06	Control
-0.509004057442335	18.94	Control
-0.349040718773717	10.07	Control
-0.576647914289076	24.8	Control
-1.04741582760709	4	Control
-0.761132025062398	24.81	Control
-0.562448375718025	22.98	Control
-0.327057783107915	17.95	Control
-0.980721612937055	43.02	Control
-0.62933264203002	12.98	Control
-0.767428125147483	3.99	Control
-0.372561065918122	49.07	Control
-0.630545356907711	76.86	Control
-0.520107030458537	68.84	Control
-1.08110684987507	60.96	Control
-0.336322537560313	16.11	Control
-0.510603590608318	18.05	Control
-0.808270245403699	11.05	Control
-0.480875897841403	5.98	Control
-0.567599948649066	29.8	Control
-0.980435254516644	34.09	Control
-0.535436814682551	24.79	Control
-0.794622293151895	57.83	Control
-0.547733992868237	15.81	Control
-0.785535491630517	6.99	Control
-1.71756578720665	7.03	Control
-0.417255001071832	4	Control
-0.428245896390621	3.99	Control
-0.925908997196757	53.97	Control
-0.226468107211431	22.8	Control
-1.02783007522339	17.95	Control
-0.428650939474195	46.15	Control
-0.609253437969949	49.97	Control
-0.509308462589822	11.99	Control
-0.589997106965673	21.07	Control
-0.368471171872008	11.03	Control
-0.4029772075505	5.1	Control
-0.297834973279385	22.98	Control
-0.405132552393908	63.82	Control
-0.606951625538219	7.02	Control
-0.522924964745609	9.87	Control
-0.63331051605386	13.81	Control
-0.473493717566318	7.03	Control
-0.522367725740334	10.98	Control
-1.08335384901077	9.87	Control
-0.626597407776752	23.06	Control
-0.37646253991461	6.99	Control
-0.293622619654099	25.05	Control
-0.689595633697488	8.93	Control
-0.865676439267121	15.81	Control
-0.521097215774221	64.21	Control
-0.518032264120669	5.1	Control
-0.628596942237622	20.98	Control
-0.757697638431332	42.03	Control
-0.713004413308096	40.2	Control
-0.623892787719407	21.01	Control
-0.453808220322962	51.02	Control
-0.354351153422052	53.99	Control
-0.343138035036983	29.2	Control
-0.523474970137866	21.2	Control
-0.354739153072964	52.03	Control
-0.496313408299186	46.2	Control
-0.769204281524164	68.8	Control
-0.332227362298972	28.15	Control
-0.307311840788122	34.01	Control
-0.262449941916238	24.19	Control
-0.644347409056734	45.99	Control
-0.227856256732522	4	Control
-0.513089979558187	40.09	Control
-0.532307521313418	22.01	Control
-0.406053999270912	8.91	Control
-0.647678322529076	18.05	Control
-0.364551946321713	53.11	Control
-0.348740653779391	22.2	Control
-0.604693617776267	30.99	Control
-0.834345026172974	39.09	Control
-0.755473947520587	19.15	Control
-0.496188242618298	32.09	Control
-0.660043515402373	41.09	Control
-0.491765760038871	8.01	Control
-0.574630170974776	31.06	Control
-0.791463910209979	34.09	Control
-0.850998827285736	35.23	Control
-0.27001900958916	16.03	Control
-0.281716883464475	5.1	Control
-0.216483071400532	9.18	Control
-0.520846807536251	21.2	Control
-0.394681760938358	39.2	Control
-0.532978939956864	8.91	Control
-0.306625188974433	35.09	Control
-0.735956507719742	30	Control
-0.595140850623271	41.09	Control
-0.852982992295863	28.82	Control
-0.560969646477731	18.15	Control
-0.87766920026319	11.19	Control
-0.526410953399105	49	Control
-0.744338150247151	35.99	Control
-0.437879342369745	31	Control
-0.811012159428929	54.82	Control
-0.591989619931497	22.79	Control
-0.695297393961538	41.99	Control
-0.90623588580062	35.23	Control
-0.344773843768526	11.19	Control
-0.343121736374365	23.2	Control
-0.537624024874884	29.21	Control
-0.530991214305116	45.99	Control
-0.69056188769343	29.82	Control
-0.634105383071076	35.03	Control
-0.559794562949429	24.82	Control
-1.10164886053577	31.82	Control
-0.405607170340138	28.2	Control
-0.649761805476624	21.01	Control
-0.469390304680421	5.98	Control
-0.234656679065297	71.84	Control
-0.787087900050669	21.99	Control
-0.293963871062384	30.81	Control
-0.633846293855821	24.01	Control
-0.664121044576877	28.21	Control
-1.07477708174716	9.04	Control
-0.751595687970725	15.79	Control
-1.06425695219157	73.07	Control
-0.248992412505696	60.98	Control
-0.21986364864986	57.99	Control
-0.582524373269564	16.99	Control
-0.865125945433639	66.04	Control
-0.452815678690017	32.09	Control
-0.516471539576357	57	Control
-0.352034820409298	63.03	Control
-0.352067818312973	39.21	Control
-0.600449549793237	19.14	Control
-0.54616068282564	16.06	Control
-0.414394448313694	60.98	Control
-0.221695894442934	66.96	Control
-1.12904992441523	80.18	Control
-0.302431573341376	71.07	Control
-0.310929782096224	105.86	Control
-0.53998676400308	22.2	Control
-0.231172418497197	61.02	Control
-1.03253650269222	129.73	Control
-0.886409992594825	57.88	Control
-0.350746077816954	60.98	Control
-0.698612913569319	40.09	Control
-0.221725191992732	69.04	Control
-0.592040376146816	49.86	Control
-0.765119267279235	62.89	Control
-0.273613593880626	44.99	Control
-0.490644980329056	106.81	Control
-0.467341058100206	94.02	Control
-0.475058319220301	71.99	Control
-0.146169043494933	72.99	Control
-1.03267168241329	46.97	Control
-0.707310628858787	25	Control
-1.26023609897294	42.2	Control
-0.410119453123025	36.11	Control
-0.209488057345707	4.16	Control
-1.37642403453941	41.09	Control
-0.527482293649909	2.07	Control
-0.963519302572499	71.05	Control
-0.464267066913901	22.2	Control
-0.484683442108708	46.99	Control
-0.567911955625332	42.99	Control
-0.361256792666496	104.15	Control
-0.931097021408529	27.2	Control
-0.985456292208598	72.07	Control
-1.16888484982246	79.17	Control
-1.26245507423304	53.87	Control
-0.564009327671049	50.87	Control
-0.0854980660039915	71.07	Control
-1.01748821142219	97.12	Control
-0.825217352004903	48.86	Control
-0.895358963799139	54.86	Control
-0.611095345275185	67.02	Control
-0.164184068548274	71.99	Control
-0.243667671069732	72.99	Control
-0.200441848040544	105.86	Control
-0.487375189614149	85.03	Control
-0.320619555561508	70.04	Control
-1.06665155447459	50.86	Control
-0.361087582949342	71.99	Control
-0.402087217002595	62.89	Control
-1.18325415683282	49.86	Control
-0.501212196462278	85.99	Control
-0.817456481826136	65.07	Control
-0.650944217130445	78.17	Control
-0.54866713010238	73.07	Control
-0.363645984616665	50.87	Control
-0.717024166893646	61.89	Control
-0.581411080976474	34	Control
-0.748382863213498	25.94	Control
-0.252334765295192	15.94	Control
-1.1206288123833	35.93	Control
-0.951335596871949	37.01	Control
-0.585877105348522	60.95	Control
-0.610635895921295	7.15	Control
-0.95005168247068	70.85	Control
-0.635589550145849	22.86	Control
-0.467726467945208	2.11	Control
-0.34962110770476	22.98	Control
-0.585072120148846	66.95	Control
-0.505867266358539	54.96	Control
-0.443582967766723	4.17	Control
-0.457127578044422	40.93	Control
-1.03737981320816	7.96	Control
-0.395140025686978	48.76	Control
-0.59598316946117	21.07	Control
-0.301409252615798	8.9	Control
-0.943951173875284	7.15	Control
-0.966271620609456	14.85	Control
-0.333709148585761	15.85	Control
-0.733872327517516	7.15	Control
-0.318642250707314	22.94	Control
-0.650879776220083	60.88	Control
-0.881726986383188	71.82	Control
-0.660206365130854	2.11	Control
-0.645291602806306	50.86	Control
-0.729685538157626	75.85	Control
-0.54014275364386	69.95	Control
-0.625586377787093	73.95	Control
-1.02714762865912	110.08	Control
-0.86944258343641	94.02	Control
-0.837779133428675	6.02	Control
-0.868943659542889	36.77	Control
-1.00732399737679	28.96	Control
-0.610239067230009	4.17	Control
-0.788000310500773	74.95	Control
-0.509062096418988	79.01	Control
-0.23921532770829	27.93	Control
-0.690668094035438	97.12	Control
-0.529082723994521	4.01	Control
-0.788827236117326	50.03	Control
-0.433287224918445	63.95	Control
-0.193440865747618	21.07	Control
-0.345666075875211	35.11	Control
-0.462302802809938	14.16	Control
-0.585667720949936	51.97	Control
-0.471673456089358	3.9	Control
-0.644379133195731	8.84	Control
-0.521338951825451	54.94	Control
-0.553435362505768	42.01	Control
-0.695992777436318	3.9	Control
-0.341338200965116	92.95	Control
-0.613032208011768	110.07	Control
-0.572714274220073	50.09	Control
-1.25996935063578	101.02	Control
-0.283310131073192	12.79	Control
-0.369608517563608	73.98	Control
-0.502983755043855	87.03	Control
-0.364195516712834	129.74	Control
-0.355697184643827	104.99	Control
-0.314698178680324	85.14	Control
-0.233691461755472	104.15	Control
-0.945847426650107	47.86	Control
-0.414703923083422	2.11	Control
-0.854266970529265	57.88	Control
-0.223807226284909	87.03	Control
-0.358819218523329	27.92	Control
-0.736570370183918	111.97	Control
-0.524123893065488	21.14	Control
-0.469593855557072	10.9	Control
-0.470424627225654	22.13	Control
-0.341418226808072	8.97	Control
-0.672100043082506	92.97	Control
-0.385202213322503	99.81	Control
-0.369690693878204	109.08	Control
-0.667384640173076	78.17	Control
-0.597241149239131	117.08	Control
-0.404215974666198	78.98	Control
-0.690887885188406	99.02	Control
-1.02000679327026	129.73	Control
-0.454172276735986	99.8	Control
-0.59084627239126	104.03	Control
-0.287111515073228	78.97	Control
-0.52893887850471	74.08	Control
-1.13841028562013	79.17	Control
-0.51145163584354	105.03	Control
-0.697640353473117	73.99	Control
-0.45008334156812	48.17	Control
-0.625105774817426	11.2	Control
-0.561547711990669	35.8	Control
-0.387256158338329	9.95	Control
-0.410062671999173	12.84	Control
-0.292592580793545	19.05	Control
-0.688688816408972	18.21	Control
-0.676593116013463	20.83	Control
-0.289488214608484	2.04	Control
-0.635938140533158	2.07	Control
-0.663229069675994	1.05	Control
-0.721082284419024	16.8	Control
-0.329218215595883	21.83	Control
-0.71361032905174	2.04	Control
-0.607608205818771	33.99	Control
-0.354344586818408	38.05	Control
-1.05323249316098	20.83	Control
-0.47502503899138	23.07	Control
-0.383124342231632	10.01	Control
-1.2190581370419	48.2	Control
-0.750640392077329	40.19	Control
-0.500092730243522	40.19	Control
-0.38977291464523	21.84	Control
-1.13637178311855	45.16	Control
-1.2714096560544	28.02	Control
-0.883734069702833	38.05	Control
-0.631371831824415	56.05	Control
-0.226890517600287	14.18	Control
-0.965370464154494	35.05	Control
-0.947827303809801	26.19	Control
-0.393955022832812	12.79	Control
-0.352199883750005	38.21	Control
-0.940495444526407	15.16	Control
-1.15868777766361	4.01	Control
-0.86074298367648	28.06	Control
-0.609106902423707	23.03	Control
-0.602965597400348	27.19	Control
-0.440146618003159	41.04	Control
-0.822097090403914	29.19	Control
-0.513100757225076	65.14	Control
-0.40753349098031	48.2	Control
-0.45125976380531	5.14	Control
-0.545785554810397	16.17	Control
-0.58978103521376	29.07	Control
-0.483108497652892	44.09	Control
-0.601291957869375	6.99	Control
-0.572609648232415	28.85	Control
-0.910062166531658	12.83	Control
-0.743085168200202	23.08	Control
-0.65397329996197	9.92	Control
-0.376221908854064	35.81	Control
-0.730371884111296	2.96	Control
-0.116864984159233	22.06	Control
-0.565097992693305	39	Control
-0.966441207557374	14.18	Control
-0.275010829716959	18.21	Control
-0.347831789033378	23.07	Control
-0.403945562792369	27.06	Control
-0.365058128480144	3.99	Control
-0.930830315549602	40.9	Control
-0.534157031232103	30.8	Control
-0.519378854805314	16.98	Control
-1.35687674068949	7.77	Control
-0.691599195537327	28.06	Control
-0.370147283877468	6.95	Control
-0.569252855084466	43.2	Control
-0.436104077044161	16.07	Control
-0.549736099345075	21.8	Control
-1.05966174170347	22.07	Control
-0.416434694259505	26.19	Control
-0.487198681397722	28.85	Control
-0.337012855913416	5.01	Control
-0.577304843643002	47.17	Control
-0.508249560648853	25.07	Control
-0.57212692395398	16.8	Control
-0.779430296326035	38.02	Control
-0.420254480974195	5.01	Control
-1.06600316259978	13.02	Control
-0.76371588669289	11.92	Control
-0.476596884470665	4.9	Control
-0.34102902702672	6.9	Control
-0.404659532863655	5.9	Control
-0.843401859401077	30.08	Control
-1.15363208494538	10.11	Control
-0.979525222571668	19.17	Control
-0.232951387426327	12.01	Control
-0.753219981974778	24.9	Control
-0.546421181317136	21.08	Control
-0.959325197304455	5.98	Control
-0.414060156988242	18.98	Control
-0.624289424371777	7.01	Control
-0.609392889277381	13.98	Control
-0.392272142460889	6.98	Control
-0.757932212870644	28.02	Control
-0.890761082251236	6.9	Control
0.3215184315499	39.93	Breast
0.872300075067314	34.89	Breast
0.920939808373133	14.04	Breast
0.633045984410137	34.9	Breast
0.970431684984329	33.89	Breast
0.677184961787826	47.93	Breast
0.705097079941933	20.88	Breast
0.321008717161343	20.99	Breast
2.05942504918902	22.98	Breast
1.06614001283806	39.9	Breast
0.309092565088967	38.05	Breast
0.634931663072861	45.93	Breast
-0.73373491395931	34	Breast
-0.200817231686404	36.93	Breast
0.28905947446068	34.89	Breast
1.40154956160584	23.98	Breast
0.0537572516891795	28.95	Breast
0.227067868487832	18.05	Breast
-0.202977133625135	29.75	Breast
0.171738816506056	29.06	Breast
0.421913940107825	13.03	Breast
-0.168222806485006	19.06	Breast
0.0855032104145933	12.03	Breast
0.0472414826606113	22.04	Breast
0.627518593115136	34.76	Breast
0.858612330814324	21.2	Breast
0.0862411302449842	21.04	Breast
0.832923937997756	31.75	Breast
0.924115858409172	34.97	Breast
0.474639093637005	38.84	Breast
1.04217273201951	40.78	Breast
-0.476890299452239	20.84	Breast
0.332297184544044	39.84	Breast
0.0854948051027842	35.97	Breast
0.736556633949797	17.95	Breast
0.289612142685965	46.86	Breast
0.555845458861348	12.03	Breast
1.04121109598252	34.84	Breast
1.8469767249521	34.85	Breast
1.01519489461912	24.94	Breast
1.27561229401599	27.07	Breast
1.02970605358326	29.09	Breast
0.338865327852248	19.99	Breast
1.57791317787756	34.78	Breast
-0.403391530550129	6.9	Breast
0.553195902711928	21.97	Breast
0.370445106542995	33.78	Breast
-0.0129651923369476	13.79	Breast
0.753437764092183	26	Breast
0.566095703495079	32.83	Breast
1.03687185286211	31.79	Breast
0.686587642824041	21.97	Breast
0.937214956046755	26.07	Breast
0.219175370089781	13.93	Breast
0.564448995236108	70.95	Breast
0.789357767380339	18.07	Breast
0.00836762145618868	15.07	Breast
0.0100990909986375	29.85	Breast
0.402553725659426	15.93	Breast
0.177608221828664	47.97	Breast
0.507906953556068	16.93	Breast
0.361156618318832	34.84	Breast
0.571061894312546	19.93	Breast
0.423990677061629	61.95	Breast
0.359009497635272	54.21	Breast
0.305189132650262	63.02	Breast
0.100753990360876	62.02	Breast
1.21260980412224	86.97	Breast
1.01498414867475	55.93	Breast
0.169209468047008	65.98	Breast
0.0371711240265746	53.21	Breast
0.164300302482	69.04	Breast
0.318625764841879	59.98	Breast
-0.150162275123677	68.03	Breast
0.567514988754802	91.8	Breast
0.450928969774579	53.21	Breast
0.681621615072104	10.92	Breast
1.11677413966131	104.09	Breast
0.451523656247333	66.02	Breast
-0.483591604774232	6.16	Breast
0.675746147697652	23.16	Breast
0.455119048047233	29.14	Breast
0.313050482201103	48.86	Breast
0.0859085844136843	15.04	Breast
0.649250365469084	49.86	Breast
