mode0	mode1	rho
0.0469667318982387	0.900195694716243	8.44
0.0724070450097847	0.87279843444227	5.4
0.0724070450097847	0.882583170254403	5.95
0.0743639921722113	0.886497064579256	6.14
0.0743639921722113	0.89041095890411	6.4
0.0743639921722113	0.886497064579256	6.14
0.0900195694716243	0.896281800391389	6.28
0.0821917808219178	0.87866927592955	5.46
0.060665362035225	0.886497064579256	6.6
0.0626223091976517	0.888454011741683	6.67
0.0665362035225049	0.892367906066536	6.82
0.0802348336594912	0.904109589041096	7.24
0.0900195694716243	0.909980430528376	7.33
0.0645792563600783	0.902152641878669	7.75
0.0743639921722113	0.909980430528376	8.06
0.0645792563600783	0.894324853228963	7.06
0.076320939334638	0.874755381604697	5.41
0.086105675146771	0.892367906066536	6.15
0.0782778864970646	0.886497064579256	6.02
0.076320939334638	0.902152641878669	7.23
0.0900195694716243	0.900195694716243	6.55
0.0880626223091976	0.896281800391389	6.35
0.0978473581213307	0.896281800391389	6.04
0.0900195694716243	0.906066536203523	7
0.060665362035225	0.892367906066536	7.05
0.060665362035225	0.896281800391389	7.38
0.0567514677103718	0.888454011741683	6.89
0.0684931506849315	0.898238747553816	7.22
0.0528375733855186	0.898238747553816	7.93
0.0567514677103718	0.902152641878669	8.14
0.060665362035225	0.902152641878669	7.94
0.050880626223092	0.888454011741683	7.12
0.0567514677103718	0.888454011741683	6.89
0.050880626223092	0.888454011741683	7.12
0.0547945205479452	0.89041095890411	7.13
0.0547945205479452	0.902152641878669	8.24
0.0587084148727984	0.892367906066536	7.13
0.0528375733855186	0.87279843444227	5.94
0.0567514677103718	0.868884540117417	5.6
0.0528375733855186	0.886497064579256	6.89
0.0547945205479452	0.880626223091976	6.38
0.0547945205479452	0.892367906066536	7.29
0.0626223091976517	0.892367906066536	6.97
0.0469667318982387	0.894324853228963	7.83
0.0567514677103718	0.876712328767123	6.06
0.0587084148727984	0.88454011741683	6.52
0.0665362035225049	0.894324853228963	6.98
0.0626223091976517	0.874755381604697	5.77
0.0626223091976517	0.896281800391389	7.3
0.0626223091976517	0.88454011741683	6.39
0.0665362035225049	0.89041095890411	6.67
0.0724070450097847	0.892367906066536	6.61
0.0743639921722113	0.888454011741683	6.27
0.0645792563600783	0.888454011741683	6.6
0.0939334637964775	0.904109589041096	6.7
0.0587084148727984	0.89041095890411	6.97
0.060665362035225	0.892367906066536	7.05
0.0645792563600783	0.900195694716243	7.57
0.0684931506849315	0.88454011741683	6.2
0.0528375733855186	0.886497064579256	6.89
0.0645792563600783	0.906066536203523	8.15
0.0704500978473581	0.898238747553816	7.14
0.0587084148727984	0.898238747553816	7.65
0.0645792563600783	0.911937377690802	8.81
0.0587084148727984	0.894324853228963	7.3
0.0626223091976517	0.849315068493151	4.56
0.0743639921722113	0.859099804305284	4.72
0.0821917808219178	0.874755381604697	5.26
0.086105675146771	0.892367906066536	6.15
0.086105675146771	0.882583170254403	5.57
0.0724070450097847	0.892367906066536	6.61
0.0567514677103718	0.898238747553816	7.74
0.0567514677103718	0.900195694716243	7.94
0.0665362035225049	0.906066536203523	8.05
0.0587084148727984	0.898238747553816	7.65
0.0665362035225049	0.913894324853229	8.94
0.060665362035225	0.911937377690802	9.05
0.0547945205479452	0.904109589041096	8.46
0.0587084148727984	0.906066536203523	8.46
0.0587084148727984	0.896281800391389	7.47
0.0684931506849315	0.904109589041096	7.76
0.0684931506849315	0.908023483365949	8.15
0.060665362035225	0.898238747553816	7.56
0.060665362035225	0.902152641878669	7.94
0.0802348336594912	0.896281800391389	6.62
0.0645792563600783	0.876712328767123	5.83
0.0684931506849315	0.886497064579256	6.33
0.076320939334638	0.898238747553816	6.91
0.0626223091976517	0.89041095890411	6.82
0.0724070450097847	0.886497064579256	6.2
0.0567514677103718	0.888454011741683	6.89
0.0587084148727984	0.88454011741683	6.52
0.0626223091976517	0.886497064579256	6.53
0.0626223091976517	0.896281800391389	7.3
0.060665362035225	0.892367906066536	7.05
0.0587084148727984	0.89041095890411	6.97
0.0645792563600783	0.900195694716243	7.57
0.0626223091976517	0.89041095890411	6.82
0.0587084148727984	0.888454011741683	6.82
0.060665362035225	0.880626223091976	6.19
0.0567514677103718	0.88454011741683	6.59
0.0528375733855186	0.874755381604697	6.06
0.0724070450097847	0.896281800391389	6.91
0.0645792563600783	0.896281800391389	7.22
0.0684931506849315	0.898238747553816	7.22
0.0587084148727984	0.892367906066536	7.13
0.0567514677103718	0.894324853228963	7.38
0.0626223091976517	0.904109589041096	8.04
0.0547945205479452	0.902152641878669	8.24
0.0587084148727984	0.906066536203523	8.46
0.060665362035225	0.906066536203523	8.35
0.0626223091976517	0.911937377690802	8.93
0.0724070450097847	0.896281800391389	6.91
0.0704500978473581	0.886497064579256	6.26
0.0821917808219178	0.88454011741683	5.79
0.0684931506849315	0.89041095890411	6.6
0.076320939334638	0.892367906066536	6.47
0.0704500978473581	0.892367906066536	6.68
0.0704500978473581	0.827788649706458	3.72
0.0645792563600783	0.851272015655577	4.6
0.0684931506849315	0.882583170254403	6.07
0.0626223091976517	0.88454011741683	6.39
0.0587084148727984	0.882583170254403	6.39
0.0626223091976517	0.89041095890411	6.82
0.0547945205479452	0.882583170254403	6.52
0.0587084148727984	0.892367906066536	7.13
0.0567514677103718	0.888454011741683	6.89
0.0626223091976517	0.894324853228963	7.13
0.0547945205479452	0.898238747553816	7.84
0.060665362035225	0.892367906066536	7.05
0.060665362035225	0.89041095890411	6.89
0.0489236790606654	0.882583170254403	6.73
0.050880626223092	0.888454011741683	7.12
0.0626223091976517	0.900195694716243	7.66
0.0645792563600783	0.908023483365949	8.36
0.050880626223092	0.888454011741683	7.12
0.0626223091976517	0.908023483365949	8.47
0.0528375733855186	0.900195694716243	8.13
0.0547945205479452	0.900195694716243	8.03
0.0587084148727984	0.904109589041096	8.24
0.0821917808219178	0.863013698630137	4.73
0.0743639921722113	0.86692759295499	5.07
0.0802348336594912	0.87279843444227	5.21
0.0802348336594912	0.864970645792564	4.85
0.0782778864970646	0.849315068493151	4.28
0.0704500978473581	0.814090019569472	3.36
0.0841487279843444	0.87866927592955	5.41
0.0821917808219178	0.880626223091976	5.57
0.0802348336594912	0.86105675146771	4.69
0.0880626223091976	0.870841487279843	4.94
0.0978473581213307	0.874755381604697	4.91
0.0900195694716243	0.863013698630137	4.58
0.0743639921722113	0.886497064579256	6.14
0.0704500978473581	0.882583170254403	6.01
0.0704500978473581	0.882583170254403	6.01
0.0704500978473581	0.87279843444227	5.45
0.0704500978473581	0.870841487279843	5.35
0.0782778864970646	0.874755381604697	5.36
0.0743639921722113	0.863013698630137	4.89
0.0645792563600783	0.841487279843444	4.24
0.0743639921722113	0.876712328767123	5.56
0.0782778864970646	0.87866927592955	5.56
0.0802348336594912	0.880626223091976	5.62
0.0821917808219178	0.87279843444227	5.17
0.0782778864970646	0.87279843444227	5.26
0.0684931506849315	0.857142857142857	4.76
0.0743639921722113	0.864970645792564	4.98
0.0802348336594912	0.87279843444227	5.21
0.0645792563600783	0.857142857142857	4.84
0.0645792563600783	0.847358121330724	4.45
0.0704500978473581	0.86105675146771	4.89
0.0919765166340509	0.859099804305284	4.39
0.0782778864970646	0.87279843444227	5.26
0.076320939334638	0.863013698630137	4.85
0.076320939334638	0.870841487279843	5.21
0.0841487279843444	0.86105675146771	4.61
0.0724070450097847	0.874755381604697	5.51
0.076320939334638	0.88454011741683	5.96
0.0802348336594912	0.880626223091976	5.62
0.0665362035225049	0.863013698630137	5.06
0.0684931506849315	0.859099804305284	4.85
0.0665362035225049	0.841487279843444	4.2
0.076320939334638	0.87866927592955	5.62
0.0782778864970646	0.882583170254403	5.78
0.0782778864970646	0.88454011741683	5.9
0.086105675146771	0.880626223091976	5.46
0.076320939334638	0.859099804305284	4.69
0.0684931506849315	0.839530332681018	4.11
0.0645792563600783	0.833659491193738	3.98
0.0900195694716243	0.823874755381605	3.37
0.0880626223091976	0.835616438356164	3.7
0.0958904109589041	0.837573385518591	3.65
0.0802348336594912	0.818003913894325	3.34
0.101761252446184	0.841487279843444	3.68
0.0821917808219178	0.851272015655577	4.28
0.0821917808219178	0.845401174168297	4.08
0.0802348336594912	0.85518590998043	4.46
0.0782778864970646	0.845401174168297	4.14
0.076320939334638	0.85518590998043	4.53
0.0684931506849315	0.864970645792564	5.11
0.076320939334638	0.864970645792564	4.94
0.0665362035225049	0.849315068493151	4.49
0.0684931506849315	0.816046966731898	3.44
0.076320939334638	0.859099804305284	4.69
0.076320939334638	0.839530332681018	3.98
0.0782778864970646	0.853228962818004	4.42
0.0782778864970646	0.86692759295499	4.98
0.086105675146771	0.863013698630137	4.65
0.0684931506849315	0.843444227005871	4.24
0.0704500978473581	0.833659491193738	3.89
0.086105675146771	0.863013698630137	4.65
0.0626223091976517	0.89041095890411	6.82
0.0626223091976517	0.904109589041096	8.04
0.060665362035225	0.911937377690802	9.05
0.0684931506849315	0.902152641878669	7.57
0.0547945205479452	0.906066536203523	8.68
0.0724070450097847	0.911937377690802	8.37
0.0587084148727984	0.894324853228963	7.3
0.0469667318982387	0.888454011741683	7.28
0.0567514677103718	0.906066536203523	8.57
0.0469667318982387	0.888454011741683	7.28
0.0782778864970646	0.909980430528376	7.87
0.0547945205479452	0.900195694716243	8.03
0.0626223091976517	0.902152641878669	7.85
0.060665362035225	0.908023483365949	8.58
0.0528375733855186	0.900195694716243	8.13
0.060665362035225	0.911937377690802	9.05
0.0665362035225049	0.906066536203523	8.05
0.0469667318982387	0.886497064579256	7.12
0.0626223091976517	0.89041095890411	6.82
0.0626223091976517	0.888454011741683	6.67
0.0743639921722113	0.896281800391389	6.83
0.0802348336594912	0.898238747553816	6.76
0.0743639921722113	0.902152641878669	7.31
0.0724070450097847	0.888454011741683	6.33
0.0626223091976517	0.88454011741683	6.39
0.0547945205479452	0.906066536203523	8.68
0.0547945205479452	0.898238747553816	7.84
0.0567514677103718	0.904109589041096	8.35
0.0547945205479452	0.898238747553816	7.84
0.050880626223092	0.902152641878669	8.45
0.0547945205479452	0.900195694716243	8.03
0.0547945205479452	0.906066536203523	8.68
0.0489236790606654	0.902152641878669	8.56
0.060665362035225	0.911937377690802	9.05
0.0587084148727984	0.913894324853229	9.44
0.0547945205479452	0.908023483365949	8.92
0.0665362035225049	0.874755381604697	5.66
0.060665362035225	0.87866927592955	6.07
0.0587084148727984	0.87866927592955	6.13
0.086105675146771	0.886497064579256	5.79
0.0704500978473581	0.89041095890411	6.54
0.076320939334638	0.908023483365949	7.77
0.0489236790606654	0.863013698630137	5.49
0.0528375733855186	0.888454011741683	7.04
0.0489236790606654	0.89041095890411	7.37
0.050880626223092	0.900195694716243	8.23
0.0528375733855186	0.911937377690802	9.56
0.0528375733855186	0.919765166340509	10.8
0.0489236790606654	0.915851272015656	10.45
0.0665362035225049	0.898238747553816	7.31
0.0547945205479452	0.88454011741683	6.66
0.060665362035225	0.896281800391389	7.38
0.0587084148727984	0.892367906066536	7.13
0.0684931506849315	0.892367906066536	6.75
0.0547945205479452	0.892367906066536	7.29
0.0430528375733855	0.892367906066536	7.82
0.0528375733855186	0.911937377690802	9.56
0.0489236790606654	0.900195694716243	8.34
0.0469667318982387	0.894324853228963	7.83
0.0547945205479452	0.89041095890411	7.13
0.0567514677103718	0.87866927592955	6.19
0.060665362035225	0.853228962818004	4.76
0.0587084148727984	0.882583170254403	6.39
0.0567514677103718	0.892367906066536	7.21
0.0528375733855186	0.886497064579256	6.89
0.0489236790606654	0.892367906066536	7.55
0.0450097847358121	0.886497064579256	7.2
0.0469667318982387	0.888454011741683	7.28
0.0489236790606654	0.894324853228963	7.73
0.050880626223092	0.900195694716243	8.23
0.0587084148727984	0.902152641878669	8.04
0.0489236790606654	0.892367906066536	7.55
0.050880626223092	0.89041095890411	7.29
0.0626223091976517	0.908023483365949	8.47
0.0567514677103718	0.904109589041096	8.35
0.0665362035225049	0.909980430528376	8.47
0.0587084148727984	0.900195694716243	7.84
0.060665362035225	0.908023483365949	8.58
0.0547945205479452	0.89041095890411	7.13
0.0567514677103718	0.900195694716243	7.94
0.060665362035225	0.892367906066536	7.05
0.0547945205479452	0.904109589041096	8.46
0.0528375733855186	0.894324853228963	7.55
0.0645792563600783	0.909980430528376	8.58
0.0684931506849315	0.911937377690802	8.59
0.060665362035225	0.911937377690802	9.05
0.0665362035225049	0.913894324853229	8.94
0.0528375733855186	0.911937377690802	9.56
0.050880626223092	0.911937377690802	9.7
0.0684931506849315	0.908023483365949	8.15
0.0684931506849315	0.898238747553816	7.22
0.0880626223091976	0.908023483365949	7.25
0.076320939334638	0.900195694716243	7.07
0.0587084148727984	0.904109589041096	8.24
0.0704500978473581	0.904109589041096	7.67
0.050880626223092	0.892367906066536	7.46
0.0528375733855186	0.906066536203523	8.8
0.0489236790606654	0.915851272015656	10.45
0.0528375733855186	0.917808219178082	10.46
0.0547945205479452	0.896281800391389	7.65
0.0450097847358121	0.894324853228963	7.92
0.0489236790606654	0.900195694716243	8.34
0.0704500978473581	0.911937377690802	8.48
0.0547945205479452	0.908023483365949	8.92
0.0410958904109589	0.898238747553816	8.55
0.0450097847358121	0.909980430528376	9.83
0.0489236790606654	0.915851272015656	10.45
0.0469667318982387	0.908023483365949	9.42
0.0410958904109589	0.898238747553816	8.55
0.0469667318982387	0.896281800391389	8.02
0.0430528375733855	0.904109589041096	9.15
0.0528375733855186	0.898238747553816	7.93
0.0469667318982387	0.911937377690802	9.98
0.0547945205479452	0.919765166340509	10.63
0.0528375733855186	0.915851272015656	10.15
0.0450097847358121	0.908023483365949	9.55
0.0450097847358121	0.894324853228963	7.92
0.0489236790606654	0.906066536203523	9.03
0.050880626223092	0.909980430528376	9.42
0.050880626223092	0.906066536203523	8.91
0.060665362035225	0.906066536203523	8.35
0.0469667318982387	0.904109589041096	8.91
0.0665362035225049	0.902152641878669	7.66
0.103718199608611	0.898238747553816	5.98
0.0958904109589041	0.900195694716243	6.35
0.0802348336594912	0.894324853228963	6.48
0.0547945205479452	0.880626223091976	6.38
0.0567514677103718	0.886497064579256	6.74
0.0587084148727984	0.89041095890411	6.97
0.0626223091976517	0.904109589041096	8.04
0.060665362035225	0.894324853228963	7.21
0.0665362035225049	0.908023483365949	8.26
0.0665362035225049	0.911937377690802	8.7
0.060665362035225	0.894324853228963	7.21
0.0665362035225049	0.898238747553816	7.31
0.0626223091976517	0.902152641878669	7.85
0.0587084148727984	0.892367906066536	7.13
0.0547945205479452	0.913894324853229	9.71
0.0489236790606654	0.908023483365949	9.29
0.050880626223092	0.906066536203523	8.91
0.0528375733855186	0.902152641878669	8.34
0.050880626223092	0.902152641878669	8.45
0.0469667318982387	0.896281800391389	8.02
0.0645792563600783	0.906066536203523	8.15
0.0724070450097847	0.911937377690802	8.37
0.0684931506849315	0.904109589041096	7.76
0.0724070450097847	0.902152641878669	7.4
0.0645792563600783	0.894324853228963	7.06
0.0743639921722113	0.911937377690802	8.27
0.0567514677103718	0.902152641878669	8.14
0.060665362035225	0.906066536203523	8.35
0.0626223091976517	0.911937377690802	8.93
0.060665362035225	0.911937377690802	9.05
0.060665362035225	0.898238747553816	7.56
0.0547945205479452	0.882583170254403	6.52
0.0567514677103718	0.894324853228963	7.38
0.0782778864970646	0.904109589041096	7.32
0.0567514677103718	0.892367906066536	7.21
0.050880626223092	0.88454011741683	6.81
0.0587084148727984	0.896281800391389	7.47
0.0645792563600783	0.898238747553816	7.39
0.0489236790606654	0.886497064579256	7.04
0.0528375733855186	0.892367906066536	7.38
0.0626223091976517	0.894324853228963	7.13
0.0587084148727984	0.89041095890411	6.97
0.0704500978473581	0.900195694716243	7.31
0.076320939334638	0.911937377690802	8.17
0.0724070450097847	0.894324853228963	6.75
0.0743639921722113	0.880626223091976	5.78
0.0567514677103718	0.896281800391389	7.56
0.0645792563600783	0.906066536203523	8.15
0.0743639921722113	0.915851272015656	8.71
0.0724070450097847	0.919765166340509	9.33
0.076320939334638	0.911937377690802	8.17
0.0704500978473581	0.882583170254403	6.01
0.0645792563600783	0.874755381604697	5.72
0.0626223091976517	0.870841487279843	5.55
0.0684931506849315	0.886497064579256	6.33
0.0665362035225049	0.876712328767123	5.77
0.0665362035225049	0.868884540117417	5.35
0.0665362035225049	0.904109589041096	7.85
0.060665362035225	0.886497064579256	6.6
0.060665362035225	0.892367906066536	7.05
0.0645792563600783	0.906066536203523	8.15
0.0684931506849315	0.87279843444227	5.5
0.060665362035225	0.900195694716243	7.75
0.0528375733855186	0.896281800391389	7.74
0.0567514677103718	0.900195694716243	7.94
0.0587084148727984	0.900195694716243	7.84
0.0587084148727984	0.892367906066536	7.13
0.0684931506849315	0.906066536203523	7.95
0.0684931506849315	0.909980430528376	8.37
0.0743639921722113	0.915851272015656	8.71
0.0684931506849315	0.919765166340509	9.59
0.0626223091976517	0.904109589041096	8.04
0.0724070450097847	0.900195694716243	7.23
0.0645792563600783	0.908023483365949	8.36
0.0626223091976517	0.908023483365949	8.47
0.0684931506849315	0.902152641878669	7.57
0.0684931506849315	0.908023483365949	8.15
0.0684931506849315	0.919765166340509	9.59
0.0802348336594912	0.909980430528376	7.77
0.0743639921722113	0.902152641878669	7.31
0.0724070450097847	0.896281800391389	6.91
0.0841487279843444	0.913894324853229	7.97
0.0782778864970646	0.911937377690802	8.07
0.0743639921722113	0.911937377690802	8.27
0.0782778864970646	0.906066536203523	7.49
0.0665362035225049	0.911937377690802	8.7
0.0782778864970646	0.915851272015656	8.49
0.0704500978473581	0.911937377690802	8.48
0.086105675146771	0.915851272015656	8.08
0.0724070450097847	0.909980430528376	8.16
0.086105675146771	0.911937377690802	7.69
0.0821917808219178	0.919765166340509	8.73
0.0567514677103718	0.904109589041096	8.35
0.0782778864970646	0.921722113502935	9.21
0.0724070450097847	0.906066536203523	7.76
0.0724070450097847	0.919765166340509	9.33
0.0743639921722113	0.919765166340509	9.2
0.0645792563600783	0.906066536203523	8.15
0.0626223091976517	0.898238747553816	7.48
0.0782778864970646	0.921722113502935	9.21
0.0841487279843444	0.921722113502935	8.85
0.0841487279843444	0.909980430528376	7.59
0.0587084148727984	0.906066536203523	8.46
0.0704500978473581	0.915851272015656	8.95
0.0782778864970646	0.923679060665362	9.47
0.076320939334638	0.919765166340509	9.08
0.086105675146771	0.917808219178082	8.28
0.0587084148727984	0.888454011741683	6.82
0.0684931506849315	0.892367906066536	6.75
0.0704500978473581	0.904109589041096	7.67
0.0743639921722113	0.902152641878669	7.31
0.0665362035225049	0.896281800391389	7.14
0.0665362035225049	0.902152641878669	7.66
0.0684931506849315	0.888454011741683	6.46
0.0587084148727984	0.898238747553816	7.65
0.060665362035225	0.896281800391389	7.38
0.0645792563600783	0.902152641878669	7.75
0.0626223091976517	0.902152641878669	7.85
0.0665362035225049	0.906066536203523	8.05
0.0684931506849315	0.908023483365949	8.15
0.0724070450097847	0.906066536203523	7.76
0.0567514677103718	0.898238747553816	7.74
0.0645792563600783	0.908023483365949	8.36
0.0724070450097847	0.900195694716243	7.23
0.0704500978473581	0.909980430528376	8.26
0.0704500978473581	0.904109589041096	7.67
0.0645792563600783	0.906066536203523	8.15
0.0704500978473581	0.915851272015656	8.95
0.0645792563600783	0.900195694716243	7.57
0.0724070450097847	0.908023483365949	7.96
0.0704500978473581	0.906066536203523	7.86
0.0645792563600783	0.896281800391389	7.22
0.0547945205479452	0.900195694716243	8.03
0.050880626223092	0.900195694716243	8.23
0.0547945205479452	0.88454011741683	6.66
0.0645792563600783	0.898238747553816	7.39
0.0528375733855186	0.906066536203523	8.8
0.0547945205479452	0.88454011741683	6.66
0.0782778864970646	0.904109589041096	7.32
0.0626223091976517	0.898238747553816	7.48
0.0645792563600783	0.892367906066536	6.9
0.076320939334638	0.886497064579256	6.08
0.0684931506849315	0.911937377690802	8.59
0.0587084148727984	0.906066536203523	8.46
0.0645792563600783	0.913894324853229	9.06
0.0645792563600783	0.909980430528376	8.58
0.0665362035225049	0.911937377690802	8.7
0.0724070450097847	0.919765166340509	9.33
0.0743639921722113	0.909980430528376	8.06
0.0665362035225049	0.911937377690802	8.7
0.0665362035225049	0.909980430528376	8.47
0.0645792563600783	0.904109589041096	7.95
0.0665362035225049	0.911937377690802	8.7
0.0665362035225049	0.915851272015656	9.19
0.0626223091976517	0.911937377690802	8.93
0.0567514677103718	0.900195694716243	7.94
0.0626223091976517	0.898238747553816	7.48
0.060665362035225	0.898238747553816	7.56
0.0704500978473581	0.913894324853229	8.71
0.0665362035225049	0.898238747553816	7.31
0.0626223091976517	0.913894324853229	9.18
0.0743639921722113	0.904109589041096	7.49
0.0587084148727984	0.904109589041096	8.24
0.0567514677103718	0.898238747553816	7.74
0.0626223091976517	0.900195694716243	7.66
0.0567514677103718	0.900195694716243	7.94
0.0684931506849315	0.904109589041096	7.76
0.0645792563600783	0.906066536203523	8.15
0.0587084148727984	0.89041095890411	6.97
0.0587084148727984	0.908023483365949	8.69
0.0567514677103718	0.908023483365949	8.8
0.0626223091976517	0.904109589041096	8.04
0.0645792563600783	0.911937377690802	8.81
0.060665362035225	0.913894324853229	9.31
0.0626223091976517	0.906066536203523	8.25
0.0587084148727984	0.904109589041096	8.24
0.0645792563600783	0.917808219178082	9.59
0.0645792563600783	0.917808219178082	9.59
0.0567514677103718	0.913894324853229	9.57
0.0645792563600783	0.919765166340509	9.87
0.0547945205479452	0.911937377690802	9.43
0.050880626223092	0.894324853228963	7.64
0.0528375733855186	0.900195694716243	8.13
0.0547945205479452	0.906066536203523	8.68
0.060665362035225	0.913894324853229	9.31
