type	Epi	Fib	B	NK	CD4T	CD8T	Mono	Neutro	Eosino
Breast cancer	0.428832867679849	0.0671256292594322	0.0572550388516562	0.0764661122743322	0.0589532119907328	0	0.0713262963894583	0.24004084355454	0
Breast cancer	0.876304634047272	0	0.019430463005717	0.0296238305908425	0.0228721352141215	0	0.0219201172912429	0.02656651114734	0.003282308703464
Breast cancer	0.963050954390543	0	0.00622591308407374	0.00864477113821562	0.00737548806816849	0	0.008145387564664	0.00625648158543615	0.000301004168899308
Breast cancer	0.642115908828759	0	0.0494772876629977	0.0855727679101289	0.0709959685923373	0	0.0921830825504784	0.0441271243991546	0.0155278600561438
Breast cancer	0.759839619901171	0	0.0369281237724972	0.0512605192767533	0.0366598831020172	0	0.0449668757281502	0.0695241370119682	0.00082084120744268
Breast cancer	0.899772758187737	0	0.0176873994827867	0.0235945563949784	0.0188748304823751	0	0.0172957278915469	0.0211067252042367	0.00166800235633886
Breast cancer	0.122386647127402	0.0294880572061908	0.00910104677959353	0.0173013246553835	0.0104113753963472	0	0.013240427854774	0.798071120980309	0
Breast cancer	0.926440647003343	0	0.0117990353766123	0.0167335482108248	0.0145112512813111	0	0.0140391611725049	0.0164763569554042	0
Breast cancer	0.455670770793909	0.0436107665417849	0.0440838753747699	0.064620762436308	0.044960408380087	0	0.050427302325934	0.296626114147208	0
Breast cancer	0.939106144851641	0	0.0112355951681513	0.0150353698208533	0.012006760517573	0	0.0128894287206822	0.00858670437441479	0.0011399965466839
Breast cancer	0.33600634048619	0.0387661162975017	0.03950238612448	0.0509400898371693	0.0392779819181321	0	0.0572639374176649	0.438243147918862	0
Breast cancer	0.883240943567246	0	0.019071264156446	0.026535286413745	0.02220841607133	0	0.0231258616397416	0.0235954654812449	0.00222276267024615
Breast cancer	0.856029911188152	0	0.0225194931894912	0.0345937147571955	0.0284315479765679	0	0.025286740538125	0.0248698034415684	0.00826878890890009
Breast cancer	0.0553885847904033	0.0114811735810538	0	0	0	0	0.0150463700920726	0.91808387153647	0
Breast cancer	0.163419036239719	0.0387127021193782	0.0346816074164577	0.0372338234879784	0.0256897423654958	0	0.0230677115443222	0.677195376826649	0
Breast cancer	0.693641134880651	0.0377179835940055	0.0443872253862104	0.0607824463818678	0.0529524503357858	0	0.0453594198237666	0.0614594648250366	0.00369987477267603
Breast cancer	0.9877736355751	0	0.00212992400019821	0.00300124100902737	0.00235248314902069	0	0.00240661506278204	0.00231968665946852	1.64145444027736e-05
Breast cancer	0.468292847053859	0.0338698047014627	0.0489326900317664	0.0667129139268149	0.0535591681183015	0	0.0590886904988055	0.26954388566899	0
Breast cancer	1	0	0	0	0	0	0	0	0
