type	WID-BC-index	WID-BC-index w/o mQTLs
Control	-0.287691543533484	-0.265021436471372
Control	-0.0172470906534972	0.0909777750204581
Control	-0.28458621498514	-0.284235140526265
Control	-0.952259453178415	-1.23870361285227
Control	0.665807948447543	1.14493148386218
Control	-0.0578913539853428	0.0800556061295799
Control	-0.626718587455499	-0.818428996750248
Control	-0.795624708880121	-1.01072113618319
Breast	1.29777465783794	2.00847470331444
Breast	0.895127628946396	1.41089745237408
Control	-0.224968178090338	-0.229462592579877
Control	-0.0469671977455255	0.0237591750185806
Breast	1.11751186606458	1.73318845622725
Breast	0.26973394687985	0.52859133577981
Control	0.363362061496764	0.633444885957097
Control	-0.930826543428099	-1.27470811151011
Control	-1.13633165010794	-1.50597130205844
Breast	3.02256513061818	4.51139442199969
Control	-0.117294101863744	-0.058880257305806
Breast	0.366512756931773	0.666813334501939
Control	-0.847188008086743	-1.07335322977215
Control	-0.316315989331965	-0.285984430611021
Control	0.635193013522365	1.09231642401287
Control	-0.12164247253837	-0.0418978317139807
Breast	0.752439541908332	1.17527101135765
Control	-0.360308166057134	-0.39617059936488
Breast	1.31791711804599	2.02822703065921
Breast	0.333000726785936	0.601448948158876
Breast	-0.722188100224524	-0.937694659724824
Breast	0.960030393186267	1.51963580301655
Breast	0.702218630772072	1.13093494960573
Breast	0.920175591459541	1.44826154299089
Control	0.230096582854355	0.456381662958272
Control	-0.0414796589253387	0.0152017132431514
Control	0.71523091900294	1.17210883571137
Control	-0.329818602764871	-0.269165221292717
Breast	0.632799376912615	1.03152860956137
Breast	0.676030223503237	1.08359291179482
Breast	0.266886925487624	0.513802479333877
Breast	0.824258675963991	1.3447924521809
Control	-0.71695642102969	-0.925198735859043
Control	-0.259761533861164	-0.266404102103978
Breast	0.765610978426118	1.2775524235478
Control	-0.636105242207744	-0.815585272933569
Control	0.607990596448591	0.977152188239351
Breast	0.738533073013251	1.18540013770569
Breast	-0.979793460714919	-1.32228968583761
Control	-0.473434732057082	-0.572366856448864
Breast	0.212453105214204	0.379746288783523
Control	-0.895554003044666	-1.1473239418157
Control	0.256162392328965	0.502618711564992
Control	0.173813868309454	0.382611946911194
Control	-0.251986797882579	-0.274978097484355
Control	-0.671352653271794	-0.873223489754424
Breast	-0.420905942041446	-0.462515433024674
Control	0.353791862326245	0.661962121801379
Breast	0.429766993621081	0.758419676431369
Breast	0.638196722117682	1.02993530816829
Breast	0.549154418052265	0.934756959878763
Control	0.100116172258621	0.260328099691032
Control	-0.320559331871622	-0.362496788993478
Control	-0.447885907403718	-0.45388362941299
Control	-0.187862123897607	-0.219567470217426
Breast	0.43723974715069	0.759827358789393
Breast	0.326597923914534	0.60681683481079
Breast	-0.110304778649095	-0.022091518051312
Control	-0.897369398028743	-1.16509384426749
Control	-0.632349274048237	-0.813088681746662
Control	-0.450940451723655	-0.519387536387859
Breast	0.613572175283725	1.00645845707984
Breast	-0.241774205716484	-0.221169796224219
Control	0.758559803470254	1.24115673303307
Control	-0.353296098645198	-0.388531693347455
Breast	0.90302541554782	1.41173986888432
Breast	0.94012465408025	1.48079151331553
Control	-0.0218909798726818	0.104079240306316
Control	-0.4550168327834	-0.560108633450752
Breast	-0.795788080063432	-1.05762943203585
Control	-0.232897565127993	-0.209736568247404
Control	0.180044544661147	0.342842439034515
Breast	0.926790142966897	1.49750088173177
Control	0.0289668470539334	0.156599704212192
Control	-0.747605285183259	-1.01842639757568
Breast	0.183410534044097	0.376590791357966
Breast	0.717045318012609	1.17782792671041
Control	-1.24185756267543	-1.69841060073843
Breast	0.319347365645927	0.547908951082996
Control	0.647958467079329	1.06803763185946
Breast	0.57992835711771	0.872733966567229
Control	0.0974249373631754	0.334088361467015
Breast	1.0637198745251	1.68882448818907
Breast	0.788403197013459	1.29070414742475
Control	-0.162758515066025	-0.0799435142937943
Breast	0.812757975420866	1.31226504156218
Control	0.620986568560111	1.03106123259364
Breast	0.0324764805485228	0.158711122698316
Control	-0.036117657504991	0.0664655820651747
Control	-0.0775604787830909	0.0106498624671201
Control	-0.439100688858636	-0.463608692555091
Control	-0.723960950807181	-0.972261377709065
Control	-0.585628559713458	-0.782933720447633
Control	0.137406085998485	0.360464127162352
Control	0.156438658592752	0.271789162632112
Control	-0.25365612813596	-0.24793533775488
Control	-0.459036453522826	-0.544395376321295
Control	-0.0350217884951111	0.111795389570786
Control	-0.331777325848465	-0.417305244820996
Control	0.0951459540716194	0.254908758710625
Control	-0.312891977854402	-0.2941317211888
Control	0.116614310841029	0.339936567858881
Control	-0.105631358638519	-0.0202806983072908
Control	-0.27486236801995	-0.270320730119465
Control	0.758564219960301	1.24312637905295
Control	-0.510672439021211	-0.609462047409893
Control	-0.49056364658246	-0.593692059678598
Control	-0.608876565024952	-0.755694162608484
Control	-0.261891542171636	-0.205384632218723
Control	-0.0856604244379962	-0.0103918111605395
Control	-0.239868009126807	-0.19187337558469
Control	0.231228011896366	0.471903900865627
Control	-0.22890469331273	-0.221945322767288
Control	-0.231758100867939	-0.208316115904078
Control	-0.442020581941105	-0.521174938688366
Control	-0.862411247725651	-1.16016343471124
Control	0.352556220223477	0.661626862671315
Control	-0.232018040385407	-0.276846318643619
Control	-0.430728163757102	-0.528517337508451
Control	-0.341494813456759	-0.361979678644407
Control	-0.472934730919913	-0.553775834520024
Control	-0.183686687911885	-0.123942525121999
Control	-0.648239305334692	-0.862145684992472
Control	-0.393537526830585	-0.49042372233032
Control	-0.00721311807873277	0.0917091760724485
Control	-0.466503473668226	-0.564699408249846
Control	-0.917241644671924	-1.20151949912451
Control	-0.320635975401036	-0.373120311211694
Control	-0.66095279826652	-0.848476957659881
Control	0.50687555400979	0.871938463899316
Control	0.216837999820903	0.462416033207071
Control	-0.142834476097752	-0.0719180838534177
Control	-0.803911643148626	-1.04647318449849
Control	-1.60446638912814	-2.23126998152468
Breast	-2.77387972881393	-3.89171919137594
