WID-BC-index	ic	type
-0.42370795231856	0.590631986708662	Control
-0.254864704980818	0.704848931127271	Control
-0.525700441132021	0.874302560818139	Control
-1.42714266735606	0.253516522546293	Control
-0.449033705558508	0.555326422736469	Control
-0.13680222279451	0.62260963010602	Control
0.199455819830279	0.143927761451168	Control
-0.58396769072192	0.917501732297038	Control
-0.522254664312944	0.651716140778776	Control
-0.952627023822131	0.282192610585607	Control
-0.512566271365154	0.533174405033216	Control
0.548478057203914	0.630667726016757	Control
-0.100247341417293	0.449423728110566	Control
-0.0312390638359914	0.709191243412242	Control
0.0299495924696459	0.184698778876139	Control
-0.497787837453984	0.747936528224618	Control
-0.276200738549374	0.400512996585361	Control
0.0422045348897261	0.870732077641593	Control
0.134797272547807	0	Control
-0.506559703566394	0.216997802878132	Control
0.297256540572118	0.794420129636785	Control
-0.441040220441743	0.500381229238428	Control
0.0861467123413297	0.517404882243066	Control
-0.581326863918045	0.772070645938006	Control
-0.441356740459078	0.405298968287934	Control
-0.904850432604768	0.81414760069914	Control
-0.723049916353067	0.446550004694329	Control
-0.39858867981701	0.279990657632621	Control
-0.27021734944873	0.545693065742293	Control
0.749975935388246	0.00253602964212153	Control
0.0537433608086711	0.513469319398493	Control
-0.993748760351089	0.354714926916134	Control
0.885263528410732	0.240832431370059	Control
-0.521561729521858	0.0596437859807915	Control
-0.498265017039676	0.647000925779079	Control
-0.597948122380237	0.686351364685118	Control
0.466386979487825	0.360822214806432	Control
0.00723372770659607	0.698876799719422	Control
