WID-BC-index	ic	type
0.3215184315499	0.574135940658153	Breast
0.872300075067314	0.461806675120373	Breast
0.920939808373133	0	Breast
0.633045984410137	0.70454886991033	Breast
0.970431684984329	0.74756121312272	Breast
0.677184961787826	0.766975914599968	Breast
0.705097079941933	0.446930686298846	Breast
0.321008717161343	0.826747237143626	Breast
2.05942504918902	0.178529914709047	Breast
1.06614001283806	0.613784919467541	Breast
0.309092565088967	0.624193482594805	Breast
0.634931663072861	0.685462290739003	Breast
-0.73373491395931	0.0396884341555018	Breast
-0.200817231686404	0.453414024099549	Breast
0.28905947446068	0.955669164331919	Breast
1.40154956160584	0	Breast
0.0537572516891795	0.702907736916086	Breast
0.227067868487832	0.558437894958648	Breast
-0.202977133625135	0.891810564482154	Breast
0.171738816506056	0.461154906678642	Breast
0.421913940107825	0.847511276910324	Breast
-0.168222806485006	0.746440326282182	Breast
0.0855032104145933	0.937450403570339	Breast
0.0472414826606113	0.698511954950585	Breast
0.627518593115136	0.293129556303661	Breast
0.858612330814324	0.0266072703505609	Breast
0.0862411302449842	0.482969979000295	Breast
0.832923937997756	0.00684970389675897	Breast
0.924115858409172	0.862544876652664	Breast
0.474639093637005	0.825546307819955	Breast
1.04217273201951	0	Breast
-0.476890299452239	0.0492480411660255	Breast
0.332297184544044	0.718021638208515	Breast
0.0854948051027842	0.876002949768744	Breast
0.736556633949797	0.226811651116732	Breast
0.289612142685965	0.708188838470458	Breast
0.555845458861348	0.291189964649183	Breast
1.04121109598252	0.539857849643434	Breast
1.8469767249521	0.0273181608394016	Breast
1.01519489461912	0.410284865976073	Breast
1.27561229401599	0.272696304517567	Breast
1.02970605358326	0.878510666573846	Breast
0.338865327852248	0	Breast
1.57791317787756	0.090398224781176	Breast
-0.403391530550129	0.833094363557866	Breast
0.553195902711928	0.0174495433225904	Breast
0.370445106542995	0	Breast
-0.0129651923369476	0.620997988036387	Breast
0.753437764092183	0.901636854214759	Breast
0.566095703495079	0.90766822653045	Breast
1.03687185286211	0.174152595833374	Breast
0.686587642824041	0.546018259745485	Breast
0.937214956046755	0.265205852014645	Breast
0.219175370089781	0.865774667167746	Breast
0.564448995236108	0.860221898024907	Breast
0.789357767380339	0.77959629844792	Breast
0.00836762145618868	0.757574950705055	Breast
0.0100990909986375	0.929111363827736	Breast
0.402553725659426	0.6269675859948	Breast
0.177608221828664	0.507780607011316	Breast
0.507906953556068	0.0873463503827905	Breast
0.361156618318832	0.251511178873042	Breast
0.571061894312546	0.884959915028351	Breast
0.423990677061629	0.759138419952311	Breast
0.359009497635272	0	Breast
0.305189132650262	0.841463381481329	Breast
0.100753990360876	0.895167983186833	Breast
1.21260980412224	0.913051692310297	Breast
1.01498414867475	0.196248818067083	Breast
0.169209468047008	0.900817952024864	Breast
0.0371711240265746	0.0822142172838677	Breast
0.164300302482	0.70249111087051	Breast
0.318625764841879	0.761572889505769	Breast
-0.150162275123677	0.191714317363668	Breast
0.567514988754802	0.788868201727115	Breast
0.450928969774579	0.633673865220455	Breast
0.681621615072104	0.370153804989276	Breast
1.11677413966131	0.198513210593378	Breast
0.451523656247333	0.716708973533114	Breast
-0.483591604774232	0	Breast
0.675746147697652	0.13050133972834	Breast
0.455119048047233	0.709140130187676	Breast
0.313050482201103	0.510468471046134	Breast
0.0859085844136843	0.758457849046445	Breast
0.649250365469084	0.801528630980863	Breast
-0.366740759524238	0.621696936688073	Breast
0.455662727340545	0.508644769077443	Breast
-1.02737157448783	0.859397804315848	Breast
-0.18564669187087	0.331073162121511	Breast
-0.556727873678965	0.905008085176617	Breast
0.26397491386205	0.877321047551981	Breast
0.920520382035043	0.0917503934743297	Breast
0.232952834300977	0.965830612781344	Breast
0.479377534330783	0.176731890744715	Breast
0.13910768978604	0.955243770855506	Breast
0.592106184215027	0.816868567426134	Breast
2.18944578127043	0.146291503557454	Breast
-0.0302263542388889	0.887910395617495	Breast
0.524863380728526	0.364031906525859	Breast
1.53574745269944	0.101298013982943	Breast
-0.230086837956877	0.747916365603024	Breast
0.180951689743864	0.829126724398139	Breast
-0.111546362791832	0.172590091276271	Breast
0.457657485511613	0	Breast
0.102849117322599	0.630142160440609	Breast
0.804357147072218	0.0270167145253456	Breast
0.612701730882244	0.223901751619982	Breast
-0.0941679727290822	0.530829199985023	Breast
-0.0166555229722222	0.930164533563664	Breast
0.658201574550852	0.356638901480717	Breast
-0.0383366067054804	0.411413453471446	Breast
0.439571784400733	0.284793706482141	Breast
-0.743881363530076	0.842759985789898	Control
-0.882898440395577	0.171087763129129	Control
-0.237306241502074	0.740280195214543	Control
-0.612195691187768	0.764389664290557	Control
-0.0267491930335274	0.0116472039002767	Control
0.312268431496757	0.396439571725659	Control
0.262743115103116	0.693002874761634	Control
0.277214939303598	0.276189726546185	Control
-0.567651777720604	0.207153258172182	Control
-0.478132135916309	0.429813887875932	Control
0.153254059805053	0.316485646036089	Control
-0.259502689664079	0.782952748660713	Control
-0.254679721080463	0.380639708598416	Control
-0.28494174190359	0.211549407561309	Control
-0.323283151200456	0.0434724121658983	Control
-0.451586768621736	0.320278618888269	Control
-0.0844159129756592	0.605372251975784	Control
-0.274597121346044	0.861542543386296	Control
0.211569569953156	0.378765650360322	Control
-0.379721650543771	0.32489456291855	Control
-0.0522109816194738	0.409934572469189	Control
-0.385326749348871	0.897438348602038	Control
-0.731443103114823	0.227626849831434	Control
0.88954437359273	0.0322922749775699	Control
-0.0366102591168435	0.671579422158687	Control
0.278638532811838	0.88341543877591	Control
0.0604934439672088	0.781176930639323	Control
0.574993038401107	0.896065256684654	Control
0.065748393641733	0	Control
-0.403991868881727	0.187470600365606	Control
-0.641367422819088	0.336784966004738	Control
0.365211437102559	0.557420856528205	Control
-0.732225991062564	0.438661437071053	Control
-0.434640683394424	0.718491257016994	Control
-1.09019380127999	0.230674411760649	Control
-0.131477994129874	0.593084535529992	Control
0.0767854867068647	0.607561760102329	Control
0.0738917845514497	0.46851006658263	Control
-0.00521169323805777	0.303258484280692	Control
-0.786521433181342	0.0380384665474442	Control
-0.013367339384292	0.291287110444853	Control
0.0778190004101887	0.511629688809222	Control
-0.464256523674451	0.412557856961349	Control
-0.257555275182805	0.688876694059585	Control
0.919092972317711	0.133327403044873	Control
-1.49632255665899	0.0225721567255146	Control
-0.814086903069808	0.49332077192101	Control
-0.875096541743326	0.767342822151489	Control
0.750794830153833	0.527349590996378	Control
-0.204317444496935	0.780887222238954	Control
-1.31514750371564	0.218480123660323	Control
-0.237991647522358	0.298068417174764	Control
-1.53150834500034	0.0957575040048044	Control
-0.00334549629258175	0	Control
-0.442222163207109	0.500191824241061	Control
-0.252380236176464	0.505559391544447	Control
0.0248886575260189	0.265997075665284	Control
0.113262801846543	0.329343948535364	Control
-0.569684892178928	0.285806931499674	Control
0.16826881191547	0.621443517426179	Control
-0.197298060228166	0.386140111980881	Control
-0.0152744973632943	0.401061698859773	Control
-0.125321207041506	0.730862251719786	Control
-0.651402464157769	0.159752462169268	Control
-0.399299860206172	0.332070032917269	Control
-0.593151234264702	0.869714081878026	Control
-0.184341867819824	0.39650661434143	Control
0.457223920370279	0	Control
-0.64921578558101	0.524463071788568	Control
0.615594890707416	0.399136377064087	Control
0.497933286276048	0.396706096938621	Control
0.393030930434972	0.873649249915559	Control
0.27470870905896	0.0189227286209378	Control
-0.634046966733274	0.836446403407183	Control
0.440988347004688	0.0649539197642253	Control
-0.585093392878137	0.681801475444771	Control
0.0992893695040286	0.258596532367172	Control
0.578161740458859	0.185229479594749	Control
0.232144718276475	0.823922139807978	Control
-0.202279788316053	0.780870286767516	Control
0.555198228322949	0.481217036313079	Control
0.562444861009367	0.0650967115185468	Control
-0.352347655102371	0.3727910118697	Control
-0.515047861259032	0.489700597782827	Control
-1.03957497317253	0.254718300514008	Control
-0.0925468797822283	0.273090872937147	Control
0.646576196006771	0.317123068153718	Control
-0.157659118951524	0.527872711312284	Control
-0.186696612825785	0.0618543208183548	Control
0.00213190536709286	0.885492238963624	Control
-0.710534855552808	0.635381113692984	Control
-1.1305668769203	0.327899541310496	Control
-0.511267682734815	0.588344341482295	Control
0.121957929969653	0.67592485189114	Control
0.484460435541283	0.557196259538899	Control
-0.859277056435688	0.0723247796813098	Control
-0.471145790805571	0.500492535023838	Control
1.61654341863949	0.609472423098043	Control
-1.01703624302223	0.293289896767329	Control
0.760569930651689	0.0523903348772586	Control
0.207153006393948	0.82857903242168	Control
-0.775500997571701	0.425737464620145	Control
-0.561776265406792	0.367705985319592	Control
-0.224599964206712	0.591218745989829	Control
0.141597645850714	0.644994179307145	Control
-0.184087510798444	0.704369573988269	Control
0.115080525379773	0.536477320872839	Control
0.625169056008832	0.229312451289003	Control
-0.392417554007568	0.624839898681968	Control
-0.239004352366586	0.280532207880095	Control
-0.878588318709928	0.393420393934606	Control
-0.189456825700819	0.930578867739542	Control
-0.490925998547264	0.747302136017937	Control
0.23111208855014	0.806502318633003	Control
-0.978566284655411	0.574548762500673	Control
0.640720621051752	0.0871633624916182	Control
0.111657909810362	0.542883912334965	Control
-0.0210765108045142	0.91532866126003	Control
-0.227478131575769	0.660025154483864	Control
-1.091446409332	0.252896123891394	Control
-0.373401776488614	0.00819679709128974	Control
-0.107679004486352	0.697726509637593	Control
0.0212238088923058	0.442897028868669	Control
-0.407933143726947	0.590370831145334	Control
-0.0536647425920819	0.647290649207027	Control
-0.160130672256647	0.349650101101191	Control
-0.539663501869694	0.834684192395077	Control
-0.285472853630711	0.812842892265052	Control
-0.16099740117638	0.0931851055044406	Control
-0.366069261834361	0.771158775185656	Control
-0.278932211462047	0.538624558006589	Control
-0.534794746168265	0.801175435178861	Control
-0.0782980950703662	0.306372397870587	Control
-0.368218209264839	0.622972331348823	Control
-0.243652006155173	0.571646054082061	Control
0.207189498606074	0.786952445457607	Control
-0.4434080066427	0.73721637540657	Control
0.0951533981024789	0.461898675436326	Control
-0.361701213763904	0.590135486942923	Control
-0.258984279631421	0.655902672221621	Control
0.127194969846988	0.619923305291235	Control
0.299121680573701	0.589005370309697	Control
-0.0597566391856471	0.225031881642743	Control
-0.0783143234188013	0.66970647831041	Control
-0.00180806114773298	0.616255478740708	Control
-0.54837288180189	0.930384342320581	Control
-0.0941163123653993	0.723163823890773	Control
-0.294373598142355	0.456219467731442	Control
0.60025036744697	0.204833609730284	Control
-0.798636663888287	0.936397401039487	Control
-0.200363767796272	0.0201739345062094	Control
-0.789093892952099	0.733952345572886	Control
-0.798667037139339	0.140597144557038	Control
-0.621566691430113	0.816884825474407	Control
-0.739069551171503	0.519990934013848	Control
-0.764219783615614	0.723226643474699	Control
-0.608505272619626	0.710784584429395	Control
-0.809099026858295	0.506946792807666	Control
-0.861935552339043	0.337649691856884	Control
-0.426784603001436	0.147107512449594	Control
-0.45263360048011	0.272419108226666	Control
-0.361781521332167	0.909511085200214	Control
-0.516644504972459	0.49630724899088	Control
-0.567851397410015	0.331929468179373	Control
-0.457185420202218	0.289419486270964	Control
0.340954105250796	0.44085044704544	Control
-0.27945622273359	0.31586385759233	Control
0.0946350619564707	0.360652999614754	Control
0.242831172859644	0.362575772957703	Control
-0.772416117132466	0.608806332363727	Control
-0.409534716738011	0.255725002394333	Control
0.00284083683042109	0.750458788668301	Control
-1.01990557332456	0.281052146333983	Control
-1.11170089495594	0.904535291748073	Control
-0.805204137342698	0.77722028806649	Control
-0.623566362633326	0.180430943190515	Control
-0.127103471422663	0.588369486604332	Control
-0.870528204984338	0.133964571672774	Control
-0.799435549636001	0.326041427339468	Control
-1.05348781433004	0.949226443959853	Control
-0.672124679364744	0.844126675281769	Control
-0.800370757299353	0.762621916218109	Control
-0.359455577794845	0.70654778702096	Control
-1.03101807860591	0.565549524125522	Control
-1.17176837988011	0.80307809717627	Control
0.28468643308114	0.477419997967582	Control
-0.540407040939235	0.77079831702073	Control
-0.842267095406909	0.0621923326522515	Control
0.124381907391191	0.495010925984416	Control
-0.447088746240826	0.473569293479212	Control
-1.33345349862435	0.709436717965655	Control
-0.245151307379304	0.46874610359385	Control
-0.362804610072337	0.181196483148904	Control
-0.336378409651446	0.173381990389864	Control
0.541414905881504	0.0852030046196792	Control
-0.79163052308189	0.799086418429137	Control
-1.04785638250741	0.805155876902799	Control
-0.318756756486488	0.610353531220508	Control
0.010822330614171	0.464294721484174	Control
-0.236657816162087	0.764959402214765	Control
0.55565176537153	0.0407798001874145	Control
1.0501201690602	0.132189049613148	Control
-0.186380556050657	0.521901998756314	Control
0.0124098338045531	0.189390198391365	Control
-0.665565644134098	0.0385379586091897	Control
-1.16626112803231	0.15035232719577	Control
-0.728437608665239	0.876666699646005	Control
0.244463795284353	0.155360004677683	Control
-0.422043526108829	0.393377508519078	Control
-0.620495072151053	0.886402523604957	Control
-0.37838395083771	0.629004436046163	Control
0.29471200324187	0.0501699227560971	Control
-0.298313130164006	0.950222813381036	Control
-0.262890961496628	0.677374049509858	Control
0.229671125737377	0.668661825737566	Control
-0.529894336715378	0.156173649325097	Control
-0.49369242078417	0.772829566849181	Control
0.204902669419634	0.230177759303786	Control
-0.84149102968025	0.646247677075018	Control
-0.680625158313535	0.865434735547675	Control
-0.36829933538823	0.572911006339433	Control
-0.409546410941447	0.343492657157669	Control
0.959243577135698	0.484781048788566	Control
-0.739513710874324	0.516644585339245	Control
0.498422477815776	0.736923390147798	Control
-0.487451510192532	0.944544122730092	Control
-0.417084923694365	0.932424306349746	Control
0.105242575206256	0.00921308915146085	Control
-0.0442362941206668	0.67672846899489	Control
-0.456854053044462	0.255589687202144	Control
-0.150959502630402	0.871553416748183	Control
0.5091702629005	0.372868086059919	Control
0.21609170184699	0.525899626406826	Control
-0.281591794227754	0.0342968700938431	Control
-0.708914722741649	0.901633660242569	Control
-0.158938377430944	0.745075296650324	Control
0.0546610347623123	0	Control
0.00671109182257911	0.8043275529916	Control
-0.140007048699289	0.260786010247137	Control
-0.740702730945822	0.773370819022962	Control
-0.450196957666406	0.856818659147067	Control
-0.853272400756767	0.248664235467342	Control
0.0868911291967856	0.600290647290561	Control
-0.619416229909323	0.52431453152573	Control
-1.0151498655126	0	Control
0.00750691463509397	0.546002984035494	Control
-0.0941441021459656	0.534784942059861	Control
-0.206509334720358	0.753318228315786	Control
0.0814390342786182	0.53988140459456	Control
-0.286395709324848	0.703345910411958	Control
-0.0220725948243167	0.411119297446361	Control
0.261654763167025	0.888181574709489	Control
-0.58356834864617	0.260246354636142	Control
-0.437461502818775	0.41868164942291	Control
-0.641003870535927	0.898343538458531	Control
-0.578208396579105	0.226860018817375	Control
0.338065838267753	0.414824979048058	Control
-0.906666777188903	0.324531010541927	Control
0.664446270518744	0.615613638570206	Control
