WID-BC-index	immune cell proportion	type
-0.160626976833324	0.74548678229997	Endometrial cancer
0.093037045924174	0.697937367548868	Endometrial cancer
1.65769466960496	0.230427466569302	Endometrial cancer
-0.656007115790408	0.541370873776679	Endometrial cancer
0.823537829795693	0.434938502970679	Endometrial cancer
-0.242273825269487	0.463471453950603	Endometrial cancer
-0.201391227623644	0.696497231737245	Endometrial cancer
-0.475093172716487	0.423370306463442	Endometrial cancer
0.0630306409991004	0.745374659340312	Endometrial cancer
-0.0754535787097612	0.656183586667092	Endometrial cancer
-0.65400715542886	0.186106090965237	Endometrial cancer
-0.371032463970081	0.697875176236938	Endometrial cancer
-0.0420536903044756	0.661701006126721	Endometrial cancer
0.387259192380028	0.890707441920404	Endometrial cancer
-0.273341481184179	0.872742719603715	Endometrial cancer
0.0715679212050922	0.456027566894108	Endometrial cancer
-0.842921937720969	0.333276272010559	Endometrial cancer
-0.817643040738764	0.737284320058496	Endometrial cancer
0.227717050082039	0.411512233116357	Endometrial cancer
-0.329258197225657	0.70253500687747	Endometrial cancer
-0.492965041767443	0.685660254966219	Endometrial cancer
-0.27005246543433	0.658959662236574	Endometrial cancer
-1.03810449981945	0.675163230142573	Endometrial cancer
0.56378046560547	0.519478430414094	Endometrial cancer
-0.330339881077438	0.962818449242855	Endometrial cancer
-0.161043253070782	0.749985776475426	Endometrial cancer
-0.319008227435823	0.933730621309932	Endometrial cancer
0.488851155099139	0.458335009056073	Endometrial cancer
-0.0231597022095598	0.3024573076706	Endometrial cancer
0.318257800889264	0.779759675885352	Endometrial cancer
0.50833281513029	0.330185983914403	Endometrial cancer
-0.0710333195356066	0.506876772598491	Endometrial cancer
-0.754684759364436	0.772369366579795	Endometrial cancer
1.04344466195679	0.0594885148673962	Endometrial cancer
0.255601117970518	0.362741824447005	Endometrial cancer
0.613303482344399	0.372265504981733	Endometrial cancer
0.281924805492984	0.0530273438133163	Endometrial cancer
-0.790952034330997	0.357327115996047	Endometrial cancer
-0.479513920667122	0.310299258653448	Endometrial cancer
-0.0428541980525955	0.415938413877104	Endometrial cancer
-0.540099383829455	0.602733596419026	Endometrial cancer
0.440076714881908	0.756978233233452	Endometrial cancer
-0.725278504707439	0.186223299099381	Endometrial cancer
-0.784868747281612	0.6196648016894	Endometrial cancer
-0.225282265941096	0.621661756141412	Endometrial cancer
0.415313628009195	0.312534649599569	Endometrial cancer
0.259466888804053	0.416550368204002	Endometrial cancer
-0.2503034085514	0.823818696923781	Endometrial cancer
-0.277245441577312	0.803579791069133	Endometrial cancer
-0.510006399025678	0.83570280957593	Endometrial cancer
0.471636386103753	0.320845029599502	Endometrial cancer
0.286727566836931	0.858886510224817	Endometrial cancer
0.0312412692033004	0.200552704535911	Endometrial cancer
-0.0263092970610656	0.847673707995624	Endometrial cancer
-0.0368930143383195	0.721999496987458	Endometrial cancer
-0.820409940208926	0.284053199452551	Endometrial cancer
-0.054543938031736	0.684783292351737	Endometrial cancer
-0.479590598204713	0.56006035399345	Endometrial cancer
0.628878850443763	0.685855384053059	Endometrial cancer
-0.262156226791632	0.157289758860845	Endometrial cancer
-0.399845085587312	0.540868286286419	Endometrial cancer
1.22231028601501	0.3055669774681	Endometrial cancer
-0.0735812374352514	0.734318119726599	Endometrial cancer
-0.358346027435546	0.389025181692474	Endometrial cancer
0.559521287726939	0.435888374050961	Endometrial cancer
0.281092569766243	0.457669579296995	Endometrial cancer
0.261138550093646	0.520348565022594	Endometrial cancer
0.35493123845514	0.3151227398789	Endometrial cancer
0.0232350944559713	0.657084800115324	Endometrial cancer
-0.690019849985198	0.331298808298764	Endometrial cancer
0.536974343349303	0.223811416888405	Endometrial cancer
-1.47538548983797	0.218622068718857	Endometrial cancer
0.869616024275203	0.514026824804328	Endometrial cancer
-1.29155095559262	0.613933442381934	Endometrial cancer
-0.40653343359335	0.799845701929214	Endometrial cancer
0.503677195801078	0.17682246650018	Endometrial cancer
-0.644652156220851	0.770454613437894	Endometrial cancer
0.290978000929319	0.541191551521037	Endometrial cancer
-0.603401546679595	0.707488045244897	Endometrial cancer
-0.12141881566217	0.950640755451423	Endometrial cancer
-0.688754617475515	0.907459912579048	Endometrial cancer
-1.29348413454311	0.640047320742376	Endometrial cancer
-0.253333128025744	0.564956168503214	Endometrial cancer
-0.240706143521174	0.677491314600964	Endometrial cancer
-0.88140588370185	0.670212036545184	Endometrial cancer
-0.76473392123511	0.72516588413775	Endometrial cancer
-0.0837725317747714	0.211020517442376	Endometrial cancer
0.113926491751354	0.652019683723792	Endometrial cancer
0.866704092446042	0.213253083517526	Endometrial cancer
-0.920295453651695	0.596037649272627	Endometrial cancer
-0.965033227202352	0.0717091562049705	Endometrial cancer
0.79211422839945	0.115073461181094	Endometrial cancer
-0.231986224727506	0.637980267382536	Endometrial cancer
0.46661332900467	0.447046184041133	Endometrial cancer
0.140245623576422	0.614081781162704	Endometrial cancer
1.11445518612984	0.240415129474962	Endometrial cancer
-0.956833383664674	0.596637233507965	Endometrial cancer
-0.644670284887052	0.187635672473698	Endometrial cancer
0.038928886056886	0.949246840357572	Endometrial cancer
-0.329526550818733	0.522343956858084	Endometrial cancer
-0.504644027758924	0.256954440921695	Endometrial cancer
0.181253650305627	0.123123529908563	Endometrial cancer
0.334138617069677	0.0627752375942136	Endometrial cancer
0.430447923540268	0.478386774358653	Endometrial cancer
-0.495852807938475	0.948047312925235	Endometrial cancer
0.298247506013176	0.694996460889963	Endometrial cancer
-0.0724225859428969	0.189373645029681	Endometrial cancer
0.136961593879992	0.538079079005216	Endometrial cancer
-0.0224159939259126	0.799423045042816	Endometrial cancer
-0.569056166551127	0.926032642150615	Endometrial cancer
0.638859343682103	0.705372115240831	Endometrial cancer
1.03741313472884	0.312707310298253	Endometrial cancer
-0.087201274957217	0.901023411137437	Endometrial cancer
-0.426598598864135	0.408922651768357	Endometrial cancer
-0.0416053208934809	0.761622814865775	Endometrial cancer
0.163163627778166	0.828286412457046	Endometrial cancer
-0.262414157581068	0.699411819220754	Endometrial cancer
-0.059164108703362	0.626213984030641	Endometrial cancer
1.23006453138558	0.0341450003953509	Endometrial cancer
0.246121188687354	0.0154924087863999	Endometrial cancer
-0.339113665145375	0.66660689686021	Endometrial cancer
-0.126318367535109	0.635174596677262	Endometrial cancer
1.17406180092164	0.307494889636163	Endometrial cancer
-0.396409751401684	0.944771209872215	Endometrial cancer
-0.476483742590312	0.914212448281254	Endometrial cancer
0.042131367350208	0.725918793809531	Endometrial cancer
0.0559185536225144	0.650609739644609	Endometrial cancer
0.613952659071001	0	Endometrial cancer
-0.434936285728593	0.551505990569738	Endometrial cancer
0.344770487465087	0.866444288497991	Endometrial cancer
0.230366691517039	0.666203391593204	Endometrial cancer
-0.109183417596464	0.776364305051562	Endometrial cancer
0.203177270215951	0.488798692774494	Endometrial cancer
-0.436435629991567	0.748045527574992	Endometrial cancer
-0.27903050513571	0.487840336294646	Endometrial cancer
