immune variance	epithelial variance
0.0197191026592915	0.0727503659355326
0.0840563494627763	0.0666811952219309
0.00222454492240566	0.0607912338901122
0.0442167421079908	0.00440700441665526
0.00195919609880365	0.0853410306616965
0.100000302863571	0.0616261146492633
0.0311226252223316	0.0559521206364643
0.0520182969345984	0.00596162199000011
0.012414234158701	0.0624468022317366
0.0501409048898274	0.00308207319698864
0.0113550668030179	0.0561510897157462
0.0520318985511565	0.00960595507536783
0.0255470743344678	0.0735553628267467
0.0566488136296008	0.0630768869735681
0.00923717172003945	0.101541488583028
0.0269410961271231	0.0159440335269747
0.0161187895288382	0.0568972808039293
0.0808103176803664	0.0381310775729676
0.00185775955021629	0.052711848987692
0.0140569411125382	0.0273500028611131
0.000337605479482975	0.0551272194440608
0.0349177625829987	0.0125113119498254
0.0249232056647411	0.074879817750565
0.0813246785453493	0.0578313290183416
0.0204892907695678	0.0648518990564472
0.0317784275082113	0.021832440640217
0.0117788884521407	0.0858166108466602
0.0573492645021829	0.060586384354067
0.0171169313473495	0.0737917847148572
0.0209899488287735	0.0528325305087671
0.000122128952073368	0.0772836978326698
0.079610200703059	0.0204446864296463
0.024696210122874	0.0673376273552403
0.0254388139210603	0.0235481124607003
0.0115092355043506	0.0693661767762928
0.0309269642110174	0.018866796724885
0.0202350462341031	0.0731137451423427
0.0264837320175196	0.0279861530361565
0.0104606453500872	0.0693774019370902
0.0211897564818531	0.0126405296891534
0.0100627849009757	0.092171350350834
0.0302413422517918	0.0260759332368023
0.00766176546796909	0.053635851452391
0.0546654682922291	0.00282614784917699
0.00102392709603901	0.0639126261101211
0.025454935800943	0.0238463991312873
0.017816095410634	0.0705903326686747
0.0319975780636307	0.0229086123185672
0.0231250336344228	0.054885888936767
0.0286534200870986	0.0789228961518526
0.0312827062431143	0.0640834579731981
0.0162487438724546	0.00137178761713023
0.0155461363922736	0.0665945945468396
0.0824571824459041	0.0155168573694992
0.0207585758611071	0.085737548329792
0.0271925922020474	0.000150983088131536
0.00806391076358757	0.0779439070369879
0.0406991968155989	0.0113076904259899
0.00768137126108279	0.0832843119596853
0.0605823687894817	0.0572973523312648
0.0118340256096885	0.0684447508399879
0.0357077766583958	0.0202775535386055
0.0226288320348701	0.0833134672148229
0.0501281094728615	0.0335510960704275
8.93249298073797e-05	0.0780406596817394
0.0057045486254346	0.0177998555897865
0.0140661813540069	0.0501984217360416
0.0315343511210278	0.0025268414100607
0.00235518993480604	0.0850627475323871
0.0356013624211173	0.056240324942614
0.000249753507214799	0.0798083941640355
0.0505895838050835	0.00517556207937259
0.00992321526270936	0.0791966967565477
0.00996219861236659	0.0834480204705114
0.00498068348112851	0.0496938575184955
0.0199531241267921	0.0224491387298137
8.68209694785761e-05	0.0773549114373648
0.0240052738032879	0.0689718126162239
0.00499754105995853	0.0687151515374511
0.0225518153615901	0.010445520203985
0.00876532184638513	0.0517673653738998
0.00814433385713723	0.0679204225429334
0.00018616779371799	0.0798993068065358
0.0231531693996714	0.0191938413191599
0.00903323890494805	0.0745319902918678
0.03590619631146	0.0029859243776701
0.0065011812260417	0.0700964538513608
0.000783032896316146	0.0309514928281892
0.000274850811710531	0.0685228562285557
0.100050419216806	0.0282385536429443
0.00275919975046394	0.0693695435220602
0.0474023473864721	0.00204867612987702
0.000722569638723743	0.0838764205434391
0.0701111594972233	0.0326970734324733
0.005504372688754	0.0639096629770814
0.0323703002034286	0.0584848814344978
0.012084592743329	0.0688195062023191
0.0201443139537445	0.00719267168150313
0.0171561992622341	0.0736302459740063
0.0150014688326486	0.00564594038144746
0.0111410941348069	0.0940813650007511
0.0333949795831679	0.00659947409044538
0.0189804175524476	0.0719433278568197
0.00889052814767461	0.0548350662046406
0.00200840225127578	0.0674374913351746
0.127456862776775	0.124322459245631
0.00912029591735073	0.0820495008959851
0.0124990451363418	0.0339415629671034
0.00443544152437562	0.0736362733125653
0.0243648862880306	0.0134180189869437
0.00936610581891379	0.077308983821584
0.00586869531245536	0.0724767702384833
0.0321128611561542	0.00839280199955181
0.01828829849899	0.0790441857125554
0.0153560926240383	0.0704356800315637
5.98280873080567e-05	0.0531006649517022
0.00696257327956994	0.0718494514185253
0.00844966036156982	0.0840886697719002
0.031006504008617	0.013006527253117
0.0105859163269785	0.0727912672283838
0.0468754870986799	0.00704281938607642
0.00176152889998338	0.0756340331348425
0.00839017850135518	0.07639418688354
0.00588959192589888	0.0694455276626122
0.0193463321176523	0.0353038649707927
0.00298841277401185	0.0639644938483699
0.0648380870131329	0.0352242850499342
0.00271538716507753	0.0714108658173332
0.0235517676031505	0.0380370731136935
0.0109073950508936	0.0599145530960784
0.0127326810248423	0.0411944528894071
0.0219141799312174	0.00840202793012486
0.00278688482821825	0.0779235002780537
0.0382243396852369	0.0164810934924139
0.01100047646601	0.0755384900894828
0.0433590200203766	0.00260422050237556
0.00632891166938409	0.0688399450788476
0.0256740157733783	0.0596288559779112
0.0141997310969167	0.0918861416759192
0.0162966377344019	0.00527013172858157
0.00312928479807867	0.0797188101330613
0.0666905989974342	0.0299576245079256
0.000298685384088798	0.0564702091295781
0.00258508115249733	0.0741607875507309
0.00049851558313882	0.0475574362945146
0.0133429621932203	0.0646390485081071
0.00139086172937678	0.0727739050313849
0.012633234415794	0.0586092786891594
0.0128600611820858	0.103546325451093
0.0188916315925369	0.0262205040591048
0.00412780063853429	0.0845488117547098
0.022176570070078	0.00284406095784884
0.00964209504724592	0.0704969245125761
0.0355717151298696	0.0155496323028483
0.0011016012875781	0.0769091954980083
0.0610283168031825	0.0323216325424625
0.00913188918587325	0.0711277580045747
0.00948384574188817	0.0685733170841086
0.00146583215615198	0.0668527774251941
0.00824132314907499	0.0638632710496052
0.0130627462391902	0.0575830419929291
0.0121725975813109	0.090193547818225
0.00907246529729864	0.103392282913586
0.00266573501049346	0.0719029247512509
0.0330190846640273	0.00773676037001025
0.000859816100555138	0.0649948472263314
0.0232983565490121	0.0383550202250852
0.000982846773997127	0.0569465554142539
0.0229499662980596	0.00705589203261631
0.00373696530012755	0.0828801907656628
0.0229174397060723	0.0500697190299933
0.0138940502631467	0.0857414125308249
0.0174959036697794	0.0531678409663074
0.000665306972289274	0.0719939076479325
0.00866001285125589	0.0495929052457573
0.0132449740524468	0.0599945147153307
0.00015811380702891	0.0765614453344341
0.00404649644607414	0.0737916857341632
0.00839884891420568	0.0516390258206111
0.0140520386231356	0.0301716483880747
0.0108225422412121	0.0805084257414609
0.0229600350162259	0.00913969179420956
0.0001557767158696	0.0851900441325437
0.0114228559308394	0.0521756687614808
0.000442094846507929	0.0711715156164315
0.00341261548553459	0.0827879572906222
0.00558375049625621	0.066254316287333
0.00796017321363456	0.0616768010030168
0.0109607126620446	0.0664961932871916
0.0210535846031478	0.0470817698382395
0.0383691645230593	0.0386979968727636
0.010471743228741	0.0910339722080893
0.0127979386455952	0.0537237050470742
0.00864783364977917	0.0388577996437649
0.0147143191292331	0.076320424370714
0.015651302771212	0.0640309863449646
0.0114841522771902	0.0729056095134025
0.0027754075711081	0.0426207424315674
0.0133061278744414	0.07360629328423
0.0114872866301607	0.0865618764285754
0.0288670805030785	0.00102276136128163
0.0042681001292982	0.0572108621427704
0.0242592812489656	0.0156333192740574
0.00166892668582651	0.0800603814693559
0.0236527505075651	0.0291141348384467
0.0118524322387609	0.067495323007807
0.011757429381734	0.00430822717750189
0.0095439295270685	0.0756384189108659
0.0712151880436319	0.0443900840936317
0.00771524275525169	0.0521757714972489
0.0184111725661092	0.0225344437838022
0.00790567443163622	0.0782450210832831
0.0957222641117602	0.0681838713576845
0.00429915864783793	0.079569019609395
0.00150903090013274	0.0540176602138064
0.0102367650117484	0.0444412869382899
0.0892478559131243	0.0756806602726624
0.000379503935489154	0.0586448711972286
0.000915447784229612	0.0840903075358573
0.000190001990005594	0.0560701802932269
0.0315368694391739	0.00115508550840803
0.0202613480294455	0.0662558458441361
0.0153285546895455	0.0239002966825739
0.0165501764130843	0.0725121864124972
0.0263790490954649	0.0469316611200467
