cg15698548	immune.cell.proportion	type
0.640310938061761	0.44085044704544	Control
0.615458786960684	0.31586385759233	Control
0.623262779535443	0.360652999614754	Control
0.631527298906392	0.362575772957703	Control
0.631423423856525	0.608806332363727	Control
0.429080837480023	0.255725002394333	Control
0.796050694894107	0.750458788668301	Control
0.426824063284361	0.281052146333983	Control
0.853049830364762	0.904535291748073	Control
0.80833592775091	0.77722028806649	Control
0.287664317679446	0.180430943190515	Control
0.570722825874954	0.588369486604332	Control
0.187777407959401	0.133964571672774	Control
0.454542479013547	0.326041427339468	Control
0.898754009353716	0.949226443959853	Control
0.860741004865629	0.844126675281769	Control
0.825756076511159	0.762621916218109	Control
0.762768397480982	0.70654778702096	Control
0.607785927986118	0.565549524125522	Control
0.838945802741353	0.80307809717627	Control
0.71810444585544	0.477419997967582	Control
0.735094075970221	0.77079831702073	Control
0.241388542457219	0.0621923326522515	Control
0.691873585480717	0.495010925984416	Control
0.464389045881276	0.473569293479212	Control
0.651256288221247	0.709436717965655	Control
0.65402437358402	0.46874610359385	Control
0.333666614899343	0.181196483148904	Control
0.371795303112417	0.173381990389864	Control
0.420872172896396	0.0852030046196792	Control
0.831167615198828	0.799086418429137	Control
0.834581229747952	0.805155876902799	Control
0.717721657440438	0.610353531220508	Control
0.48546057621591	0.464294721484174	Control
0.724384788487937	0.764959402214765	Control
0.393318805713721	0.0407798001874145	Control
0.365914134646288	0.132189049613148	Control
0.519622607119045	0.521901998756314	Control
0.50006130744413	0.189390198391365	Control
0.190321684142288	0.0385379586091897	Control
0.284688977345052	0.15035232719577	Control
0.893959180615403	0.876666699646005	Control
0.34377008194952	0.155360004677683	Control
0.514621593142469	0.393377508519078	Control
0.831153128300759	0.886402523604957	Control
0.741382772525114	0.629004436046163	Control
0.41418498633906	0.0501699227560971	Control
0.924692031104292	0.950222813381036	Control
0.631776277197102	0.677374049509858	Control
0.748606073180639	0.668661825737566	Control
0.307526150201976	0.156173649325097	Control
0.830686375381294	0.772829566849181	Control
0.300947781585559	0.230177759303786	Control
0.671502111799076	0.646247677075018	Control
0.86875185461771	0.865434735547675	Control
0.766979461753234	0.572911006339433	Control
0.480737271693855	0.343492657157669	Control
0.683525570628075	0.484781048788566	Control
0.660955478955098	0.516644585339245	Control
0.869561051832231	0.736923390147798	Control
0.889462642013896	0.944544122730092	Control
0.877794629903465	0.932424306349746	Control
0.474350118561006	0.00921308915146085	Control
0.776438540849742	0.67672846899489	Control
0.454872161324324	0.255589687202144	Control
0.859805426863088	0.871553416748183	Control
0.405269214031208	0.372868086059919	Control
0.731878962901913	0.525899626406826	Control
0.154816566332787	0.0342968700938431	Control
0.854330579465227	0.901633660242569	Control
0.793125974852262	0.745075296650324	Control
0.124234950852998	0	Control
0.870520039595471	0.8043275529916	Control
0.537943077521136	0.260786010247137	Control
0.641116890188474	0.773370819022962	Control
0.832357103533388	0.856818659147067	Control
0.441389705692666	0.248664235467342	Control
0.76329880081694	0.600290647290561	Control
0.545580191514232	0.52431453152573	Control
0.180146262368124	0	Control
0.689141135271658	0.546002984035494	Control
0.62551104924897	0.534784942059861	Control
0.82800290115892	0.753318228315786	Control
0.714710422539516	0.53988140459456	Control
0.765652988676523	0.703345910411958	Control
0.541478332833956	0.411119297446361	Control
0.90340569996129	0.888181574709489	Control
0.236984149687034	0.260246354636142	Control
0.401619636611855	0.41868164942291	Control
0.912153720117384	0.898343538458531	Control
0.450970373663969	0.226860018817375	Control
0.61175377444074	0.414824979048058	Control
0.551288939724144	0.324531010541927	Control
0.554382078825876	0.615613638570206	Control
0.642202215809497	0.590631986708662	Control
0.752729030497088	0.704848931127271	Control
0.814841086613851	0.874302560818139	Control
0.274373398808101	0.253516522546293	Control
0.672015593613448	0.555326422736469	Control
0.765742155776885	0.62260963010602	Control
0.468650647389271	0.143927761451168	Control
0.919365255293545	0.917501732297038	Control
0.746708315864331	0.651716140778776	Control
0.465771632977062	0.282192610585607	Control
0.3327185069842	0.533174405033216	Control
0.66371775572336	0.630667726016757	Control
0.543199234553495	0.449423728110566	Control
0.822469785006029	0.709191243412242	Control
0.368979808565652	0.184698778876139	Control
0.738008781290063	0.747936528224618	Control
0.504052226808663	0.400512996585361	Control
0.875427323311889	0.870732077641593	Control
0.266479933950184	0	Control
0.307813189975278	0.216997802878132	Control
0.880141516424351	0.794420129636785	Control
0.590654141736779	0.500381229238428	Control
0.63788106937384	0.517404882243066	Control
0.841720180178341	0.772070645938006	Control
0.484650597041234	0.405298968287934	Control
0.853525864038306	0.81414760069914	Control
0.515557417956704	0.446550004694329	Control
0.509407282359139	0.279990657632621	Control
0.613703817763509	0.545693065742293	Control
0.448610320442347	0.00253602964212153	Control
0.62679376140011	0.513469319398493	Control
0.416912309340278	0.354714926916134	Control
0.570477817267676	0.240832431370059	Control
0.380300771880155	0.0596437859807915	Control
0.772865211628148	0.647000925779079	Control
0.733146485969363	0.686351364685118	Control
0.610179788830003	0.360822214806432	Control
0.864210151162207	0.698876799719422	Control
0.68935346992906	0.504041503060719	Breast cancer
0.400546699371189	0.123695365952728	Breast cancer
0.170974869114704	0.0369490456094573	Breast cancer
0.521775504600884	0.357884091171241	Breast cancer
0.347550445278982	0.240160380098829	Breast cancer
0.623745718177019	0.100227241812263	Breast cancer
0.873934161025765	0.848125295666407	Breast cancer
0.219839461475604	0.0735593529966573	Breast cancer
0.789773421056368	0.500718462664307	Breast cancer
0.272742569450459	0.0608938551483585	Breast cancer
0.777072215824896	0.625227543216308	Breast cancer
0.424505741358993	0.116759056432754	Breast cancer
0.604503019153627	0.143970088811848	Breast cancer
0.884575747257676	0.933130241628543	Breast cancer
0.841972967823477	0.797868261640903	Breast cancer
0.338190671975158	0.268640881525343	Breast cancer
0.212671484117074	0.0122263644248996	Breast cancer
0.716016669115677	0.497837348244679	Breast cancer
0.451685500878796	0	Breast cancer
0.483540010941244	0.334554231051555	Breast cancer
0.631546566454077	0.500671780389944	Breast cancer
0.38454342283456	0.236564756293129	Breast cancer
0.867606470361857	0.773492828440671	Breast cancer
0.674736077022722	0.494423087086159	Breast cancer
0.773520986415129	0.0790346224826434	Breast cancer
0.398875891150626	0.169560104257945	Breast cancer
0.805089048527733	0.706852375590377	Breast cancer
0.791637541367391	0.713402702784897	Breast cancer
0.486203429710896	0.156188361293824	Breast cancer
0.745162247180536	0.613831502190614	Breast cancer
0.868878248537543	0.826079250050274	Breast cancer
0.74071988208905	0.40806912661401	Breast cancer
0.757863254213721	0.481066896704783	Breast cancer
0.662819746786297	0.0553967442239097	Breast cancer
0.713517327880042	0.472552243959628	Breast cancer
0.829857600495925	0.759128361953125	Breast cancer
0.830106147032557	0.736276743280852	Breast cancer
0.711536444725114	0.525704561399722	Breast cancer
0.71462030321536	0.60949053831563	Breast cancer
0.507525503812078	0.0723120059719295	Breast cancer
0.53258669672166	0.216960337364786	Breast cancer
0.286842264899084	0	Breast cancer
0.576785444559659	0.0146459579710545	Breast cancer
0.671464565696726	0.54249119894756	Breast cancer
0.649243994987903	0.480512551060365	Breast cancer
0.767951800550293	0.546083021803443	Breast cancer
0.656623093427662	0.422428674990024	Breast cancer
0.44293291091323	0.280087776753981	Breast cancer
0.688089515278478	0.573856235294379	Breast cancer
0.93943978981727	0.889636913218704	Breast cancer
0.90155657750065	0.905413807707843	Breast cancer
0.762416842157458	0.493032199321264	Breast cancer
0.777482548598555	0.661027095478177	Breast cancer
0.448753261837171	0.249698428000485	Breast cancer
0.54129851487523	0.317948687794304	Breast cancer
0.559649163166252	0.406961804355529	Breast cancer
0.722671284672236	0.408302279301353	Breast cancer
0.321681716399757	0.0103221849335263	Breast cancer
0.334374802550105	0.00601914357637814	Breast cancer
0.597098057613921	0.274336231346558	Breast cancer
0.431240946809938	0.110315722206231	Breast cancer
0.890086702320115	0.755209372298293	Breast cancer
0.537910006315061	0.336977523981149	Breast cancer
0.53432455423998	0.252028732368894	Breast cancer
0.501824551675638	0.319708474699603	Breast cancer
0.822417194758473	0.734536707098812	Breast cancer
0.418011221535859	0.0939989417254921	Breast cancer
0.6268199584881	0.437171671426086	Breast cancer
0.565523424594626	0.34835017636894	Breast cancer
0.500556620085962	0.235241840704191	Breast cancer
0.625624681833166	0.397636925491789	Breast cancer
0.530980916496344	0.271606145867844	Breast cancer
0.754000016713142	0.78443330686035	Breast cancer
0.271483745667862	0.15963332913622	Breast cancer
0.797408627397584	0.814444210102745	Breast cancer
0.809967404362223	0.91669437574774	Breast cancer
0.324582994428914	0.264579762079933	Breast cancer
0.808071851747478	0.722522598109223	Breast cancer
0.849579329552134	0.645174232449338	Breast cancer
0.515450755859512	0.112049447933664	Breast cancer
0.728143984942848	0.625565222944776	Breast cancer
0.69530654559017	0.552543520176093	Breast cancer
0.666069409378977	0.512051640974589	Breast cancer
0.450232386337216	0.0436404826215764	Breast cancer
0.694768357596848	0.554335037791394	Breast cancer
0.502626770939438	0.35158102927449	Breast cancer
0.507434417906846	0.0698342669717379	Breast cancer
0.897942990940348	0.851818952623059	Breast cancer
0.597991912467389	0.146278334186287	Breast cancer
0.549757278471464	0.060478361026245	Breast cancer
0.645889828916067	0.741314999625078	Breast cancer
0.554481464947463	0.126582539510307	Breast cancer
0.792872332728322	0.708149082132856	Breast cancer
0.492917581950248	0.00279755792306332	Breast cancer
0.491377981048895	0.0353656993318624	Breast cancer
0.393184285628473	0.0199247618024854	Breast cancer
0.75028560491153	0.733262155890081	Breast cancer
0.417279314123033	0.252857782156574	Breast cancer
0.64195687975205	0.544601282303807	Breast cancer
0.417631955958591	0.0497263059003371	Breast cancer
0.732416172846971	0.713508956719672	Breast cancer
0.22303249114222	0.0635296128428332	Breast cancer
0.445509546119784	0.219300342257526	Breast cancer
0.768485846439686	0.668455906498698	Breast cancer
0.593356105577763	0.470103789748576	Breast cancer
0.557221673599371	0.0148573925829416	Breast cancer
0.442525149254945	0.229999993660938	Breast cancer
0.431242448286459	0.0498395795668394	Breast cancer
0.233322019824682	0	Breast cancer
0.898301118205307	0.89505835011869	Breast cancer
0.386443615515597	0.181342194328793	Breast cancer
0.172221868380823	0	Breast cancer
0.482748335108533	0.167853338623391	Breast cancer
0.552069593815387	0.459348848493284	Breast cancer
0.605204990334104	0.538869896561169	Breast cancer
0.559550101666997	0.151903753663675	Breast cancer
0.226442563791684	0.146836098088595	Breast cancer
0.857321299918826	0.903174222661117	Breast cancer
0.310511788031739	0	Breast cancer
0.919874205508506	0.934175572068726	Breast cancer
0.76652515754638	0.66775976732704	Breast cancer
0.32374818296344	0.0144923738739792	Breast cancer
0.411590666984417	0.0920335495230156	Breast cancer
0.266569750786561	0.017179717512768	Breast cancer
0.399668991100914	0.117773010157399	Breast cancer
0.607076665197547	0.381934591272175	Breast cancer
0.833346197523829	0.840069821662909	Breast cancer
0.844897602025851	0.687896925425434	Breast cancer
0.862949882447366	0.814041614111898	Breast cancer
0.464742842534774	0.00755700673456074	Breast cancer
0.803177255911425	0.733013749354863	Breast cancer
0.743884655292417	0.59391780655827	Breast cancer
0.850931925970325	0.850284889045839	Breast cancer
0.390535169560985	0.227978091039121	Breast cancer
0.841873486100649	0.82260984649547	Breast cancer
0.632283811518291	0.454635599705811	Breast cancer
0.805582089366804	0.610417877874926	Breast cancer
0.90344001389026	0.95226627240552	Breast cancer
0.497946567453585	0.314402839589752	Breast cancer
0.541802159139727	0.0101024830063758	Breast cancer
0.625060158912745	0.575690980760502	Breast cancer
0.648464247553912	0.489342149998819	Breast cancer
0.54460078935459	0.490333739360729	Breast cancer
0.263814968126255	0.0936525320547519	Breast cancer
0.653138691896069	0.530090094672868	Breast cancer
0.51827386632682	0.420758622825118	Breast cancer
0.35864261247778	0.182134976340004	Breast cancer
0.771573740762341	0.604882286748944	Breast cancer
0.551825770331189	0.340298903085492	Breast cancer
0.494161721334564	0.402015808824882	Breast cancer
0.402469586099098	0.289059100680217	Breast cancer
0.674978515039745	0.620313533030494	Breast cancer
0.809106126359554	0.717990227790483	Breast cancer
0.815371302199067	0.568935974123772	Breast cancer
0.767082319209625	0.695840271715534	Breast cancer
0.799482968605099	0.697173319650694	Breast cancer
0.933801133848049	0.831165094208028	Breast cancer
0.851207676243932	0.792789104426436	Breast cancer
0.769005641647199	0.797265762820779	Breast cancer
0.429152712406545	0.199367767403525	Breast cancer
0.855384428248041	0.784980554365949	Breast cancer
0.509218952701965	0.338977108688413	Breast cancer
0.703836424698065	0.527936134629715	Breast cancer
0.648582445629688	0.521370495881441	Breast cancer
0.773430008194212	0.638061584425904	Breast cancer
0.336929100377693	0.058443200128129	Breast cancer
0.753051788313277	0.616756282111805	Breast cancer
0.913657954208196	0.898103479984574	Breast cancer
0.429618447805536	0.081922100774171	Breast cancer
0.711985012676165	0.652524638594425	Breast cancer
0.649995142708163	0.58250046807147	Breast cancer
0.364684123375156	0.159798996924714	Breast cancer
0.86426923301451	0.840152808263123	Breast cancer
0.537375346142965	0.419441176339411	Breast cancer
0.865558081679842	0.898814434743943	Breast cancer
0.401213297959396	0.158015110074634	Breast cancer
0.745072278233168	0.607978090929816	Breast cancer
0.906340226420928	0.953025098719631	Breast cancer
0.554734023732672	0.145905699203388	Breast cancer
0.507377609336494	0.127348439371675	Breast cancer
0.888508405169568	0.829168786809785	Breast cancer
0.911526405005002	0.961802712314144	Breast cancer
0.819469114568463	0.742967270689367	Breast cancer
0.695922738865423	0.45572677710427	Breast cancer
0.913082124641364	0.895541342920899	Breast cancer
0.895053674611496	0.934303799746561	Breast cancer
0.493881276363119	0.223255958216536	Breast cancer
0.694124024784552	0.505872902481383	Breast cancer
0.767744517451494	0.546711863673799	Breast cancer
0.651328251501333	0.536149720744337	Breast cancer
0.904581529703979	0.92424301290504	Breast cancer
0.864475018244956	0.741628751549243	Breast cancer
0.223469610415022	0.00166181163156826	Breast cancer
0.575093661311651	0.647665635327037	Breast cancer
0.872366598471662	0.890890637601485	Breast cancer
0.555447495394971	0.323621215954686	Breast cancer
0.789813665943833	0.694304406442645	Breast cancer
0.695768995442963	0.570401575544819	Breast cancer
0.508518192418223	0.134770802545743	Breast cancer
0.601920235714607	0.572924733500667	Breast cancer
0.695616440217613	0.641006788432954	Breast cancer
0.650491544862015	0.348791930876155	Breast cancer
0.793120836887591	0.549403881557538	Breast cancer
0.85628091256861	0.749316235931364	Breast cancer
0.853490100721013	0.832540305870749	Breast cancer
0.418086839206058	0.119949617019977	Breast cancer
0.41060676661886	0.350919117478354	Breast cancer
0.614246362740496	0.66206308258373	Breast cancer
0.280591739794067	0.00477242423737614	Breast cancer
0.864451156300037	0.850081061021471	Breast cancer
0.570558860295661	0.547264469704937	Breast cancer
0.614801916136627	0.184208371300941	Breast cancer
0.666013747827651	0.670504431453799	Breast cancer
0.899859990682687	0.91972407377211	Breast cancer
0.807275716368547	0.737574654364829	Breast cancer
0.610727494497981	0.31168654016233	Breast cancer
0.367131697987102	0.0342683305003507	Breast cancer
0.754897126757239	0.574135940658153	Breast cancer
0.563637498871737	0.461806675120373	Breast cancer
0.188996317776982	0	Breast cancer
0.847893783383991	0.70454886991033	Breast cancer
0.823215461872927	0.74756121312272	Breast cancer
0.85778935656234	0.766975914599968	Breast cancer
0.613668512367654	0.446930686298846	Breast cancer
0.884984817809552	0.826747237143626	Breast cancer
0.692822198403679	0.178529914709047	Breast cancer
0.677506169806006	0.613784919467541	Breast cancer
0.689485050843	0.624193482594805	Breast cancer
0.871198489072203	0.685462290739003	Breast cancer
0.251303098296911	0.0396884341555018	Breast cancer
0.734661807772056	0.453414024099549	Breast cancer
0.940137267323683	0.955669164331919	Breast cancer
0.340211048641712	0	Breast cancer
0.761604559650983	0.702907736916086	Breast cancer
0.672247749021788	0.558437894958648	Breast cancer
0.816561342712826	0.891810564482154	Breast cancer
0.678703528951753	0.461154906678642	Breast cancer
0.889734980725036	0.847511276910324	Breast cancer
0.775220132910531	0.746440326282182	Breast cancer
0.850677407304037	0.937450403570339	Breast cancer
0.701418034050903	0.698511954950585	Breast cancer
0.500316517914255	0.293129556303661	Breast cancer
0.330295708355479	0.0266072703505609	Breast cancer
0.476774808137857	0.482969979000295	Breast cancer
0.332618419108334	0.00684970389675897	Breast cancer
0.888295063132777	0.862544876652664	Breast cancer
0.836654966278897	0.825546307819955	Breast cancer
0.4747817863042	0	Breast cancer
0.176385336371365	0.0492480411660255	Breast cancer
0.771421332855759	0.718021638208515	Breast cancer
0.87907772211007	0.876002949768744	Breast cancer
0.566029310545651	0.226811651116732	Breast cancer
0.780140194083624	0.708188838470458	Breast cancer
0.453361191246151	0.291189964649183	Breast cancer
0.660070577824501	0.539857849643434	Breast cancer
0.414257631334999	0.0273181608394016	Breast cancer
0.683689099000779	0.410284865976073	Breast cancer
0.526854379304063	0.272696304517567	Breast cancer
0.90012468702209	0.878510666573846	Breast cancer
0.377349564886899	0	Breast cancer
0.326530464399377	0.090398224781176	Breast cancer
0.860465474188453	0.833094363557866	Breast cancer
0.317805927353046	0.0174495433225904	Breast cancer
0.285727172126472	0	Breast cancer
0.767584611021137	0.620997988036387	Breast cancer
0.853513689449993	0.901636854214759	Breast cancer
0.837819655462322	0.90766822653045	Breast cancer
0.429365834838949	0.174152595833374	Breast cancer
0.736386195654444	0.546018259745485	Breast cancer
0.416081785931319	0.265205852014645	Breast cancer
0.858784816973037	0.865774667167746	Breast cancer
0.842637833650254	0.860221898024907	Breast cancer
0.819123609642988	0.77959629844792	Breast cancer
0.826300738947999	0.757574950705055	Breast cancer
0.923252215729898	0.929111363827736	Breast cancer
0.709597206954204	0.6269675859948	Breast cancer
0.524495036219089	0.507780607011316	Breast cancer
0.41547456526023	0.0873463503827905	Breast cancer
0.3654484064628	0.251511178873042	Breast cancer
0.793718187988977	0.884959915028351	Breast cancer
0.810354155466007	0.759138419952311	Breast cancer
0.224917344877427	0	Breast cancer
0.889983725934972	0.841463381481329	Breast cancer
0.913169947033293	0.895167983186833	Breast cancer
0.820327891123978	0.913051692310297	Breast cancer
0.533285911453815	0.196248818067083	Breast cancer
0.828744375617557	0.900817952024864	Breast cancer
0.307038033554149	0.0822142172838677	Breast cancer
0.874041592525614	0.70249111087051	Breast cancer
0.848393699618311	0.761572889505769	Breast cancer
0.311896561326445	0.191714317363668	Breast cancer
0.853173124238259	0.788868201727115	Breast cancer
0.756023990891345	0.633673865220455	Breast cancer
0.522196609752898	0.370153804989276	Breast cancer
0.582293747946127	0.198513210593378	Breast cancer
0.829062050433144	0.716708973533114	Breast cancer
0.267026472232686	0	Breast cancer
0.348654820156156	0.13050133972834	Breast cancer
0.756464662304904	0.709140130187676	Breast cancer
0.587432989137672	0.510468471046134	Breast cancer
0.696035079555835	0.758457849046445	Breast cancer
0.901625014372675	0.801528630980863	Breast cancer
0.677986724567146	0.621696936688073	Breast cancer
0.640368137632044	0.508644769077443	Breast cancer
0.894076240728606	0.859397804315848	Breast cancer
0.547809507745887	0.331073162121511	Breast cancer
0.845306288674917	0.905008085176617	Breast cancer
0.866151076892264	0.877321047551981	Breast cancer
0.533193387121111	0.0917503934743297	Breast cancer
0.865085508238027	0.965830612781344	Breast cancer
0.380026133019929	0.176731890744715	Breast cancer
0.938379684904373	0.955243770855506	Breast cancer
0.84840978397358	0.816868567426134	Breast cancer
0.677901208414801	0.146291503557454	Breast cancer
0.888718442586167	0.887910395617495	Breast cancer
0.646472734599269	0.364031906525859	Breast cancer
0.336456406589173	0.101298013982943	Breast cancer
0.783442370305743	0.747916365603024	Breast cancer
0.893038817354972	0.829126724398139	Breast cancer
0.417304778740507	0.172590091276271	Breast cancer
0.161722112397931	0	Breast cancer
0.646836707788322	0.630142160440609	Breast cancer
0.391934242875055	0.0270167145253456	Breast cancer
0.319505816004013	0.223901751619982	Breast cancer
0.581081516782758	0.530829199985023	Breast cancer
0.876740925819968	0.930164533563664	Breast cancer
0.622363784842582	0.356638901480717	Breast cancer
0.615585546004223	0.411413453471446	Breast cancer
0.5462024980544	0.284793706482141	Breast cancer
