cg15698548	immune.cell.proportion	type
0.748168907212273	0.602903379591218	Control
0.511517734581078	0.386551973185849	Control
0.536352370573437	0.347384920512995	Control
0.503170442679865	0.344679019342869	Control
0.749594845376481	0.635494085901373	Control
0.483176463869383	0.31338829771621	Control
0.529603702774328	0.528374296518163	Control
0.872762872676401	0.8294731082018	Control
0.60377999693122	0.378135902508138	Control
0.616194580538283	0.557069671162666	Control
0.5624719969859	0.42937221402421	Control
0.167279273414865	0	Control
0.812170405534672	0.780972449506914	Control
0.87142989230129	0.807927306534669	Control
0.417021001463431	0.0538089892220508	Control
0.25432485171954	0.0306589573203997	Control
0.638526707555914	0.619337681719195	Control
0.810894833608767	0.844418356658861	Control
0.686649840201295	0.567830917168464	Control
0.911971779737838	0.915850259084262	Control
0.629635486698966	0.608937810859538	Control
0.442674054103647	0.289703657919076	Control
0.864802806925595	0.93322952338092	Control
0.698362186360735	0.654961161143505	Control
0.199050397839636	0.0496060962413124	Control
0.425044797649979	0.328428980457828	Control
0.58013918248428	0.469547534232987	Control
0.916117831159898	0.90223169665279	Control
0.384096040496044	0.0792133941916598	Control
0.88371771560076	0.946341738011748	Control
0.436402699950789	0.286487627493614	Control
0.345138781746579	0.182864591411635	Control
0.843329677374024	0.810129916138074	Control
0.296099636205933	0.186117967369083	Control
0.916733715916687	0.876326577754684	Control
0.544942811725488	0.548056543720415	Control
0.777066789165528	0.606241964857681	Control
0.832100450089772	0.665952427730584	Control
0.914612531395384	0.88774624963369	Control
0.808501742856064	0.799339717300437	Control
0.778160066469271	0.691364781911637	Control
0.871097129736979	0.884335397684964	Control
0.77799618154037	0.65300651739751	Control
0.758290313450446	0.611235614942058	Control
0.799839292453428	0.799429764586283	Control
0.482959225239528	0.301356112783201	Control
0.775350405112106	0.657430935267543	Control
0.314315636952271	0.103836198465929	Control
0.799665040687696	0.802545213705221	Control
0.648119650544195	0.574074031246941	Control
0.785446642083541	0.711621488328633	Control
0.847506654709118	0.796017328651181	Control
0.426545177029901	0.19095429235251	Control
0.554334876362185	0.38022475313232	Control
0.55856085461225	0.502962518748519	Control
0.627313347125889	0.564719688890283	Control
0.635932338566086	0.453130051997683	Control
0.823238187402106	0.767007249942327	Control
0.530726523202777	0.156766248800615	Control
0.42700262227777	0.366126466749952	Control
0.586145581111244	0.588957830156817	Control
0.701611480630788	0.621475382831267	Control
0.646629522370149	0.340581112560645	Control
0.435512061916726	0.0613701379027273	Control
0.548197907770434	0.411963215810331	Control
0.424267818437778	0.330655836604403	Control
0.471557538564038	0.293782606324696	Control
0.588616803658704	0.403826309603754	Control
0.350679400381427	0.266935116558654	Control
0.110855631847596	0	Control
0.879826796226258	0.893989307521767	Control
0.802825805326978	0.740963522128614	Control
0.60706379171028	0.628075156481425	Control
0.817393984182262	0.819649277435226	Control
0.545102364862505	0.509113155269239	Control
0.681956734946214	0.605863187205927	Control
0.205681339949945	0.0728074327499524	Control
0.864416469456121	0.831980783791628	Control
0.612678870595886	0.565079396201707	Control
0.458317912119831	0.185592052197357	Control
0.179407874898789	0	Control
0.670460936017191	0.519735283576848	Control
0.749472885573728	0.565607661981863	Control
0.720833259731696	0.612382646502828	Control
0.351961614814287	0.34762179378309	Control
0.538841563181414	0.356223854517541	Control
0.435040584591569	0	Control
0.432063399526267	0.129412540008119	Control
0.828403189183294	0.875140655515662	Control
0.10111212475138	0	Control
0.885978162178502	0.926839019748585	Control
0.83289877906426	0.758352757088489	Control
0.463767693410486	0.408890567808075	Control
0.706838074704524	0.69648851212792	Control
0.399438588531103	0.237071083844342	Control
0.693821283913842	0.557081916025792	Control
0.74901397360065	0.672548254205256	Control
0.883262577966891	0.868348644277311	Control
0.664723427045884	0.440421285706128	Control
0.810542613027531	0.814643544856539	Control
0.633336349041138	0.563207754348582	Control
0.885530005477846	0.842759985789898	Control
0.482512103468918	0.171087763129129	Control
0.811891101824463	0.740280195214543	Control
0.700777616399248	0.764389664290557	Control
0.193981151535657	0.0116472039002767	Control
0.621970059568021	0.396439571725659	Control
0.805544789862872	0.693002874761634	Control
0.492553333120212	0.276189726546185	Control
0.418498978183756	0.207153258172182	Control
0.54646512811915	0.429813887875932	Control
0.377338572144492	0.316485646036089	Control
0.85262472679168	0.782952748660713	Control
0.452286489558397	0.380639708598416	Control
0.407293406086871	0.211549407561309	Control
0.402147759213009	0.0434724121658983	Control
0.485705052777918	0.320278618888269	Control
0.710239544918882	0.605372251975784	Control
0.902792426615797	0.861542543386296	Control
0.479991013650768	0.378765650360322	Control
0.330610525068078	0.32489456291855	Control
0.552989264041401	0.409934572469189	Control
0.926549477668606	0.897438348602038	Control
0.34999040532573	0.227626849831434	Control
0.070567393942102	0.0322922749775699	Control
0.718608770960915	0.671579422158687	Control
0.905475068297009	0.88341543877591	Control
0.847255247132663	0.781176930639323	Control
0.9035032783817	0.896065256684654	Control
0.171010378501546	0	Control
0.25937048683442	0.187470600365606	Control
0.459641879410252	0.336784966004738	Control
0.639014766830416	0.557420856528205	Control
0.447478858279091	0.438661437071053	Control
0.734908200087563	0.718491257016994	Control
0.313700528690257	0.230674411760649	Control
0.659275788600392	0.593084535529992	Control
0.735257654633696	0.607561760102329	Control
0.530912704307142	0.46851006658263	Control
0.492136464338055	0.303258484280692	Control
0.180686411479561	0.0380384665474442	Control
0.399835391126048	0.291287110444853	Control
0.74377725163747	0.511629688809222	Control
0.647563798581369	0.412557856961349	Control
0.812840369821509	0.688876694059585	Control
0.437182275743603	0.133327403044873	Control
0.105347061951606	0.0225721567255146	Control
0.557916429637518	0.49332077192101	Control
0.825360565502271	0.767342822151489	Control
0.635163535051356	0.527349590996378	Control
0.859623391802571	0.780887222238954	Control
0.315515752900146	0.218480123660323	Control
0.430150575263063	0.298068417174764	Control
0.167566100561247	0.0957575040048044	Control
0.466498191382703	0	Control
0.617109381133844	0.500191824241061	Control
0.658148879228918	0.505559391544447	Control
0.450176588421109	0.265997075665284	Control
0.551679664803101	0.329343948535364	Control
0.416271057007275	0.285806931499674	Control
0.632773225657876	0.621443517426179	Control
0.605325587576139	0.386140111980881	Control
0.569068222460741	0.401061698859773	Control
0.83045139765537	0.730862251719786	Control
0.398127544060086	0.159752462169268	Control
0.438237814982715	0.332070032917269	Control
0.885623906922342	0.869714081878026	Control
0.612785225888635	0.39650661434143	Control
0.273329434979573	0	Control
0.682444215972366	0.524463071788568	Control
0.40714182456133	0.399136377064087	Control
0.545338239205394	0.396706096938621	Control
0.933065347325755	0.873649249915559	Control
0.467100035994997	0.0189227286209378	Control
0.83790891547427	0.836446403407183	Control
0.210773253247292	0.0649539197642253	Control
0.628327987633508	0.681801475444771	Control
0.402629523123398	0.258596532367172	Control
0.491589269061457	0.185229479594749	Control
0.838653632490434	0.823922139807978	Control
0.865466108245182	0.780870286767516	Control
0.546122095701032	0.481217036313079	Control
0.31560879623133	0.0650967115185468	Control
0.52134720837622	0.3727910118697	Control
0.605526570423916	0.489700597782827	Control
0.337528416318556	0.254718300514008	Control
0.428101180080812	0.273090872937147	Control
0.605964481435216	0.317123068153718	Control
0.596139520500813	0.527872711312284	Control
0.467565031837863	0.0618543208183548	Control
0.884291997108319	0.885492238963624	Control
0.608092555490328	0.635381113692984	Control
0.271066746853081	0.327899541310496	Control
0.657918851288056	0.588344341482295	Control
0.834245082460121	0.67592485189114	Control
0.710605836851726	0.557196259538899	Control
0.157484672317784	0.0723247796813098	Control
0.581830449813745	0.500492535023838	Control
0.740995351066857	0.609472423098043	Control
0.468139469957814	0.293289896767329	Control
0.348577371014705	0.0523903348772586	Control
0.81593138830397	0.82857903242168	Control
0.639293349698604	0.425737464620145	Control
0.495978848485085	0.367705985319592	Control
0.717573924446332	0.591218745989829	Control
0.768679517047057	0.644994179307145	Control
0.836673571176774	0.704369573988269	Control
0.677444925756464	0.536477320872839	Control
0.359318513515361	0.229312451289003	Control
0.666660402630544	0.624839898681968	Control
0.47851068241705	0.280532207880095	Control
0.500098218111022	0.393420393934606	Control
0.887071727867399	0.930578867739542	Control
0.764861178228696	0.747302136017937	Control
0.889952239016978	0.806502318633003	Control
0.591501905953203	0.574548762500673	Control
0.620770573822537	0.0871633624916182	Control
0.577714463898462	0.542883912334965	Control
0.901100066908744	0.91532866126003	Control
0.771205753306368	0.660025154483864	Control
0.513290615147067	0.252896123891394	Control
0.218196247108843	0.00819679709128974	Control
0.781040353220758	0.697726509637593	Control
0.598915502748962	0.442897028868669	Control
0.701348826155635	0.590370831145334	Control
0.726403172576785	0.647290649207027	Control
0.623855255554767	0.349650101101191	Control
0.862194228469994	0.834684192395077	Control
0.890863984549852	0.812842892265052	Control
0.361855846987794	0.0931851055044406	Control
0.837742430210521	0.771158775185656	Control
0.584788210899669	0.538624558006589	Control
0.838756895965579	0.801175435178861	Control
0.661198503337321	0.306372397870587	Control
0.71816981826658	0.622972331348823	Control
0.672875494545927	0.571646054082061	Control
0.822247285357929	0.786952445457607	Control
0.751558191119434	0.73721637540657	Control
0.571018421663763	0.461898675436326	Control
0.673632543953111	0.590135486942923	Control
0.821041512384084	0.655902672221621	Control
0.737055081102391	0.619923305291235	Control
0.635496432289489	0.589005370309697	Control
0.428157699333316	0.225031881642743	Control
0.821225191654992	0.66970647831041	Control
0.718152575452872	0.616255478740708	Control
0.9073074341009	0.930384342320581	Control
0.847876369905056	0.723163823890773	Control
0.57122128080921	0.456219467731442	Control
0.510903254466027	0.204833609730284	Control
0.91995234330745	0.936397401039487	Control
0.27172988919585	0.0201739345062094	Control
0.779508026727162	0.733952345572886	Control
0.346793468105814	0.140597144557038	Control
0.8339732361586	0.816884825474407	Control
0.541372261299758	0.519990934013848	Control
0.617888219022247	0.723226643474699	Control
0.719888302411333	0.710784584429395	Control
0.530132018055309	0.506946792807666	Control
0.319595952052642	0.337649691856884	Control
0.243921355243057	0.147107512449594	Control
0.367301435711465	0.272419108226666	Control
0.888128488414402	0.909511085200214	Control
0.578244135358171	0.49630724899088	Control
0.437488822630349	0.331929468179373	Control
0.471383073311945	0.289419486270964	Control
