immune cell proportion	TGCA-BC-index	type	tissue
0.661027095478177	-1.65578873554734	Breast cancer	Cervical sample
0	-0.662866884103128	Control	Cervical sample
0.698511954950585	-1.58832722395226	Breast cancer	Cervical sample
0.898627513975421	-1.52260841370057	Control	Cervical sample
0.530787279673812	-1.26837831051576	Control	Cervical sample
0.774378812015884	-1.80021075115903	Control	Cervical sample
0.249698428000485	-1.26651858967881	Breast cancer	Cervical sample
0.298068417174764	-1.34139868881462	Control	Cervical sample
0.293129556303661	-1.17871259932196	Breast cancer	Cervical sample
0.317948687794304	-1.21620552208599	Breast cancer	Cervical sample
0.595706649057314	-1.23465614552762	Control	Cervical sample
0.406961804355529	-1.25188915914976	Breast cancer	Cervical sample
0.806841296134458	-1.61848896384021	Control	Cervical sample
0.0266072703505609	-0.632450855020037	Breast cancer	Cervical sample
0.202087348307756	-0.855668666424091	Control	Cervical sample
0.937831099640405	-1.6787880994075	Control	Cervical sample
0.0957575040048044	-0.925361513373071	Control	Cervical sample
0.33118753933703	-1.1808647668691	Control	Cervical sample
0.408302279301353	-1.1029726147347	Breast cancer	Cervical sample
0	-1.11692995749168	Control	Cervical sample
0.482969979000295	-0.923706877129905	Breast cancer	Cervical sample
0.607761735978774	-1.53351274908821	Control	Cervical sample
0.0103221849335263	-1.00378958611167	Breast cancer	Cervical sample
0.75383665691759	-1.62488102720704	Control	Cervical sample
0.759006467840207	-1.68929273312948	Control	Cervical sample
0.00684970389675897	-0.834264882988332	Breast cancer	Cervical sample
0.185988851667173	-1.17400046304415	Control	Cervical sample
0.500191824241061	-1.0266955691506	Control	Cervical sample
0.611807649978718	-1.2617083095719	Control	Cervical sample
0.862544876652664	-1.78932017819187	Breast cancer	Cervical sample
0.71526847802295	-1.69086084578649	Control	Cervical sample
0.00601914357637814	-0.908674783692637	Breast cancer	Cervical sample
0	-0.829978184198795	Control	Cervical sample
0.389922735176015	-1.3560977152602	Control	Cervical sample
0.286863818918038	-1.02248656743202	Control	Cervical sample
0.505559391544447	-1.43513839698945	Control	Cervical sample
0.928607825469346	-1.82215062045917	Control	Cervical sample
0.265997075665284	-0.76197490055116	Control	Cervical sample
0.329343948535364	-1.17262198122299	Control	Cervical sample
0.825546307819955	-1.75259895199792	Breast cancer	Cervical sample
0.274336231346558	-1.19137332896122	Breast cancer	Cervical sample
0.285806931499674	-1.26787329175354	Control	Cervical sample
0.108023665069117	-0.744603002669856	Control	Cervical sample
0.329216293096754	-1.11269622893374	Control	Cervical sample
0.75589125633654	-1.73906403852374	Control	Cervical sample
0.110315722206231	-0.747655238964617	Breast cancer	Cervical sample
0.479723762878987	-1.3160616521291	Control	Cervical sample
0.621443517426179	-1.18909772070383	Control	Cervical sample
0.386140111980881	-1.27173013624715	Control	Cervical sample
0	-0.848364728039859	Breast cancer	Cervical sample
0.0492480411660255	-0.834535912406036	Breast cancer	Cervical sample
0.76919285562322	-1.67477246945875	Control	Cervical sample
0.595488709244259	-1.1277724068969	Control	Cervical sample
0.401061698859773	-1.23861768972052	Control	Cervical sample
0.167221082804624	-0.594522566465293	Control	Cervical sample
0.718021638208515	-1.6861844275689	Breast cancer	Cervical sample
0.876897929529198	-1.48006103303638	Control	Cervical sample
0.730862251719786	-1.60786695169153	Control	Cervical sample
0.876002949768744	-1.5823042097312	Breast cancer	Cervical sample
0.778254248806625	-1.57767858908375	Control	Cervical sample
0.884130843630444	-1.78795302689241	Control	Cervical sample
0.226811651116732	-1.1789575358446	Breast cancer	Cervical sample
0.718156936962706	-1.3888504528118	Control	Cervical sample
0.159752462169268	-1.04899060258808	Control	Cervical sample
0.708188838470458	-1.67835904474112	Breast cancer	Cervical sample
0.291189964649183	-1.00008435328185	Breast cancer	Cervical sample
0.872700554126374	-1.85337118176366	Control	Cervical sample
0.478846444239674	-1.61272734920995	Control	Cervical sample
0.775267901531973	-1.71859134877309	Control	Cervical sample
0.755209372298293	-1.75238323550521	Breast cancer	Cervical sample
0.813400418292946	-1.6745655575888	Control	Cervical sample
0.283093237227094	-1.25709624209494	Control	Cervical sample
0.0163866665425176	-0.922277293545674	Control	Cervical sample
0.918981714768314	-1.61055970178946	Control	Cervical sample
0.264223085595535	-1.06443639880191	Control	Cervical sample
0.539857849643434	-1.55709431540521	Breast cancer	Cervical sample
0.708354889075352	-1.60077496518838	Control	Cervical sample
0.332070032917269	-0.937598271982335	Control	Cervical sample
0.825986646706844	-1.50323936283513	Control	Cervical sample
0.793291712695712	-1.74600252784241	Control	Cervical sample
0.0273181608394016	-0.964680272784283	Breast cancer	Cervical sample
0.869714081878026	-1.77584401401967	Control	Cervical sample
0.336977523981149	-1.22239526908105	Breast cancer	Cervical sample
0.774981958800353	-1.50785346430344	Control	Cervical sample
0.410284865976073	-1.45162516966746	Breast cancer	Cervical sample
0.272696304517567	-1.05703598190405	Breast cancer	Cervical sample
0.871353895237061	-1.47282067609275	Control	Cervical sample
0.643474364182085	-1.29158108871409	Control	Cervical sample
0.39650661434143	-1.08597020109647	Control	Cervical sample
0.252028732368894	-1.13016930779146	Breast cancer	Cervical sample
0.543500422092276	-1.0986151890242	Control	Cervical sample
0.319708474699603	-1.16939703947064	Breast cancer	Cervical sample
0.848419169969003	-1.51569044048586	Control	Cervical sample
0.878510666573846	-1.57422087732897	Breast cancer	Cervical sample
0.859605015174803	-1.53125380237137	Control	Cervical sample
0	-0.873676588508234	Breast cancer	Cervical sample
0	-1.08563982797468	Control	Cervical sample
0.734536707098812	-1.48429096568851	Breast cancer	Cervical sample
0.0939989417254921	-1.31091570025648	Breast cancer	Cervical sample
0.912086400925586	-1.32941602140202	Control	Cervical sample
0.090398224781176	-0.865920193932628	Breast cancer	Cervical sample
0.717688396695874	-1.40570030228276	Control	Cervical sample
0.437171671426086	-1.17090218711604	Breast cancer	Cervical sample
0.788386320810463	-1.60168275337747	Control	Cervical sample
0.633727726196739	-1.16057561714835	Control	Cervical sample
0.166479401095122	-0.999939771468057	Control	Cervical sample
0.839326332510429	-1.73665124871985	Control	Cervical sample
0.686531137368873	-1.53728388921237	Control	Cervical sample
0.34835017636894	-1.24679798093	Breast cancer	Cervical sample
0.524463071788568	-1.21973123756839	Control	Cervical sample
0.235241840704191	-0.992735086750107	Breast cancer	Cervical sample
0.887437525010383	-1.60206991458585	Control	Cervical sample
0.397636925491789	-1.33227646497931	Breast cancer	Cervical sample
0.399136377064087	-0.987043770730598	Control	Cervical sample
0.396706096938621	-1.20161785030875	Control	Cervical sample
0.271606145867844	-0.900896992583552	Breast cancer	Cervical sample
0.0430201675662833	-1.15244778357508	Control	Cervical sample
0.507299082596456	-1.34477107199222	Control	Cervical sample
0.450247453237092	-1.33009941635381	Control	Cervical sample
0.78443330686035	-1.44315899289971	Breast cancer	Cervical sample
0.789715307701995	-1.36547141794683	Control	Cervical sample
0.15963332913622	-1.00776242596821	Breast cancer	Cervical sample
0.833094363557866	-1.47458420232817	Breast cancer	Cervical sample
0.0382561848690736	-1.08451767308516	Control	Cervical sample
0.814444210102745	-1.31267017805844	Breast cancer	Cervical sample
0.502200228117165	-1.13631080962685	Control	Cervical sample
0.212597819452175	-0.756391310066954	Control	Cervical sample
0.91669437574774	-1.52533118885676	Breast cancer	Cervical sample
0.721379986743617	-1.66515636975131	Control	Cervical sample
0	-1.13876093012545	Control	Cervical sample
0.891788212042705	-1.69448994503507	Control	Cervical sample
0.0160681802819317	-0.969220989103072	Control	Cervical sample
0.264579762079933	-1.01794825940083	Breast cancer	Cervical sample
0.873649249915559	-1.60983868402835	Control	Cervical sample
0.722522598109223	-1.68858375512228	Breast cancer	Cervical sample
0.307539037917048	-1.27683223762016	Control	Cervical sample
0.0189227286209378	-1.16265599079566	Control	Cervical sample
0.645174232449338	-1.29637387671105	Breast cancer	Cervical sample
0.923815046015023	-1.43884456136396	Control	Cervical sample
0.893432319130933	-1.4927597385874	Control	Cervical sample
0.836446403407183	-1.42927126364963	Control	Cervical sample
0.0649539197642253	-1.22129790066815	Control	Cervical sample
0.371864988221571	-1.16066565026041	Control	Cervical sample
0.112049447933664	-0.915011446741668	Breast cancer	Cervical sample
0.527489302397542	-1.46549552604019	Control	Cervical sample
0.889653287113018	-1.37854230257923	Control	Cervical sample
0.23669836552764	-1.04546542850207	Control	Cervical sample
0.681801475444771	-1.46929859177532	Control	Cervical sample
0.517890996395912	-1.00285456269933	Control	Cervical sample
0.625565222944776	-1.76321283872942	Breast cancer	Cervical sample
0.258596532367172	-1.30606447613038	Control	Cervical sample
0.185229479594749	-0.993923619382105	Control	Cervical sample
0.497577370169604	-1.55211471134001	Control	Cervical sample
0.823922139807978	-1.79120626480497	Control	Cervical sample
0.0174495433225904	-1.05642383329657	Breast cancer	Cervical sample
0.545349707008157	-1.52231704062656	Control	Cervical sample
0.780870286767516	-1.69522652756891	Control	Cervical sample
0	-0.990069711748936	Breast cancer	Cervical sample
0.788677338100124	-1.8209632900707	Control	Cervical sample
0	-0.889067908091978	Control	Cervical sample
0.620997988036387	-1.60499234904853	Breast cancer	Cervical sample
0.654642032554497	-1.66832389755149	Control	Cervical sample
0	-1.10675912452426	Control	Cervical sample
0.737697028351705	-1.47140835237806	Control	Cervical sample
0.481217036313079	-1.385163080382	Control	Cervical sample
0.0650967115185468	-0.89992167483769	Control	Cervical sample
0.901636854214759	-1.96702657772461	Breast cancer	Cervical sample
0.408450939479818	-1.59472095243563	Control	Cervical sample
0.90766822653045	-1.96092875250652	Breast cancer	Cervical sample
0.552543520176093	-1.63452915396455	Breast cancer	Cervical sample
0.3727910118697	-1.40142210623056	Control	Cervical sample
0.664072497497792	-1.6087539697403	Control	Cervical sample
0.174152595833374	-0.939514550376794	Breast cancer	Cervical sample
0.132910237830896	-1.11053472206914	Control	Cervical sample
0.489700597782827	-1.38434256346269	Control	Cervical sample
0.243700731865079	-0.920902641350828	Control	Cervical sample
0.512051640974589	-1.78223955851793	Breast cancer	Cervical sample
0.901983225181158	-1.79820883407475	Control	Cervical sample
0.254718300514008	-0.923329299827025	Control	Cervical sample
0.0436404826215764	-1.07959650649761	Breast cancer	Cervical sample
0.273090872937147	-1.21790071541458	Control	Cervical sample
0.554335037791394	-1.25206951599962	Breast cancer	Cervical sample
0.129205382070788	-0.945013917772797	Control	Cervical sample
0.110266369466678	-1.13140887178792	Control	Cervical sample
0.380075304398348	-0.943782650213758	Control	Cervical sample
0.317123068153718	-1.42286306990572	Control	Cervical sample
0.546018259745485	-1.68820118884904	Breast cancer	Cervical sample
0.602337166675551	-1.54656003390065	Control	Cervical sample
0.265205852014645	-0.974717491423814	Breast cancer	Cervical sample
0.737396676850563	-1.65177054752666	Control	Cervical sample
0.35158102927449	-1.31145394726409	Breast cancer	Cervical sample
0.5003713722839	-1.42847841931634	Control	Cervical sample
0.0698342669717379	-0.823860922332549	Breast cancer	Cervical sample
0.851818952623059	-1.77994057989998	Breast cancer	Cervical sample
0.527872711312284	-1.59700178201231	Control	Cervical sample
0.865774667167746	-1.8191264357404	Breast cancer	Cervical sample
0.935475938260292	-1.80227763853633	Control	Cervical sample
0.857503925491609	-1.85694170248895	Control	Cervical sample
0.0618543208183548	-0.941844739663915	Control	Cervical sample
0.883942887361732	-2.07840508052268	Control	Cervical sample
0.146278334186287	-1.17461414688316	Breast cancer	Cervical sample
0.510996219605747	-1.73810219900736	Control	Cervical sample
0.060478361026245	-0.80366884293509	Breast cancer	Cervical sample
0.621429575158792	-1.50293247835045	Control	Cervical sample
0.885492238963624	-1.91763736991846	Control	Cervical sample
0.101163354925825	-0.995951996891948	Control	Cervical sample
0.886806376288773	-1.84892233278865	Control	Cervical sample
0.885186371258533	-1.6365047179893	Control	Cervical sample
0.612187341115444	-1.58802793316279	Control	Cervical sample
0.635381113692984	-1.79355375763822	Control	Cervical sample
0.741314999625078	-1.43577350465184	Breast cancer	Cervical sample
0.327899541310496	-1.54579735572338	Control	Cervical sample
0.442121254555361	-1.41213853382	Control	Cervical sample
0.126582539510307	-0.987262868830307	Breast cancer	Cervical sample
0.588344341482295	-1.43530840244621	Control	Cervical sample
0.708149082132856	-1.62326688454368	Breast cancer	Cervical sample
0.67592485189114	-1.8190133590953	Control	Cervical sample
0.92474850477456	-1.83489247283877	Control	Cervical sample
0.860221898024907	-1.82073636244811	Breast cancer	Cervical sample
0.557196259538899	-1.42550665269455	Control	Cervical sample
0.607129858950968	-1.475958945385	Control	Cervical sample
0.761884362242391	-1.80376255619605	Control	Cervical sample
0.00279755792306332	-1.10307822545557	Breast cancer	Cervical sample
0.0723247796813098	-0.983248031025029	Control	Cervical sample
0.0353656993318624	-0.977451861009868	Breast cancer	Cervical sample
0.284386189766543	-0.967555115780438	Control	Cervical sample
0.0199247618024854	-0.811007209721752	Breast cancer	Cervical sample
0.795034840695053	-1.7726608131185	Control	Cervical sample
0.475470030280347	-1.20099978743	Control	Cervical sample
0.733262155890081	-1.43639269457366	Breast cancer	Cervical sample
0.500492535023838	-1.45593512096505	Control	Cervical sample
0.609472423098043	-1.33445608511334	Control	Cervical sample
0.28571813604748	-1.0936407492648	Control	Cervical sample
0.252857782156574	-1.08723822714351	Breast cancer	Cervical sample
0.536077426316324	-1.53432974363242	Control	Cervical sample
0.544601282303807	-1.27773460534772	Breast cancer	Cervical sample
0.964340454924636	-1.86328189499651	Control	Cervical sample
0.293289896767329	-1.11126924227994	Control	Cervical sample
0.0523903348772586	-1.26047027963995	Control	Cervical sample
0.82857903242168	-2.07413945284582	Control	Cervical sample
0.0497263059003371	-0.981608134565943	Breast cancer	Cervical sample
0.425737464620145	-1.5234850008808	Control	Cervical sample
0.939097331818559	-1.88824141645518	Control	Cervical sample
0.120368888637269	-0.844647708010641	Control	Cervical sample
0.849781080284927	-1.8481155243149	Control	Cervical sample
0.713508956719672	-1.60863354276609	Breast cancer	Cervical sample
0.398928655460508	-1.35157962963593	Control	Cervical sample
0.0203284819861643	-1.03960741634623	Control	Cervical sample
0.16429947589134	-1.0526845884677	Control	Cervical sample
0.802161461676181	-1.81297476070622	Control	Cervical sample
0.943941789410358	-1.96892375386751	Control	Cervical sample
0.0635296128428332	-0.651293146462126	Breast cancer	Cervical sample
0.367705985319592	-1.19753944958075	Control	Cervical sample
0.394044185976684	-1.24794199898202	Control	Cervical sample
0.653477923425837	-1.59063620484748	Control	Cervical sample
0.303821020076049	-1.03491904603295	Control	Cervical sample
0.77959629844792	-1.53713698958261	Breast cancer	Cervical sample
0.705992601664635	-1.66780402279537	Control	Cervical sample
0.374405380615904	-0.84947734546274	Control	Cervical sample
0.757574950705055	-1.75229028382692	Breast cancer	Cervical sample
0.715758513862333	-1.68244328032599	Control	Cervical sample
0.591218745989829	-1.43362524141224	Control	Cervical sample
0.115028686706331	-1.10463317115963	Control	Cervical sample
0.219300342257526	-0.603571083388451	Breast cancer	Cervical sample
0.929111363827736	-1.90610440326689	Breast cancer	Cervical sample
0.644994179307145	-1.5379540930778	Control	Cervical sample
0.668455906498698	-1.60104503772374	Breast cancer	Cervical sample
0.0856054308929208	-1.11390882481791	Control	Cervical sample
0.6269675859948	-1.12919258772643	Breast cancer	Cervical sample
0.138440622889538	-0.806150510352802	Control	Cervical sample
0.655017096815735	-1.56346837247424	Control	Cervical sample
0.0533894182965241	-1.15384965877436	Control	Cervical sample
0.77759447134067	-1.52294959667492	Control	Cervical sample
0.820385633970459	-1.51129188015767	Control	Cervical sample
0.704369573988269	-1.80314046289916	Control	Cervical sample
0.146214087757726	-0.855148688480995	Control	Cervical sample
0.507780607011316	-1.24683483488498	Breast cancer	Cervical sample
0.536477320872839	-1.37632112563223	Control	Cervical sample
0.470103789748576	-1.34263520715102	Breast cancer	Cervical sample
0.892773691500571	-1.71646251361148	Control	Cervical sample
0.117012495441988	-1.03202846085116	Control	Cervical sample
0.0873463503827905	-0.978817638693572	Breast cancer	Cervical sample
0.574330836949321	-1.56083569915088	Control	Cervical sample
0.773510412015923	-1.81678657617217	Control	Cervical sample
0.408130720934821	-1.38297200883708	Control	Cervical sample
0.161259639578924	-1.19784742706974	Control	Cervical sample
0.0309933512355743	-1.18520687382427	Control	Cervical sample
0.251511178873042	-1.27141000722994	Breast cancer	Cervical sample
0.575875409431051	-1.59510326061647	Control	Cervical sample
0.884959915028351	-1.72056820713102	Breast cancer	Cervical sample
0.779102749217326	-1.6103844265693	Control	Cervical sample
0.229312451289003	-1.10376039667114	Control	Cervical sample
0.0148573925829416	-1.04957211707289	Breast cancer	Cervical sample
0	-0.787293720083388	Control	Cervical sample
0.401515033094998	-1.26926338962175	Control	Cervical sample
0.136881345089504	-1.09717287205194	Control	Cervical sample
0.624839898681968	-1.41126271268231	Control	Cervical sample
0.280532207880095	-1.01592148669613	Control	Cervical sample
0.959773720107914	-1.89268487885636	Control	Cervical sample
0.68950277954784	-1.62410630279806	Control	Cervical sample
0.393420393934606	-1.55397236166699	Control	Cervical sample
0.229999993660938	-0.859923542171195	Breast cancer	Cervical sample
0.0498395795668394	-0.723458385628018	Breast cancer	Cervical sample
0.930578867739542	-1.87864276696792	Control	Cervical sample
0.737886565311105	-1.52602264830181	Control	Cervical sample
0	-0.956391568127594	Breast cancer	Cervical sample
0.747302136017937	-1.42202586260856	Control	Cervical sample
0.806502318633003	-1.6727083909233	Control	Cervical sample
0.574548762500673	-1.71217967130918	Control	Cervical sample
0.0871633624916182	-0.959357541775704	Control	Cervical sample
0.763035342977286	-1.72456204653613	Control	Cervical sample
0.706860409845666	-1.20540633415306	Control	Cervical sample
0.715342996315412	-1.81411466220831	Control	Cervical sample
0.89505835011869	-2.00992760508218	Breast cancer	Cervical sample
0.542883912334965	-1.47279486464349	Control	Cervical sample
0	-0.978578695577313	Control	Cervical sample
0.181342194328793	-0.916513147371987	Breast cancer	Cervical sample
0.91532866126003	-1.98421211601247	Control	Cervical sample
0.676216840056854	-1.28460998815897	Control	Cervical sample
0.660025154483864	-1.61829889081284	Control	Cervical sample
0.252896123891394	-1.35279966047507	Control	Cervical sample
0.291765019858215	-0.688188402495039	Control	Cervical sample
0	-0.894012436672842	Breast cancer	Cervical sample
0.00819679709128974	-0.915642893669661	Control	Cervical sample
0.167853338623391	-0.906216198810903	Breast cancer	Cervical sample
0.693044993994625	-1.44015547976045	Control	Cervical sample
0.459348848493284	-1.33413712279501	Breast cancer	Cervical sample
0.907062506504671	-1.83984354743158	Control	Cervical sample
0.720759401104258	-1.58586231909327	Control	Cervical sample
0.682782443596125	-1.71455513031137	Control	Cervical sample
0.782329459144788	-1.8231454668666	Control	Cervical sample
0.707686034170324	-1.74198896635649	Control	Cervical sample
0.697726509637593	-1.42264278362789	Control	Cervical sample
0.33512836356721	-1.47090901512364	Control	Cervical sample
0.455688790092595	-1.19822168867545	Control	Cervical sample
0.739174976719985	-1.49894572834877	Control	Cervical sample
0.759138419952311	-1.69466840541985	Breast cancer	Cervical sample
0.442897028868669	-1.19862330021691	Control	Cervical sample
0.538869896561169	-1.28448018113645	Breast cancer	Cervical sample
0.742978398227204	-1.88818335440291	Control	Cervical sample
0.957511416977078	-1.92451937079186	Control	Cervical sample
0.151903753663675	-0.856181735645658	Breast cancer	Cervical sample
0.0869993315484401	-0.70554412991645	Control	Cervical sample
0.418166870401005	-1.51855363836064	Control	Cervical sample
0.146836098088595	-0.807876589175337	Breast cancer	Cervical sample
0.590370831145334	-1.33273009701303	Control	Cervical sample
0.717172585039263	-1.7329279812612	Control	Cervical sample
0.903174222661117	-1.70516086132212	Breast cancer	Cervical sample
0.338865052645013	-1.23289492372316	Control	Cervical sample
0	-1.01700057223718	Breast cancer	Cervical sample
0.647290649207027	-1.51022031278658	Control	Cervical sample
0.349650101101191	-1.30862156517601	Control	Cervical sample
0.834684192395077	-1.48998490992571	Control	Cervical sample
0.467874388682897	-1.35485876484676	Control	Cervical sample
0.934175572068726	-1.84837058532663	Breast cancer	Cervical sample
0.66775976732704	-1.54238164898191	Breast cancer	Cervical sample
0.710722532005781	-1.69847457732557	Control	Cervical sample
0.0299968698144986	-0.962934465842815	Control	Cervical sample
0.0144923738739792	-1.0033197515254	Breast cancer	Cervical sample
0.812842892265052	-1.73061383043868	Control	Cervical sample
0.081070696921732	-0.739960887816352	Control	Cervical sample
0.60504845471578	-1.28674963701083	Control	Cervical sample
0.0920335495230156	-1.36764063766291	Breast cancer	Cervical sample
0.0931851055044406	-0.891273213431997	Control	Cervical sample
0.771158775185656	-1.84745802139195	Control	Cervical sample
0.017179717512768	-0.933449612307171	Breast cancer	Cervical sample
0.386900011804153	-0.766789037481316	Control	Cervical sample
0	-0.843200993852289	Breast cancer	Cervical sample
0	-0.899523401976255	Control	Cervical sample
0.538624558006589	-1.74211135011063	Control	Cervical sample
0.801175435178861	-1.7882251347393	Control	Cervical sample
0.306372397870587	-0.736433420157363	Control	Cervical sample
0.117773010157399	-0.958105960181794	Breast cancer	Cervical sample
0.893855648518432	-1.55635205492344	Control	Cervical sample
0.604364032629495	-1.63611195785362	Control	Cervical sample
0.604249478059309	-1.29943913675347	Control	Cervical sample
0.263669250059178	-1.02042756568801	Control	Cervical sample
0.841463381481329	-1.67726837674252	Breast cancer	Cervical sample
0.641430997332318	-1.53727292409059	Control	Cervical sample
0.622972331348823	-1.28873495205881	Control	Cervical sample
0.895167983186833	-1.9037563906029	Breast cancer	Cervical sample
0.0778575156265164	-1.03911462389185	Control	Cervical sample
0.381934591272175	-1.26041020081128	Breast cancer	Cervical sample
0.734651051120772	-1.67705793089923	Control	Cervical sample
0.571646054082061	-1.49132754499401	Control	Cervical sample
0.840069821662909	-1.62202497329149	Breast cancer	Cervical sample
0.786952445457607	-1.70302568715062	Control	Cervical sample
0.913051692310297	-1.29745468787055	Breast cancer	Cervical sample
0.913757070236633	-1.66925618098148	Control	Cervical sample
0.73721637540657	-1.88496967295643	Control	Cervical sample
0.687896925425434	-1.65027173306847	Breast cancer	Cervical sample
0.566604104628065	-1.33936950008563	Control	Cervical sample
0.196248818067083	-0.948270723256119	Breast cancer	Cervical sample
0.814041614111898	-1.81043065750436	Breast cancer	Cervical sample
0.461898675436326	-1.22706423466792	Control	Cervical sample
0.900817952024864	-2.00454341294056	Breast cancer	Cervical sample
0.590135486942923	-1.60722753437996	Control	Cervical sample
0.377566592416272	-1.0222244940027	Control	Cervical sample
0.254149569608835	-1.0643915863085	Control	Cervical sample
0.101469411576978	-0.798599297168618	Control	Cervical sample
0.728852848395477	-1.61904672808024	Control	Cervical sample
0.0822142172838677	-1.14903229627428	Breast cancer	Cervical sample
0	-0.778399048825475	Control	Cervical sample
0.839589354859862	-1.49768375393883	Control	Cervical sample
0.817356981013897	-1.74035875289234	Control	Cervical sample
0.701918519575447	-1.78096993692861	Control	Cervical sample
0.592886283028121	-1.33408312386153	Control	Cervical sample
0.503161104959228	-1.25981658185862	Control	Cervical sample
0.015393167672051	-0.639611660437974	Control	Cervical sample
0.752307837168632	-1.82352539216057	Control	Cervical sample
0.00755700673456074	-0.931811382429038	Breast cancer	Cervical sample
0.655902672221621	-1.54502403784218	Control	Cervical sample
0.70249111087051	-1.83488554164119	Breast cancer	Cervical sample
0.149124314430035	-1.13691500020856	Control	Cervical sample
0.733013749354863	-1.72715458771688	Breast cancer	Cervical sample
0.619923305291235	-1.46335372339807	Control	Cervical sample
0.540468385409675	-1.32072884050498	Control	Cervical sample
0.761572889505769	-1.52823532915825	Breast cancer	Cervical sample
0.589005370309697	-1.26729221871146	Control	Cervical sample
0.225031881642743	-0.895984860938235	Control	Cervical sample
0.128717681181539	-1.02511366346081	Control	Cervical sample
0.59391780655827	-1.3880233545694	Breast cancer	Cervical sample
0.904906953605128	-2.05894461232696	Control	Cervical sample
0.850284889045839	-1.91238923024989	Breast cancer	Cervical sample
0.0754434028292306	-0.962914290525747	Control	Cervical sample
0.227978091039121	-1.23871374842185	Breast cancer	Cervical sample
0.66970647831041	-1.67632693489805	Control	Cervical sample
0.82260984649547	-1.84361409543145	Breast cancer	Cervical sample
0.904266244685556	-1.81425114815728	Control	Cervical sample
0.70926129201672	-1.70488258767006	Control	Cervical sample
0.616255478740708	-1.8246200583086	Control	Cervical sample
0.596322135885743	-1.32226398501678	Control	Cervical sample
0.191714317363668	-0.910665644519238	Breast cancer	Cervical sample
0.454635599705811	-1.34796811923742	Breast cancer	Cervical sample
0.610417877874926	-1.46567765078724	Breast cancer	Cervical sample
0.788868201727115	-1.70699722978581	Breast cancer	Cervical sample
0.82902991604113	-1.76391075904126	Control	Cervical sample
0.585805534447845	-1.53186827784145	Control	Cervical sample
0.706438833016588	-1.66966086795306	Control	Cervical sample
0.406221188252564	-1.24478909232459	Control	Cervical sample
0.95226627240552	-1.71029247608347	Breast cancer	Cervical sample
0.077445974535563	-1.0797986349336	Control	Cervical sample
0.870047314955912	-1.62989986741056	Control	Cervical sample
0.431930562461919	-1.10343340504693	Control	Cervical sample
0.633673865220455	-1.47181278082336	Breast cancer	Cervical sample
0.314402839589752	-1.40426364972074	Breast cancer	Cervical sample
0.930384342320581	-1.7607936945771	Control	Cervical sample
0.769079442910486	-1.61206965478057	Control	Cervical sample
0.13805002381227	-1.06066573452276	Control	Cervical sample
0.370153804989276	-1.45843206814643	Breast cancer	Cervical sample
0.777909514697117	-1.79529042910777	Control	Cervical sample
0.0101024830063758	-0.913916392250771	Breast cancer	Cervical sample
0.786848915690434	-1.68768298366939	Control	Cervical sample
0.673911625144447	-1.72676488280289	Control	Cervical sample
0.723163823890773	-1.72056595472361	Control	Cervical sample
0.486735103238335	-1.6091418953262	Control	Cervical sample
0.575690980760502	-1.3112401041579	Breast cancer	Cervical sample
0.456219467731442	-1.20049637908677	Control	Cervical sample
0.489342149998819	-1.3000278983728	Breast cancer	Cervical sample
0.838403294336691	-1.91403026036297	Control	Cervical sample
0.716283381187017	-1.61816344925764	Control	Cervical sample
0.490333739360729	-0.928576410124783	Breast cancer	Cervical sample
0.198513210593378	-1.03136122772001	Breast cancer	Cervical sample
0.415712271221325	-1.04188577661699	Control	Cervical sample
0.204833609730284	-1.16679313511917	Control	Cervical sample
0.865842520218808	-1.45892443753565	Control	Cervical sample
0.751992679585996	-1.86176670404195	Control	Cervical sample
0.228323599105107	-1.3095370508187	Control	Cervical sample
0.0936525320547519	-0.602115257721002	Breast cancer	Cervical sample
0.660704209378064	-1.67462548144962	Control	Cervical sample
0.936397401039487	-1.75738885844641	Control	Cervical sample
0.944583852071913	-1.77700680341635	Control	Cervical sample
0.856424224307306	-1.80640933562249	Control	Cervical sample
0.152158800178935	-1.00430275951807	Control	Cervical sample
0.530090094672868	-1.58552418782518	Breast cancer	Cervical sample
0.0106430629486846	-1.01246877317746	Control	Cervical sample
0.368580177037011	-1.22183158733678	Control	Cervical sample
0.88003221221151	-1.87299031177494	Control	Cervical sample
0.0201739345062094	-0.922949713246348	Control	Cervical sample
0.442418644801595	-1.35753067770415	Control	Cervical sample
0.735928642923216	-1.79451595535192	Control	Cervical sample
0.716708973533114	-1.6816195377134	Breast cancer	Cervical sample
0.700694712672311	-1.76566509630439	Control	Cervical sample
0.733952345572886	-1.44692610127083	Control	Cervical sample
0.140597144557038	-0.986155382103325	Control	Cervical sample
0	-1.01467476195204	Breast cancer	Cervical sample
0.816884825474407	-1.67352298195252	Control	Cervical sample
0.694479347739433	-1.9007050706519	Control	Cervical sample
0.087622957992245	-0.875404301443132	Control	Cervical sample
0.887186829871853	-1.81523641126408	Control	Cervical sample
0.519990934013848	-1.07486128180191	Control	Cervical sample
0.13050133972834	-0.591419392935148	Breast cancer	Cervical sample
0.889849460203331	-1.91179542514614	Control	Cervical sample
0.723226643474699	-1.41896129721909	Control	Cervical sample
0.710784584429395	-1.67456586892104	Control	Cervical sample
0.506946792807666	-1.41589968513956	Control	Cervical sample
0.590226237839843	-1.5680504009507	Control	Cervical sample
