delta beta in cervical samples	delta beta in breast tissue at risk
3.14819048047171e-05	0.000761854296401639
-0.000386831347258795	0.000684326321132172
-0.00076750637113783	-0.000607786212258508
1.01335751708301e-06	0.000602673140164579
0.00031179679596292	-0.000875924602559551
-0.000157455366591831	0.00163187995848049
-0.000366393221426137	0.000882650257220216
-0.000685520592164507	0.0124527529217239
-0.000599854785947599	0.0020895589904062
0.000941436451468353	0.00467797800433899
-0.000108320959998607	0.000212520540137064
0.000535832260180696	0.00105634115009492
6.22650385591374e-05	-0.000912362155296215
-0.000259631289726905	0.00256603535741047
-0.000374203149010221	6.53362439380373e-05
-0.000459573805556206	-0.000636588086143121
0.000715382740711177	-0.000855642820833167
0.000874179682006673	-0.00405191551948524
-0.0460555664048892	-0.0264795168018089
0.000218639089107252	-0.00117593553928204
-0.000874367501327605	0.000773703488664099
-0.00274674027208237	-0.00162240602503597
-0.00225793009838153	0.000220650378382765
-0.00235700085266889	-0.00293240169088044
-0.00273403022640459	0.000867236650338245
-0.0050470735010396	0.00227662666482236
-0.0267180287583225	-0.00737810448453391
-0.00285547868555909	0.00547809409054772
-0.0550851938985825	0.00224619731980852
-0.00238422882279885	-0.00116933325523985
3.83804520813456e-05	0.0588346319233809
0.000533034002637846	-0.000861580612944036
0.000866155337865878	-0.000283061453939699
-0.000140302220755433	-0.000804539717521514
4.40873481677706e-05	-0.000860813401841461
-0.000136645277971199	-0.00107440172838598
-0.000291985910793713	0.000955103458992933
2.11533938800669e-05	0.000469711979494471
-1.70576504695628e-05	-0.000216436422171531
0.00041676017107653	0.00283974432075593
-0.000161684725222469	0.00273017463064928
-2.33973880364863e-05	0.0151617338812741
-0.000640256027865806	0.00209307278693393
-0.00277599713225313	0.0373987943894154
-0.000287298667427785	0.000888773338392063
0.000429994953123274	-0.0124120759907009
-0.000174475038721582	0.000791121224769268
0.000108201316231925	0.000583503181226557
-0.001207192424273	0.000780262467600323
0.000339589302567939	0.000143115648113012
-8.25953172940638e-05	-0.00161337265194807
-4.26045844862631e-05	0.00148260924036623
0.0003273085535619	0.0022945343879173
-0.000213893170728112	0.000734777577508488
-0.000169066664512788	0.000237768732333546
-0.000838668364387462	-0.000507409891776698
-0.000134517184998476	-0.000285776994121502
-1.21904949098965e-06	-0.00196363406726009
-0.0431601495965354	-0.000547658018719033
-0.0467886341350527	-0.0180683284128573
-0.0434038217694848	-0.0135682440248074
-0.0525613671163419	-0.0538850186674288
-0.0338355970220164	-0.0149420287456017
-0.04782749207045	-0.0261391741617419
-0.0348038477404938	-0.0334672196253222
-0.00971912871050343	0.0019436613327416
-0.0275103132845596	-0.00431651597275992
-0.0317674503236832	-0.00776266859553801
0.000311158515626832	0.00424087447360814
-0.012338174426172	0.00161985385147023
-0.0133387922053278	-0.00409160837995953
-0.0359289812855383	-0.0247706434436491
0.00211904033260096	-0.00673386940463661
0.000476620629571468	-0.000335641968917565
0.00011754047656249	-0.00101844078767761
-0.00223227778782699	0.000473645027617063
-0.000850156525882086	0.000865679495326184
7.35031599450459e-05	0.00359496668133595
-0.000385533832459574	-0.00137123296956553
1.27785945046623e-05	0.000902139063148164
-0.000149619916551314	0.000761835893660549
-0.00411086463475388	0.00461941214980488
0.000760209421393283	0.000594461576784069
0.000213486230071192	-0.00035455178208664
0.00121839837797308	0.000172659267852402
-0.000141574024317689	-0.00049681585359947
0.000572029579149542	-0.000980307504359401
-0.000112452018619598	-0.000339165998969899
2.37700564147403e-05	-0.00121213246873208
0.000126407430055719	-0.000319541205932052
7.14416072775878e-05	-0.000275509909135076
0.00124813894711506	0.000286456336845535
2.5857422980835e-06	-0.00420516251211526
0.000123203324736098	-0.000833933843914813
4.26649580724942e-05	0.0012204584430143
-0.000285311261896092	0.000841518087082674
2.14600683898954e-05	-0.001288483964577
-0.0422384245934039	-0.0354422372513109
0.00503168312647484	-0.058395633128125
-8.75779629285478e-05	-0.000531383259812342
-0.000577532995224762	0.00161315595808017
-0.00120400504086714	0.00119044215532195
0.000229060233507428	0.00110466371353104
-2.79825069779624e-05	-0.00101805895718838
-0.000336721974004216	0.000140623035408492
-8.22941121893309e-05	-1.89183178490697e-06
6.06991688800653e-05	-0.000456525464011516
3.48217159713768e-05	-0.000801544357195975
-0.0246473098197338	-0.0617054966432425
-0.0543537174476633	-0.023937094882693
-0.0691768618707571	-0.00497129783215233
-0.00438047055394271	-0.00406064654232677
0.000554667595427511	-0.000750670867635923
0.000473759675975051	-0.0020586389891427
0.00111519710903562	-0.000837993635721335
0.000861843397022902	0.000389771682577349
0.000920874901236723	0.00130169769574305
0.000341018257220875	-0.00230437738964917
0.000406462662250025	0.0011378320706535
0.00712385258158899	0.0111765670105241
7.04943490610205e-05	0.000218782556729698
0.00053646863361477	0.00282636392406713
-0.00194709808015295	0.000113074589877148
-0.000548076073384033	-0.00024481264552724
-0.000539370901417119	0.00105762254711821
-0.0421553010901842	-0.0294361446773523
-0.000357746478509214	0.00471276143771834
0.000338834783813687	-0.000897465943778118
0.00089315163244634	0.0123178366852284
0.00035312399921612	-0.000420231164230268
7.96042492196072e-05	0.00887953894356224
-0.000204637080108282	0.00165623114596687
0.000390798265646398	-0.00214667279097461
-0.0527219296145083	-0.036984640705328
-0.00155457626292643	-1.41739298536343e-05
-0.00177227510371448	0.000816897917419686
-0.00112744796054499	0.00179167587635458
0.00291251764187012	0.00378839751430386
-0.000238801432039894	-0.000136792848307764
-0.00044257370729313	-0.000946252504042315
-7.48798200200448e-05	0.000963568803450283
4.80873679611499e-05	-6.33965446008335e-05
-0.000460852852440616	-0.000905179652826996
-0.0149052976490163	-0.00541978679670088
-0.000511694200768912	0.00206611981339029
-0.00440623216968927	0.0128458456295978
-0.000710679833917219	-0.000982031283447865
-0.000843361047911006	0.000863014832861241
0.000179523619455656	-7.26011959273198e-05
-0.0104904707767361	-0.0331178320961307
-0.0373384988494568	-0.0588864012438187
-0.000429606010427127	-0.00106759847800889
0.00110654813538943	0.00334753337325934
-0.0344494646882097	-0.0166147181553054
0.000451531016324256	-0.00132120988062781
0.000127761641868594	-0.000943250808228133
-7.50701516464281e-05	-0.00147758306500216
-0.000255014290371234	-0.000875387346708787
-0.0523075750536451	-0.0528708690707764
-0.0420991261290599	-0.0325552179984183
0.00341449308758759	-0.00779430655181645
-0.014120165629104	-0.0239858127328944
-0.0369862355892022	-0.0674579834577697
0.0639694966998602	-0.0338244048263144
0.0303520207594593	-0.0108113124644394
0.00173239527026853	-0.035707907389306
-0.000513867919641399	0.00293228008741219
0.000311131396431047	0.00170108170971887
0.000360732062233436	-0.00148790449655707
0.000524510674159109	-0.00306687120853816
0.000314950570229778	-0.000554017810995693
0.00045996320954815	-0.000998566086549271
0.000292242321136404	-0.000285423870114057
-0.00104071683678762	-0.00218533492398899
0.000300649801755527	0.00021157013971485
0.000154597642922735	0.00152313871590247
0.0001388119215638	-0.000161424375423673
-0.000182377764353779	0.000548787940324695
-0.000438950122617722	0.00519048046284855
0.000805073447084304	-0.00429027613698867
0.000287811779951153	0.000872125727269187
-0.00014723444058435	-0.000400819295999499
-2.54155092786097e-05	0.00186212496764839
-0.0011668634736425	0.00618864409070578
-0.013518821104545	-0.0294184707089186
-0.0515991350748223	-0.0505655375788784
-0.0351895323589234	-0.00307580386177342
9.5583360645855e-05	-0.000313527124748218
0.000178338896794517	-0.000295397382359938
0.000170701731557182	-0.000370413913471231
0.000777170053530035	-0.00127520223757064
6.70943012478706e-05	-0.000640829292281896
0.00111243276072211	0.000738065833508102
0.00104693441166474	-0.00202065010977234
-0.000331708300367523	-0.00174585072284028
7.02934934343445e-05	-0.000450055982003849
0.0011176406404439	-0.000218440271782132
0.000235938659476596	0.000613432843755785
0.00038207107485236	-0.000642136283209742
0.000449029721731654	-0.00135420922605597
0.000120671532545542	-0.000968439220170876
0.00028199658884457	0.000720806064141651
-0.0384455849468552	-0.00541421199794145
0.00270266016443068	0.0419815459330892
-0.0604644902062437	-0.03741282173544
-0.0401633426787004	-0.0253952734277926
-0.0585483733758925	-0.0452464595445757
-0.065180639551652	0.0247183865352498
-0.0580936102510519	-0.0408867569468431
-0.00173908886384406	-0.000151454023953838
-0.000185297756386593	0.000271452633816272
-1.37254816044013e-05	0.00436347617281589
0.00286444217132008	0.00201285049312618
0.00051836535199833	-0.00243360694349076
0.000813983656420811	0.0008934584519164
0.000137794761808181	0.000559642478983727
0.00342959772117262	0.012843156549374
0.00118904780720413	0.00773144603062582
-0.00233793244399387	0.000699042460404996
0.0012262988677242	0.0064878565054356
-0.0244146033598805	0.0146669996007561
-0.0367406511590996	-0.0135166086214167
-0.0313168323716675	-0.00726336224823201
0.000410996115915181	-0.000206949790771058
-0.000464772299413658	0.00150019470651541
-0.000206835136724915	-0.000345501373054311
-6.30155524026111e-05	-0.000450046556398942
0.000264025944399105	-0.00501546346050626
-0.000512302513245848	-0.00105652549749979
-0.000599630637379556	0.00190028271313153
0.000119327794825139	0.00465269713983068
0.000429221308033835	0.00045545093303738
-0.000424512689706304	0.000537743605811502
-0.00139359182472559	0.0136125215389016
-0.00114148220699786	0.00113242421105175
-0.00176554248136443	-0.00629718283393746
0.00087012072076717	-0.0025146990312637
0.0009198998990219	-3.18507204992297e-05
0.00103705317949012	-0.000754772700920007
-0.00145588791950908	0.00133045640855375
-0.000532384950562939	6.05648710010689e-05
-0.000306889140638138	-0.000174568679990177
-0.000448833341340844	-0.000692490058009174
0.000577974156290687	-0.00058366277161773
-0.00172814639625614	0.00193000478482033
-1.54001472535588e-05	-0.00150113808328989
-9.95746343198517e-05	-0.000229456380160205
0.000199160255750914	-0.000459450460114365
-2.29831518454605e-05	-0.000368766510143226
-0.000614436775162805	-0.00111508817924636
0.0003943528887305	-0.00213280822638545
-0.0143730125879857	-0.000219933457790589
-0.000274040174301604	0.00220199454548432
0.000891895977392334	0.000427429452276744
0.000445716381738091	-0.000498317071170599
0.000359692015444026	-0.0127571646091536
-0.00025949332916304	-0.00031796227382885
0.000246278086521109	0.0014277617519802
0.000305487830469919	0.000317311721381837
0.00029762746960622	-0.000180647260903187
-0.000156159342979677	-0.000414141158382356
-0.000211000382715973	0.00167859279545271
0.00186054184078836	0.000173079384228052
-0.000332863274302111	0.000821333297534109
-0.0394115476616171	0.00117398221366977
-0.0202498325141199	-0.0231185858549673
-0.00156730322021242	-0.0293087409571172
-0.000408193800924092	0.00021146715499782
-0.000587799811031721	0.00102361791265397
-0.000137500995478016	-0.000961720936881107
-0.000437566291946731	0.00358601507367418
-0.000576357469697109	0.000668694968515337
0.000643375244218935	-0.000403828865635562
-0.000380157636233988	0.00471166290609754
-5.04105129930446e-05	-0.00108347275572663
0.000369607195241661	-0.000251961070856087
0.00168482378641999	-0.0014131349313238
0.000117237145357569	0.000647515576290333
-8.66253324885401e-05	-1.70690769149204e-05
-0.000161590040963527	-0.000755981243674628
-0.000178904703593052	0.00345179675250609
-8.08369135786857e-05	-0.00405172049648242
0.000371767063596363	-0.000251693602084848
0.00070139852518265	0.00141635650185588
0.000467263519418927	-0.00191355896679976
-0.000409842594748112	0.000444598736264991
-0.00754305299096372	0.0102822437691837
0.000175133459450073	0.00297859826040773
0.000706218459996279	-0.00168181733612807
-0.000173150593180319	0.00080656204359982
0.00103733054608011	0.00167196101796885
-0.00816501725047301	0.0142347188942739
0.00405356912029275	-0.0302750308107376
0.00567361821410861	-0.067415547974203
-0.044990368393349	-0.0233594141956175
-0.0401052610936345	-0.00460725079938329
-0.0454532080877899	0.00381166297143787
-0.00204136195609779	-7.68429325462353e-05
0.00054512595001786	0.00177425436144557
-0.00309182033159663	0.00787626318687591
-0.0273853441565093	0.0176835057243955
0.000609624015168779	0.00173440363109677
0.00154322740578539	0.00126032489204632
4.26366878568327e-05	-0.000734504861615231
-0.000481705419116369	0.00343473047160847
-0.000229653645638912	-0.000364975209777492
-0.00017023435380344	-0.00104640809168296
0.000368751605275348	-0.00101122145790335
-0.000587026807399429	-0.000110028256412504
0.00125425914508602	-0.00086025583491992
7.59958354222615e-05	-0.000760488669256607
-0.000319320773538457	0.00155821315641469
-0.000501934746413833	0.000311503005207169
0.000174764428809922	0.000504134975063365
-0.00299532035095831	0.00640958397308343
-0.00755232069827534	0.034211338398794
-0.00125037788616214	0.0384256083077947
-0.0144559408352734	-0.0341122858472171
-1.53270126842485e-05	0.000676799069000528
0.000269010625347061	0.000814624592452583
0.000845673286881364	-0.00215807943096312
0.00020473726978296	-6.30756708313168e-05
7.30579366290153e-05	-0.00022005329071006
0.000296912309677766	-0.00233059819033775
0.000422877321265447	0.00240095226624631
-8.87547291635732e-05	0.000366319269437556
-4.85640586423211e-05	-0.00016442397321513
-0.000424539984367957	-0.00126559167804823
-0.00094956250492988	0.0026921396776951
0.000864348677531948	-0.000842627569904289
0.00010976716886215	-0.000411031279930751
0.000991021425603988	-0.00257473787359834
0.000345326356072706	-0.000233014743021169
0.000582373561116789	-0.000826120705350923
6.56831586792715e-05	-0.000666780082308919
0.000158381337367577	0.00129178119419762
0.000373760310921928	0.000561863422069465
-0.000580377232785055	-0.00289484565930359
0.00023355798449487	-0.00060731246036989
-0.000120289493223909	0.000940538006340853
-0.000232243761646551	0.00090641004231473
5.99230619083672e-05	-0.00028653081118251
-0.0454954658581038	-0.00557538469405844
0.000275513265473287	-0.000939999336539946
-0.000493598851447331	-0.000501838989250568
-5.56652196476853e-06	0.00011938002500627
0.000154430885933792	-0.00135707798354781
-0.00161685340468004	0.000141051347077085
-0.0305580685512912	-0.038269681368139
-0.0429399000634238	-0.0316269748106531
-0.0467085388199693	-0.011831746362886
-0.0456713721848357	-0.0339475259461709
-0.0516480310361724	-0.0241371926025694
-0.034598212813219	-0.0190508526947887
-0.0457285076784021	-0.050845141008578
-0.0669090881391324	-0.0259199748565445
-0.0578470392369655	-0.0406491395021114
0.0327834990687072	-0.0664975388234411
-0.0525562032299153	-0.0211647060646857
-0.00979449598717091	0.00531883266834818
-0.0408096736357926	-0.0342133275417924
-0.0369036027418176	-0.0222908213322565
-0.0511521247194008	-0.0562239969301267
-0.0360553313099695	-0.0251540648690824
-0.00187746260811961	-0.0283753090738115
-0.0193593151597716	0.0227984526000789
-0.00344107264751725	0.000105192008052618
-0.0403594639868182	-0.0290176345152287
-0.0248369300907459	-0.0297236786674988
-0.0252672085282694	-0.0299860993263759
-0.0334298420072816	-0.044369443249296
-0.047633291920514	-0.0148734494878784
-0.0184040158278356	-0.0268673716814341
-0.0239635568399549	-0.00485363030937302
0.00412392474945539	0.0490448137134858
-0.0328275518805764	-0.0388291773566196
-0.0267610980021853	-0.0141456548933945
-0.0196694122480339	-0.0164485840902079
-0.04526648154152	-0.0661158677231707
-0.0476206200103721	-0.0674773003716211
-0.0325975153631849	-0.0193859967019139
-0.0327551697470993	-0.0136430786488524
-0.0374457624070436	0.0736593841582266
-0.0470412255932738	-0.0195486306953175
-0.0460086142503759	0.029606355443798
-0.0277783932054224	0.00350410257690376
-0.0419611874264927	0.0335008394429908
-0.0387543347343713	-0.0523331939552679
-0.0378443224342765	-0.019942982119428
-0.0255379220790559	-0.015366137519039
0.00659550412125776	-0.00644400691140795
-0.00132502274808972	-0.0202832387392776
-0.00368992421402717	0.0335567648361753
-0.0179718092741528	0.00957442488141796
-0.0160485361029552	-0.0309279157938027
-0.0112521982329442	-0.0239235298347549
0.000128183165731977	-0.0114266770702212
-0.00889623592770641	0.00311001394838556
-0.0374838465008724	-0.021141534660793
-0.00111529124608667	-0.0720232820612098
-0.00544256880842009	0.01532127585427
-0.0494087457544519	-0.0429713553532729
-0.036473585125657	0.014196360692747
0.0267429278039412	-0.00841078461237843
-0.037520678965147	-0.0394714411121015
-0.0425988267925088	-0.0113895874234557
-0.0391106080680977	-0.00739035450952968
-0.0411683977808701	-0.0159216888107008
-0.0388241018627333	0.0145640447774549
-0.00799442111790827	0.00820767401766623
0.00685123978403479	0.0792517644883958
-0.0658443348579965	-0.0287042782078252
-0.000677997832321899	0.00356695957736585
-0.011326803095963	0.00769846069186658
0.00302222143004102	0.0311795078904182
-0.0430972386097677	-0.0418567383326066
-0.0577438770404295	-0.0219258964056911
-0.0494350145049809	-0.0554573020876525
-0.0775230944127782	-0.0671887243736372
-0.061812908285507	-0.0989859196055148
-0.0712436598687397	-0.0712913608690102
-0.049711695950245	0.00139093470025242
-0.0145089692161235	-0.0497738921049311
-0.0198292263480774	0.0306498323330117
-0.0633720970646975	-0.0142191535121938
-0.0400690052830073	-0.0531340541586209
-0.0462876410118755	-0.0192303686977155
-0.0323481928899156	-0.0148620754870658
-0.00465148550318449	-0.000769574316094979
-0.00191182065406471	9.68614133833971e-05
-0.00262316042725015	0.00875823739984956
-0.0034342668894382	0.000107984305446888
-0.00132427260879759	-0.00014022293711264
-0.00254874198637575	-0.00153783151131471
-0.000617817690596108	-0.000891418534840059
-0.00153669922625005	0.00458853350187792
-0.00195524628042357	0.00254994024549587
0.00096362573556534	-0.00344970198716184
0.000239224109550474	-0.00169192760394308
0.000772539740962752	-0.00253358478240476
-0.0421062567475028	-0.0083229280666185
-0.00233604755970565	-0.0526742039987007
-0.000395339452187615	-0.0237062513991885
-0.0444072411908198	-0.0332976960672051
-0.0424619222931542	-0.0263638888437019
-0.0517261059203328	-0.0172008828920155
-0.0270599566733259	-0.0101930672615106
-0.0349761091574654	-0.0473545100521638
0.000322371166675828	0.00737017101448177
-0.00161129260305245	0.0299231856438264
0.000504997150398121	0.00476609369328411
-0.0349565994091042	0.0260322396775027
-0.00229232547446701	-0.0143749230446725
-0.0268160235374163	-0.0237459230348575
-0.0443662114329643	0.0195168401846422
-0.0472821670748011	0.0142518453038546
-0.0192296918084496	0.0163054065657318
-0.0524567930599094	0.0129603801935741
-0.0131936885918451	0.013028476330294
0.0324396813025259	0.0208119908933444
-0.0227148774329397	0.00559936211331372
0.00843965030126292	0.0178091179257832
-0.0526554515876975	-0.115782554342231
-0.000286912652093359	0.00144665829762511
-0.0291909171552727	0.00883914505574596
-0.0452889754754294	-0.0687533719931736
-0.0498672092747073	-0.0242383027685751
-0.0427179077904897	0.00429809062060144
-0.0597539525175086	-0.0988819065659445
-0.0556432584920942	0.00955335301595989
-0.0612434105491423	-0.0288784743991047
-9.60234785039767e-05	-0.0166329648663479
-6.66930537147822e-05	-0.00249416233432177
-0.0181168767450091	0.0215231319436163
-0.00424414309591378	0.00398876704399384
0.00221347188525749	-0.000941637715077525
-0.000400534171428338	-0.00148179895135258
